,feature_60,feature_478,feature_133,feature_65,feature_349,feature_435,feature_34,feature_511,feature_442,feature_124
1068,-0.5327,6.4537,2.2864,20.5327,0.0238,13.0401,8.6611,41.9175,0.7719,15.79
1069,-3.9045,5.3634,2.3938,23.9045,0.05001404392542416,12.3537,8.6149,27.3504,1.0359,15.84
1070,3.1382,7.8219,2.3481,16.8618,0.0315,12.383,8.8424,44.1219,0.5284,15.74
1071,24.2918,4.2267,2.3596,15.7082,0.0389,11.8771,9.1638,133.29193306761312,0.6641,15.79
1072,-0.4173,9.9344,2.3063,20.4173,0.0254,13.019,9.7836,34.1801,0.6987,15.96
1073,24.8282,5.0971,2.3712,15.1718,0.0481,11.6225,9.1638,64.6809,0.6641,15.75
1074,1.7627,2.0193,2.3042,18.2373,0.0184,7.9331,8.4278,38.7824,0.7558,15.76
1075,1.5555,2.8002,2.2582,18.4445,0.0165,3.7383,8.6149,27.2489,1.0359,15.98
1076,2.5055,6.284,2.212,17.4945,0.0157,7.56,8.5298,29.6774,0.9276,15.98
1077,-3.4873,5.9222,2.2711,23.4873,0.0151,8.8116,8.662,35.4571,0.6605,15.77
1078,-2.7973,12.070534706053035,2.2789,34.62999992554279,0.028,11.0891,8.5735,30.727,0.9075,15.67
1079,3.8964,3.7055,2.362,16.1036,0.0311,11.3069,8.6942,64.9652,1.0891,15.7
1080,5.0818,5.2405,2.2802,14.9182,0.016,8.1898,8.5003,46.6472,0.8638,15.8
1081,-0.0309,7.7416,2.2773,20.0309,0.0304,15.3022,8.659,40.8387,0.9873,15.97
1082,-1.0082,2.2394,2.3341,21.0082,0.0203,11.8519,8.7662,67.9245,0.57,15.98
1083,18.6827,7.4078,2.3403,21.3173,0.0475,6.6192,8.8388,51.4469,0.9836,15.76
1084,25.4573,12.070534706053035,2.3403,14.5427,0.0369,10.8275,8.7599,111.4754,1.0407,15.76
1085,4.0555,6.1799,2.3207,15.9445,0.0319,12.5973,8.6074,59.2593,0.8787,15.83
1086,1.2209,9.3285,2.3695,18.7791,0.0224,6.2512,8.7219,33.7514,0.7663,15.79
1087,2.7764,7.4219,2.3704,17.2236,0.0192,10.2564,8.5266,0.0,0.9725,15.85
1088,-4.0373,6.2882,2.2689,24.0373,0.0267,8.1044,9.0776,52.6674,0.5888,16.04
1089,-0.7109,3.1153,2.1996,20.7109,0.0267,12.3368,8.7037,44.0036,0.6242,16.09
1090,-4.7818,3.7689,2.4172,24.7818,0.0225,10.2251,8.8097,44.0529,0.9136,15.86
1091,-3.1227,4.6652,2.3499,23.1227,0.0249,17.9865,8.5862,45.9459,0.9332,15.61
1092,7.24,7.0695,2.3406,12.76,0.028,8.2118,8.5459,87.2521,1.0918,15.9
1093,-0.4636,3.5555,2.2757,20.4636,0.0227,9.3809,9.1141,29.8217,0.7193,15.71
1094,13.4891,6.9725,2.3397,26.5109,0.0438,5.2181,8.7588,57.2246,0.4996,15.96
1095,2.5827,8.3284,2.3997,34.62999992554279,0.0404,11.7188,9.4832,111.7043,0.7507,15.77
1096,1.2673,2.5672,2.3737,18.7327,0.0281,12.2843,9.3335,37.0221,0.7642,15.87
1097,-4.4882,4.3095,2.4439,24.4882,0.0182,7.6658,8.7548,29.6041,0.7954,15.57
1098,-10.68,2.5881,2.2931,30.68,0.016,8.2185,8.6384,24.4009,0.7532,15.71
1099,8.6927,3.0731,2.3532,31.3073,0.0436,24.40700322285261,9.1784,85.5346,0.7898,15.83
1100,3.1336,4.2996,2.1995,16.8664,0.05001404392542416,12.6922,8.7556,53.2258,0.8532,16.09
1101,-1.0927,8.8177,2.2728,21.0927,0.0131,12.0751,10.063204409341335,48.5126,0.7681,15.99
1102,20.5509,4.0288,2.3532,19.4491,0.0178,24.40700322285261,8.7487,133.29193306761312,1.0459,15.83
1103,-3.09,4.5813,2.3025,23.09,0.0228,4.316,8.536,46.5649,1.1525,15.81
1104,-2.2364,4.0483,2.2954,22.2364,0.0218,7.8128,8.9857,34.0587,1.0765,15.71
1105,-1.9482,5.7,2.3932,21.9482,0.0165,10.5019,8.3159,62.4434,0.74,15.81
1106,2.1173,6.5354,2.3207,17.8827,0.0231,9.6259,8.3179,43.3018,0.6257,15.83
1107,-0.3955,5.28,2.2216,20.3955,0.0196,12.7514,8.7326,50.9735,0.6259,16.0
1108,-4.89,2.9432,2.2472,24.89,0.0228,6.791,8.8078,32.8205,1.0143,15.72
1109,0.1773,6.3655,2.2474,19.8227,0.0156,12.9032,8.7646,43.6941,0.8263,15.92
1110,2.6473,3.2434,2.4167,17.3527,0.0144,10.4191,8.1166,35.122,0.8047,15.83
1111,-0.0691,2.6536,2.2647,20.0691,0.0184,5.7228,8.7401,44.1014,0.7159,15.83
1112,2.8182,6.4263,2.2965,17.1818,0.0244,8.1192,8.5297,53.265,0.8721,15.96
1113,-4.6227,5.7416,2.2588,24.6227,0.05001404392542416,7.6198,8.3591,36.6972,0.5765,15.95
1114,-3.8991,4.1392,2.2604,23.8991,0.0153,7.0817,9.004,32.4723,0.6254,15.76
1115,20.7782,12.070534706053035,2.366,19.2218,0.0281,12.5801,8.5218,81.6327,1.0323,15.91
1116,-0.3918,5.6919,2.3625,20.3918,0.0201,3.8132,8.7932,26.5089,0.8159,15.8
1117,-3.0882,6.6096,2.2527,23.0882,0.0222,11.1987,8.7015,50.7463,0.8336,15.81
1118,2.6827,4.2653,2.2732,17.3173,0.0252,11.4331,9.0744,32.8558,0.4782,15.71
1119,-1.0827,5.5896,2.4253,21.0827,0.0269,5.6593,8.598,39.9247,0.6161,15.77
1120,-0.0636,6.5193,2.3259,20.0636,0.0302,6.3822,8.3324,32.4528,1.1638,15.75
1121,-9.4318,5.5267,2.2821,29.4318,0.0156,19.5793,8.8597,37.149,0.8934,15.8
1122,1.1473,5.5049,2.394,18.8527,0.0191,12.0581,8.2776,15.2493,0.6857,15.79
1123,0.7382,5.8034,2.2445,19.2618,0.0176,3.5446,8.1161,33.9343,0.8595,15.79
1124,4.1455,4.3536,2.3402,15.8545,0.0162,3.0888,8.5288,92.4623,0.9361,15.88
1125,-2.5191,7.4066,2.2569,22.5191,0.0234,5.8119,8.9833,36.404,0.815,15.84
1126,-3.9218,6.2586,2.2527,23.9218,0.0179,7.2374,9.6136,31.0148,0.8387,15.91
1127,0.9427,4.6356,2.3081,19.0573,0.0177,2.9748,8.3383,38.6813,0.932,15.69
1128,1.4409,5.942,2.2864,18.5591,0.0158,9.0592,8.8331,48.1328,0.9359,15.79
1129,-0.3182,5.8228,2.3296,20.3182,0.027,9.5584,8.6005,133.29193306761312,1.1248,15.71
1130,13.7255,3.996,2.3646,26.2745,0.0285,16.314,8.6324,92.6503,1.0803,15.97
1131,-10.2673,9.8766,2.4,30.2673,0.0204,11.0855,8.5177,57.4163,0.8384,15.79
1132,4.4155,4.5129,2.3725,15.5845,0.0345,10.8652,8.828,30.6748,0.8345,15.81
1133,4.8373,3.1119,2.2965,15.1627,0.0189,7.8372,8.3324,119.174,1.1638,15.96
1134,24.4727,4.8236,2.3596,15.5273,0.0342,8.612,9.3851,100.7557,0.4221,15.79
1135,-2.4345,3.6744,2.2616,22.4345,0.0203,10.1721,8.7635,52.6708,0.7053,15.86
1136,-4.4309,7.3228,2.2785,24.4309,0.0216,7.1513,8.3271,26.2741,0.8469,15.77
1137,5.0955,12.070534706053035,2.3519,14.9045,0.0129,15.5203,8.7662,62.5337,0.57,15.78
1138,1.9855,7.0181,2.3672,18.0145,0.0169,7.9085,8.659,39.3443,0.9873,15.87
1139,27.652799664750972,4.7052,2.3646,11.6873,0.0342,7.5796,8.8287,133.29193306761312,0.9251,15.97
1140,-2.2382,5.1526,2.2453,22.2382,0.0237,12.7081,8.7512,43.2184,0.5317,15.8
1141,17.7927,8.3238,2.4244,22.2073,0.0317,13.3071,9.2405,133.29193306761312,0.6901,15.78
1142,-0.6609,2.6206,2.3654,20.6609,0.0138,11.9175,8.7812,43.6236,0.8231,15.85
1143,-4.72,5.7591,2.3081,24.72,0.0205,10.0056,8.3383,21.5517,0.932,15.69
1144,27.652799664750972,10.2301,2.3712,12.2845,0.038,8.2673,9.094,27.8607,0.7613,15.75
1145,-1.1927,4.3639,2.3262,21.1927,0.0473,8.686,8.7977,55.0265,0.8987,15.81
1146,-4.3955,5.4073,2.4023,24.3955,0.0199,9.522,10.063204409341335,42.7316,0.8229,16.04
1147,11.5591,12.070534706053035,2.3532,28.4409,0.0259,24.40700322285261,8.7588,117.8744,0.4996,15.83
1148,-3.6509,3.9068,2.2785,23.6509,0.0173,5.6993,8.3271,39.9202,0.8469,15.77
1149,-3.9555,4.0088,2.4023,23.9555,0.0305,10.3455,8.6772,58.7571,0.9048,16.04
1150,3.5945,6.0911,2.3124,16.4055,0.0252,13.8656,9.131,32.6316,0.7139,15.87
1151,-0.4482,7.8704,2.3406,20.4482,0.0191,4.0919,8.6706,107.0994,0.5836,15.9
1152,-2.9573,5.1967,2.3075,22.9573,0.0206,12.0069,8.7779,26.3104,0.466,15.67
1153,-1.71,5.8362,2.3453,21.71,0.0259,11.1657,8.6427,38.4088,0.9079,15.92
1154,6.1855,5.9842,2.3499,13.8145,0.021,6.5297,8.2981,62.5938,0.7093,15.61
1155,-2.1136,4.9854,2.2674,22.1136,0.0215,13.0056,8.451,44.0529,0.7516,15.84
1156,-10.1245,4.3614,2.3416,30.1245,0.0337,6.1387,10.063204409341335,95.0,0.9393,15.85
1157,-7.5382,3.5277,2.3389,27.5382,0.0236,4.7386,9.043,66.4311,0.7574,15.92
1158,-5.3318,3.9171,2.2749,25.3318,0.0158,12.7141,8.9818,53.5059,1.0199,15.79
1159,2.1927,6.1039,2.2678,17.8073,0.0262,8.1092,8.3267,29.2027,0.9329,15.75
1160,5.1345,3.1492,2.3592,34.62999992554279,0.0342,24.40700322285261,9.2007,103.3333,0.7015,15.78
1161,27.3227,3.0522,2.3128,12.6773,0.0207,9.4761,9.7484,34.7826,0.9413,15.91
1162,1.1591,7.1718,2.3101,18.8409,0.024,10.0,9.2171,56.6372,0.9255,15.88
1163,0.7136,4.1454,2.4023,19.2864,0.0199,7.4854,8.1161,24.5059,0.8595,16.04
1164,2.1918,5.3635,2.3312,17.8082,0.0244,9.2119,8.77,67.9452,0.7593,15.94
1165,18.8673,7.4999,2.3646,21.1327,0.0299,13.561,9.5642,37.594,0.5593,15.97
1166,-6.0255,3.6401,2.4151,26.0255,0.0225,7.2464,8.9857,63.1579,1.0765,15.84
1167,-0.4091,7.7667,2.3735,20.4091,0.0217,12.3537,8.4421,44.1472,1.2471,15.8
1168,-0.4491,3.2363,2.2674,20.4491,0.0219,10.2033,8.8909,48.0349,0.6815,15.84
1169,1.2955,4.624,2.3867,18.7045,0.0239,11.0092,8.9818,22.2997,1.0199,15.89
1170,-0.95,4.3441,2.3234,20.95,0.0281,9.7899,8.662,40.118,0.6605,15.67
1171,3.4318,5.2435,2.3797,16.5682,0.0162,16.0804,8.0787,47.0588,0.6644,15.88
1172,0.8827,7.1603,2.3805,19.1173,0.0378,10.0172,8.3006,87.7583,0.8161,15.75
1173,-2.5727,3.1585,2.3257,22.5727,0.0232,13.2424,10.063204409341335,47.7612,0.7681,16.01
1174,-2.1464,2.6374,2.2407,22.1464,0.0206,8.0978,8.3383,33.5766,0.932,15.75
1175,1.3355,4.9672,2.2809,18.6645,0.0254,17.0064,8.1409,61.3995,0.7663,15.79
1176,-0.7236,7.7214,2.3766,20.7236,0.0194,2.2502,8.7897,47.2973,0.5377,15.83
1177,4.3136,5.1801,2.2831,15.6864,0.0264,16.7572,8.272,29.8507,0.8834,15.8
1178,3.4491,5.6384,2.3793,16.5509,0.0144,8.5283,8.8889,59.3438,1.0478,15.94
1179,-4.1018,4.0088,2.4196,24.1018,0.0211,7.5089,8.8097,53.12,0.9136,15.86
1180,24.6118,2.9844,2.3712,15.3882,0.0431,11.6758,9.094,73.0097,0.7613,15.75
1181,3.6536,7.3859,2.3867,16.3464,0.0299,8.7386,8.9191,36.8664,0.8859,15.89
1182,-1.2336,4.0648,2.3984,21.2336,0.0173,8.6427,8.6068,36.7816,0.9812,15.92
1183,-0.3445,9.8065,2.3081,20.3445,0.0139,9.4258,9.7137,46.493,0.3973,15.69
1184,0.1891,5.7327,2.2773,19.8109,0.0273,12.7389,8.659,42.6117,0.9873,15.97
1185,3.1382,9.1637,2.2967,16.8618,0.0256,10.6834,8.5788,37.8022,0.9715,15.94
1186,4.5382,4.351,2.2671,15.4618,0.016,14.3474,8.135,20.4255,0.9489,15.73
1187,-3.2882,4.5105,2.2527,23.2882,0.0213,7.4364,8.7997,59.9287,1.0959,15.81
1188,6.6,5.2891,2.3808,13.4,0.0151,9.5359,8.7851,44.3213,0.4389,15.84
1189,1.5018,10.8289,2.3052,18.4982,0.0247,9.3984,9.5713,61.4357,0.7928,15.89
1190,20.81,10.9632,2.3796,19.19,0.0251,10.274,8.6324,37.4269,1.0803,15.74
1191,-3.6345,4.6133,2.2718,23.6345,0.0237,13.8183,8.9605,40.2286,0.9274,15.9
1192,2.4209,4.2983,2.2705,17.5791,0.019,17.1047,8.7786,25.4882,0.8184,15.83
1193,-1.6864,5.5709,2.2563,21.6864,0.027,9.9834,8.0787,23.569,0.6644,15.75
1194,-12.2945,6.1979,2.3715,32.2945,0.0246,11.4064,8.7677,133.29193306761312,0.6672,15.73
1195,-1.66,1.942,2.2474,21.66,0.0231,19.209,8.9191,49.4325,0.8859,15.77
1196,-2.6682,4.3753,2.3353,22.6682,0.0179,7.0109,8.1409,48.6772,0.7663,15.75
1197,0.1973,5.9703,2.3797,19.8027,0.0177,5.878,8.8356,68.3473,0.5194,15.88
1198,-3.7773,2.2464,2.3079,23.7773,0.0229,5.527,8.3383,56.25,0.932,15.71
1199,-0.4527,5.7777,2.2604,20.4527,0.0229,4.191,9.152,29.8795,0.8758,15.76
1200,6.9082,8.6041,2.3715,33.0918,0.0152,11.3381,8.872,62.3377,0.7524,15.81
1201,7.3918,5.726,2.3025,32.6082,0.0291,11.8127,9.4043,53.9629,0.5677,15.81
1202,12.3073,12.070534706053035,2.3997,27.6927,0.0305,11.1177,9.1502,123.5443,0.7162,15.77
1203,-5.1618,4.881,2.3021,25.1618,0.0244,11.7272,8.4891,40.3361,0.7674,15.77
1204,-2.1009,4.1239,2.2732,22.1009,0.0274,7.2107,8.7556,77.0138,0.8532,15.73
1205,23.7709,5.1866,2.3101,16.2291,0.05001404392542416,12.5406,9.2655,47.8261,0.7747,15.88
1206,-2.5945,3.3232,2.2718,22.5945,0.0376,8.3383,9.6515,44.4444,0.5669,15.9
1207,-2.4709,2.5702,2.4025,22.4709,0.0287,12.4708,8.7015,31.0536,0.8336,15.84
1208,-0.8891,6.0573,2.3161,20.8891,0.0321,10.6216,9.0859,44.9612,0.7445,15.89
1209,26.9791,4.9673,2.3437,13.0209,0.0103,24.40700322285261,9.6234,133.29193306761312,0.5955,15.86
1210,1.1991,4.6582,2.1995,18.8009,0.0204,9.3376,8.2345,51.0386,0.7233,16.09
1211,-2.81,4.4836,2.3936,22.81,0.0197,10.8485,8.3591,27.1885,0.5765,15.87
1212,17.3018,6.5557,2.3613,22.6982,0.0129,13.7193,9.2405,116.5563,0.6901,15.71
1213,22.9245,6.6984,2.3403,17.0755,0.0403,6.3987,8.7495,98.3607,1.1086,15.76
1214,15.3536,4.0729,2.3326,24.6464,0.05001404392542416,24.40700322285261,8.7487,60.3279,1.0459,15.73
1215,-0.3264,3.6306,2.3796,20.3264,0.05001404392542416,6.3355,9.5689,19.802,0.8962,15.74
1216,0.5564,5.8414,2.3805,19.4436,0.0259,16.3297,8.3006,43.1206,0.8427,15.75
1217,-1.4191,8.0345,2.3985,21.4191,0.0237,10.1115,9.22,36.8715,0.9916,15.66
1218,2.78,10.4267,2.3390353010178853,17.22,0.0231,9.3095,9.2291,32.1168,0.811,15.790467558472836
1219,-5.9418,7.3721,2.2954,25.9418,0.0228,15.5677,8.7779,19.6118,0.466,15.71
1220,-1.0473,4.6312,2.2864,21.0473,0.0201,5.879,9.4336,34.2531,1.1623,15.79
1221,2.5209,4.3093,2.3237,34.62999992554279,0.0168,24.40700322285261,8.7487,101.1287,1.0459,15.85
1222,-1.6545,6.5713,2.4132,21.6545,0.0388,10.8922,9.7997,80.0,1.2364,15.77
1223,6.2045,11.9213,2.3715,13.7955,0.0308,14.6638,8.5459,133.29193306761312,1.0918,15.81
1224,1.7273,3.4184,2.1919,18.2727,0.0176,13.0485,9.0402,21.8402,0.647,16.07
1225,8.3018,5.8283,2.3672,11.6982,0.0151,9.9193,8.6915,37.8517,0.9639,15.87
1226,1.23,4.139,2.2881,18.77,0.0418,18.8923,8.6829,97.5124,0.7158,15.87
1227,2.4345,4.0485,2.3672,17.5655,0.0169,10.4241,9.396,20.4122,0.6576,15.87
1228,-6.4945,6.5708,2.2757,26.4945,0.027,5.0902,8.627,38.6266,0.5742,15.71
1229,12.1609,5.6767,2.3971,27.8391,0.0325,11.5838,8.6013,60.1073,1.1815,15.79
1230,3.7127,5.1701,2.2937,16.2873,0.0204,11.9372,8.4092,133.29193306761312,0.9251,15.98
1231,-1.0982,3.6475,2.2247,21.0982,0.0249,16.3922,8.2914,44.4444,0.6385,15.96
1232,5.8727,4.7116,2.2881,14.1273,0.0251,24.40700322285261,8.5266,97.0149,0.9725,15.87
1233,1.6309,6.4754,2.3481,18.3691,0.0221,15.4834,8.3006,41.8919,0.8161,15.74
1234,23.8745,5.5544,2.3403,16.1255,0.0219,8.7215,9.0998,110.5691,1.0551,15.85
1235,23.7109,6.3497,2.3167,16.2891,0.0214,11.2972,8.872,56.9395,0.7524,15.87
1236,-1.4973,4.486,2.394,21.4973,0.0291,17.0623,9.3868,41.1429,0.8198,15.79
1237,5.7182,7.5307,2.2668,14.2818,0.0246,9.4641,8.8546,39.0698,0.7337,15.81
1238,0.7218,4.1323,2.3038,19.2782,0.0238,6.6654,9.2171,56.1743,0.9255,15.91
1239,1.0345,4.9982,2.3695,18.9655,0.0184,8.1133,8.6439,35.6636,1.0135,15.79
1240,-2.0991,4.0262,2.2959,22.0991,0.0155,6.5302,8.1605,40.8889,0.9175,15.73
1241,-1.3073,4.8576,2.4284,21.3073,0.0254,6.6091,8.2638,57.8313,0.9726,15.522238946287386
1242,27.652799664750972,12.070534706053035,2.3437,11.6882,0.0317,8.4421,8.7289,86.0068,0.9753,15.86
1243,-5.6945,3.8017,2.292,25.6945,0.0179,5.2071,8.8331,23.8683,0.9359,15.79
1244,-0.9127,8.4692,2.3406,20.9127,0.0154,14.3223,8.441,64.5341,0.9383,15.9
1245,-2.15,8.2545,2.2674,22.15,0.0173,8.0847,8.1409,65.9207,0.7663,15.85
1246,-6.5282,3.8322,2.2553,26.5282,0.0258,7.0721,8.1166,19.1126,0.8047,15.76
1247,-2.7673,5.7891,2.2877,22.7673,0.0209616297464335,11.7647,9.2189,21.9931,0.7447,15.91
1248,3.2964,4.639,2.3323,16.7036,0.0264,10.2005,9.1156,52.9323,0.8217,15.98
1249,3.0345,6.674,2.2989,16.9655,0.0183,7.7608,8.4278,34.8964,0.7558,15.84
1250,11.4855,6.3958,2.3646,28.5145,0.0268,12.0903,8.5155,62.3377,0.9794,15.97
1251,-2.3109,4.3482,2.2886,22.3109,0.02083909687663641,3.455,9.065,46.6586,0.8452,15.73
1252,0.3764,2.9581,2.3997,19.6236,0.0203,9.683,8.6309,69.0647,1.148,15.77
1253,22.07992735687348,6.252061955909118,2.3777722021861827,17.92007264312652,0.010921965132335168,10.152427813840244,9.026109665131596,133.29193306761312,0.8418007694830401,15.796531855006043
1254,23.30419874601484,8.266140003602587,2.2945629673882135,16.69580125398516,0.010625846859032789,13.02815081318898,8.768486767358526,133.29193306761312,1.1472763802217754,15.897212067928852
1255,23.933104194056217,9.205743497902377,2.2612425522181674,16.699031663306837,0.010854609760098551,14.230844690121952,8.698835567098069,133.29193306761312,1.262660290568787,15.94
1256,23.361274940277216,8.360037411423548,2.290683707861383,16.638725059722784,0.010612041664987129,13.162218574644003,8.756476248538801,133.29193306761312,1.1615178183992785,15.901905833904376
1257,22.334557495372536,8.152431940274374,2.2753366483697914,17.665442504627464,0.018279309587227767,16.69649624632088,8.789466006297253,131.42455361879541,1.1384693313186283,15.908690085252644
1258,13.088736319045763,11.870484870707216,2.390167144546771,26.911263680954235,0.029143009899896218,11.330245359379255,9.11687232314145,124.20567207860977,0.7542567873574105,15.781534415850881
1259,18.06036053888191,5.370745897481929,2.3216278395640226,21.93963946111809,0.04059580922265559,23.713897601427348,9.163733741669118,126.06760358081702,0.7407796350290848,15.818871356069808
1260,20.38219923088856,6.881819521116085,2.296481436647183,19.61780076911144,0.028472991100059727,19.90188936935845,8.960423197489236,128.9776177883834,0.9568135084459944,15.867662884117406
1261,18.159364484761586,5.435178561029794,2.3205555888852745,21.840635515238414,0.04007888837305026,23.551352348822203,9.155064514912734,126.1916875191659,0.7499913886214326,15.820951842461408
1262,2.803859616323074,4.940006537220435,2.2744854949654854,17.196140383676926,0.01900932466504502,16.245020510551598,8.682994668676615,28.973726373578334,0.7266706700210388,15.909689177831833
1263,6.092242672316964,5.652118686753089,2.302246533591516,13.907757327683036,0.024696306310064826,18.256125226021183,8.766957154479448,30.456313064344744,0.9033633858638804,15.92659485913564
1264,4.4176186617559665,5.490024188236691,2.268400700668306,15.582381338244033,0.019605216035592996,18.463952309242867,8.6001868119364,31.88878881875506,0.9210433476171879,15.960379135857629
1265,5.081898119489206,5.3540185684543715,2.273866926968486,14.918101880510793,0.018127857576084854,19.25578689637004,8.556338812858199,30.39308156717983,0.9302916115737089,15.966288569695662
1266,4.147954337064843,4.201623528574205,2.2225294917191225,15.852045662935156,0.04018180592490117,11.086191284576778,8.675497731980482,32.66897207417942,0.6744932383950119,15.978387520410548
1267,5.58626819541445,5.4078440933510485,2.344377185408046,14.41373180458555,0.019664497227452178,14.605568932252659,8.608306823598674,32.60016647110954,0.9193307036479885,15.900351165311134
1268,4.237893380241753,4.272646842762142,2.226175291905014,15.762106619758246,0.03865202146711526,11.663104269275596,8.665732793963446,32.45494741211824,0.6919070987009763,15.977829204915006
1269,1.8367299933158572,4.822097769711135,2.2734755697619797,18.163270006684144,0.01965856229587016,14.986220881896188,8.738324142325823,28.80149805762333,0.6515214142530288,15.888047923470994
1270,5.434524316719058,5.281821326845574,2.276768619277334,14.565475683280942,0.017343616411531322,19.676124475747443,8.533062535094249,29.59910012736254,0.935200961263814,15.969425534353876
1271,5.547938171858673,5.346615002249964,2.3148816786521564,14.452061828141327,0.01858079649999936,16.869066371229593,8.573345695782589,31.21658690540136,0.9267045803369609,15.93097749021741
1272,7.806458594102946,6.7605094160298975,2.374343428776784,12.193541405897054,0.046361056177245036,13.929783332522806,9.455244821426716,33.353921613695505,0.8087527166326636,15.801151543337097
1273,0.5069083924010318,4.659970974873066,2.272086903425037,19.49309160759897,0.02055127636961909,13.255347483349656,8.81440321949976,28.564680851948268,0.5481897602165905,15.858290787679364
1274,5.640441160364934,5.494380993109073,2.38606406439883,14.359558839635067,0.021196123771842,11.406500524460707,8.657718427769858,34.555620717315406,0.9089089839002925,15.85706606731751
1275,5.193905549896377,5.027593196364257,2.26492853213001,14.806094450103622,0.022391090652951317,17.79543361948864,8.561935830481795,30.179960106168746,0.8770087162534483,15.971894558632465
1276,5.399297091960678,5.189787361526586,2.2732543547737487,14.600702908039322,0.018897560171505026,19.112915364665014,8.539635885912272,29.691197341658665,0.9167763132302038,15.97061954750785
1277,2.2886105212361803,6.27980592933541,2.3438990851098973,34.62999992554279,0.02543936772772719,20.264080326704256,8.675691258638924,97.42042378462354,0.9551663586529309,15.829719794066369
1278,2.4568271591515822,7.960449932292528,2.3574351596984413,27.529141719580327,0.032970385151234925,12.353176963190553,8.583850257809143,90.16930176104474,0.885425485345244,15.780117771904012
1279,3.851881173677958,8.41600458047169,2.3631262269535416,33.64355330955922,0.03306054435986009,13.21428782612943,8.617164552113685,87.37459600504538,0.8989712816668123,15.810722246042852
1280,6.222885737534022,7.480029011634145,2.3502058579455114,32.41494976982959,0.02678398267120454,11.995566507604524,8.677526379417351,81.63104127042911,0.9945886895195224,15.824076632614458
1281,2.054523757745437,8.915177455526328,2.3701417951583803,33.14563182979498,0.03702770191938383,13.808243983693444,8.571867019912517,91.60631529453276,0.835416697272711,15.795843805889085
1282,2.564589331323855,7.704713810309154,2.35403152295717,26.024692161994324,0.0318835803501855,11.96341843209792,8.587060123151778,89.78437909007461,0.8988209863814345,15.775905350194519
1283,2.90453530966833,6.897969992574298,2.3432944284961295,21.278763545170488,0.02845515167326913,10.733888231476353,8.5971859473836,88.57010406821699,0.9410783630969154,15.762616866950657
1284,2.0412210866329703,8.37840441229213,2.3654112098580025,34.62999992554279,0.034640336746495075,15.851847115208203,8.597936590874689,93.47109142072742,0.8585345854370448,15.80812127524297
1285,2.0045236739228294,8.689707660813882,2.3686022892241017,34.62999992554279,0.036005195993441125,15.197342433569869,8.586402569069511,92.88525282208286,0.8442003594491653,15.804917380297088
1286,2.4050342485893714,8.08336243327884,2.3590710236549053,28.252213831163637,0.03349272785020492,12.540503632046745,8.582307524721488,90.35430420734893,0.8789873078928231,15.782142356008547
1287,-1.5469540798076884,7.541406414883198,2.294123810680193,30.558079043467256,0.043538133445594956,11.543168939720836,8.67906896249298,93.75460514962387,0.6667796868119941,15.932369723420035
1288,1.4815448073917674,6.716379135629037,2.2771007473806675,26.296401359361404,0.026634009600343737,13.348722623403082,8.788783315726736,87.95819312252075,0.8183780032001146,15.943324879995703
1289,2.4278707582328325,5.098464767510483,2.3317894992841017,34.62999992554279,0.02025996656127234,22.747810659420207,8.719460845961079,99.64357839046532,1.0095622291194075,15.841878012766966
1290,1.98837185787652,8.82672311867346,2.370006794967259,34.62999992554279,0.03660591832936987,14.909272010110577,8.581326042287015,92.62740474562925,0.837891364775585,15.803507233968617
1291,3.1855809873801375,6.231005599880847,2.3344176828315555,17.35513211707481,0.02562074526057089,9.717390992168923,8.60555733376529,87.56621883883894,0.9760140700441262,15.751630795583608
1292,6.390696585840652,3.7360304636483144,2.1940410699892134,13.609303414159347,0.03395306344061502,8.281514525808475,8.731619700309759,52.30649019127872,0.6980104182647803,16.09649872620332
1293,8.105315735710702,3.4402114179079004,2.191627737404346,11.894684264289298,0.025224424386403346,5.934219097784869,8.717583806322265,51.83121784842188,0.6174837434129096,16.09928946004311
1294,7.203023953641198,3.702621893996683,2.2226456607086074,12.796976046358802,0.03196200549198172,5.644073720807437,8.860701103363336,50.68364796545299,0.5988249004023075,15.978319534393028
1295,5.79478212871516,5.1252423369730415,2.2970110247858004,14.20521787128484,0.020831461800599093,6.121690671570975,8.626261284412394,50.289029144404076,0.7584603359806859,15.773196460043815
1296,5.16433538605197,4.287144214889302,2.2908827030102676,14.83566461394803,0.04637272127217799,5.079226304107873,9.167866497253547,48.24461786906598,0.5651340945600223,15.715110113750173
1297,7.135531497005518,3.7255938785774485,2.202262168349791,12.864468502994482,0.024704499703423064,5.6877177521524604,8.811224127475128,52.43966054555026,0.6428455257946284,16.0653778897339
1298,4.254742194150819,4.105610792161138,2.1976209532451034,15.74525780584918,0.044485610111323765,11.173974961251897,8.747345616040988,52.909359578633705,0.7997813851107931,16.092236960422497
1299,7.751490595609443,3.545368353857121,2.204287907570622,12.248509404390557,0.02808510294885843,5.7960341382968,8.778064660115394,51.33981814656445,0.6078887090876003,16.04913053974688
1300,6.533081685534006,3.8947043020915832,2.245069330324099,13.466918314465994,0.036697573134983306,5.45845676807901,8.961640052027864,49.882147735975835,0.5877536189720938,15.891825148219484
1301,3.604862584276085,4.218058286660902,2.198710158680756,16.395137415723912,0.04769021379948229,12.054027019796525,8.752130339919034,53.09278696069017,0.8307459396386342,16.090940287284813
