,feature_1,feature_20,feature_22,feature_34,feature_60,feature_112,feature_122,feature_130,feature_131,feature_206,feature_248,feature_383,feature_427
306,2958.04,12.4561,-5549.5,8.3006,2.5490999999999993,232.265,15.649999999999999,-0.5677000000000001,0.6697,8.16,0.035,0.0008999999999999999,1.8588
307,3038.53,12.276893646641154,-5424.5,9.2064,0.5982000000000006,229.7769,15.8,0.23650000000000015,0.7996,4.58,0.042018467759182145,0.00030000000000000003,1.1613
308,3028.21,12.3639,-5801.25,8.5889,-0.17730000000000118,231.8864967850438,15.619999999999997,0.14189999999999994,0.7697,9.54,0.1365,0.0009149092914911663,1.0562
309,2997.41,12.5547,-5646.5,8.6324,3.28,232.02975926585364,15.72,-0.1891999999999997,0.7138,5.41,0.0174,0.001654315043317072,1.4780000000000002
310,3075.78,12.46,-6431.749999999999,9.4043,16.0155,231.91370426557106,15.85,-0.9934,0.6764,12.89,0.0431,0.001142264307703292,1.8196
311,2862.69,12.6012,-5522.0,9.1637,3.3690999999999973,234.6786,15.77,-0.8988000000000002,0.6676,7.329999999999999,0.0274,0.00030000000000000003,0.661
312,2920.07,12.4186,-5521.25,8.6789,22.622700000000002,231.62725504222266,15.83,-0.4730999999999999,0.7589,6.449999999999999,0.0317,0.0009285407697179786,1.9245
313,2993.11,12.5218,-6238.25,8.5334,1.3791000000000004,232.02278784791673,16.0,-0.0946000000000002,0.7975,13.1,0.21496076152331178,0.0008966147399259853,2.741894702028713
314,3230.1250333219655,12.649,-5281.0,8.3267,-3.1817999999999995,235.0965,15.72,-0.9934,0.655,9.36,0.04858840857719844,0.00030000000000000003,0.5624
315,2905.07,12.5169,-6330.499999999999,8.886,-4.6173,234.9736,15.74,-0.0946000000000002,0.6595,7.619999999999999,0.05458864594577535,0.0005,1.0395
316,3078.79,12.4892,-5530.0,8.7283,-0.8963999999999998,231.79158252861285,15.87,0.0,0.7717,6.669999999999999,0.016,0.000713825890646282,0.5054
317,3043.34,12.5478,-6334.500000000001,8.8505,27.6517749082342,231.88152388644852,15.71,-0.6623,0.6852,17.847436217406994,0.0783,0.0010474201966894948,1.3557
318,3025.46,12.5292,-5689.0,8.3267,-1.4609000000000005,234.7088,15.73,-0.9461000000000002,0.7269,11.05,0.05722605879077589,0.0005,1.6262000000000003
319,3058.89,12.5506,-5664.0,9.0998,4.974499999999999,231.58495641449724,15.74,0.7568999999999998,0.83,5.16,0.1286,0.0015468473470896787,0.663
320,2996.53,12.4978,-6465.0,9.3335,5.9073,231.74596247308315,15.77,-0.04729999999999975,0.6586,8.23,0.0242,0.000937148621413768,0.6777
321,2966.2,12.4108,-6427.500000000001,8.6384,0.9027000000000004,234.7345,15.74,0.6622999999999996,0.8781,5.41,0.054408474688339585,0.0004,0.8503
322,2931.05,12.5094,-5209.0,8.7015,0.9591000000000008,232.9873,15.72,0.4730999999999999,0.7914,4.69,0.023,0.0018,0.7847
323,3052.82,12.5098,-6290.25,8.6309,-3.250900000000001,231.9063842383005,15.790000000000001,0.0946000000000002,0.7789999999999999,10.79,0.05917263223938977,0.00045981425536643396,1.1404
324,2986.34,12.4722,-6400.249999999999,8.5232,3.259100000000001,231.9649956131055,15.77,-0.04729999999999975,0.6586,17.847436217406994,0.014899999999999998,0.0009688688930941952,0.5176
325,3040.48,12.4996,-5305.0,8.6149,-0.8726999999999995,232.196,15.72,-3.591,0.5949,6.389999999999999,0.0209,0.0014,0.4807
326,3038.41,12.4661,-6326.250000000001,8.531,4.409100000000001,231.85188410791136,15.72,0.0,0.7931,9.98,0.0557,0.0007329026337025093,0.547
327,2995.73,12.5967,-5358.5,8.8889,-4.6591000000000005,231.40252293543156,15.58,-2.364,0.807,8.61,0.0198,0.0007725861013959164,0.5159
328,3085.99,12.4841,-5459.0,8.7994,2.0127,231.47555260767984,15.72,-0.14189999999999994,0.6556,6.68,0.0182,0.0007495238511540103,0.4382
329,3091.64,12.6006,-6347.75,8.5987,1.0217999999999992,231.58673735892108,15.9,-0.7096,0.6802,5.06,0.0452,0.0005237195772946346,1.1866
330,3009.65,12.5351,-5320.5,8.9635,4.042700000000003,231.22533338420632,15.92,-0.0946000000000002,0.7436,7.940000000000001,0.031,0.00041429225363459436,1.0777
331,2993.14,12.4871,-4173.970024424177,8.7487,21.39,231.20698354652703,15.820000000000002,-0.14189999999999994,0.7304,4.5,0.0354,0.0010778193128804234,1.8979
332,3090.09,12.4655,-5655.25,8.5232,4.456400000000002,231.3130842991063,15.77,-0.04729999999999975,0.6586,16.99,0.0244,0.0012253988680974992,0.4907
333,3014.85,12.5204,-5311.25,8.5735,1.8581999999999996,229.7866,15.88,-0.7568999999999998,0.7085,9.95,0.0374,0.0015,0.9052
334,3095.06,12.4253,-5448.5,8.8741,4.310900000000001,232.48476317975909,15.81,-0.0946000000000002,0.761,6.76,0.05344887735228137,0.00106991206631501,1.2833000000000003
335,2923.26,12.4849,-5630.75,9.754,0.2536000000000004,231.28464414770372,15.92,-0.0946000000000002,0.7436,8.49,0.0157,0.0009575854498022305,0.6415
336,2965.67,12.4694,-5498.75,8.5298,0.6573,231.962779068475,16.03,0.2837999999999999,0.7772,10.72,0.0212,0.0006952340798736,1.2209
337,3107.42,12.6037,-5554.75,8.3823,-1.509100000000001,233.962,15.88,-0.7709000000000001,0.8705000000000002,10.08,0.025306531733008772,0.0006999999999999999,1.0556
338,3098.02,12.498,-5294.0,9.0942,-5.747299999999999,231.69649330636426,15.89,-2.789,0.8336,3.86,0.051265785405068154,0.0005995285329609568,1.1885
339,2998.59,12.6202,-6329.249999999999,9.2655,7.774499999999997,231.06787967592558,15.820000000000002,-0.1891999999999997,0.6492,5.0,0.1628,0.001072200293757512,2.4641
340,3020.4,12.4784,-5277.25,8.7812,1.4373000000000002,230.70479285837453,16.0,-0.0946000000000002,0.7975,13.3,0.0154,0.0007053394235730613,1.4643
341,3045.21,12.46,-6452.5,9.4832,20.711799999999997,232.01182251205168,15.83,-0.3784000000000001,0.7463,7.01,0.0448,0.00107104914168883,2.1837
342,2977.39,12.5216,-6313.5,8.5862,2.4218000000000006,232.183,15.72,-1.1349999999999998,0.6879,8.38,0.11219999999999998,0.0018,1.2156
343,2983.24,12.521,-6592.25,8.1605,-3.2373000000000003,234.6103,15.71,0.0,0.6567,6.389999999999999,0.05461902794292258,0.00030000000000000003,1.0912
344,3057.33,12.5078,-6308.75,8.5405,10.770900000000001,231.27995587559366,15.820000000000002,-0.4258000000000001,0.621,13.75,0.1817,0.0017628123680074222,1.9645
345,3080.01,12.5478,-6461.0,8.5251,2.2117999999999998,232.212255659872,15.88,-0.5203999999999996,0.7884,4.94,0.0446,0.0006613312261372002,1.4277
346,3154.54,12.7051,-5400.0,9.7137,-9.7682,231.1098,15.64,0.9461000000000002,0.7573,9.52,0.05896246503457169,0.00020000000000000004,0.6209
347,3040.45,12.4616,-5487.75,9.2328,2.147299999999999,231.75542360268352,15.7,0.6622999999999996,0.7914,3.57,0.053312871510515614,0.0009386772690637787,1.9923
348,2924.96,12.4922,-6470.75,8.5779,-3.1455000000000006,232.17651214004414,16.0,-0.0946000000000002,0.7975,12.29,0.04697977411404493,0.000647489875940021,0.8899
349,2987.8,12.4363,-5264.5,8.2061,-4.249999999999999,234.1348,15.71,0.0,0.6567,7.549999999999999,0.06556946132866792,0.0005,1.4218
350,3062.54,12.6006,-6256.500000000001,8.5987,1.0635999999999988,231.84851354331695,15.78,1.088,0.8361,11.17,0.0208,0.0009131026335696853,1.9577999999999998
351,3024.75,12.499,-5561.75,8.0787,-2.2053223540166123,230.8293,15.84,-2.553,0.8013999999999999,8.313511817402027,0.05193362093479157,0.00020000000000000004,1.0355
352,2940.56,12.5478,-5430.0,8.7994,27.6517749082342,232.0571417339803,15.71,-0.6623,0.6852,17.847436217406994,0.0203,0.0018384224258950995,1.1257
353,3040.63,12.4278,-4173.970024424177,8.6942,8.667300000000001,231.93298658738578,15.73,-0.3310999999999997,0.7025,5.2,0.060165816365032036,0.00034850680010589484,1.4659
354,2952.88,12.58,-5357.25,8.7646,-1.432699999999999,229.9286,15.73,-3.072,0.8238000000000001,5.79,0.0658,0.0006,0.4922
355,2938.84,12.5682,-5194.75,8.6611,-5.856400000000001,230.4731,15.74,-3.732,0.5833,6.9799999999999995,0.0369,0.0007999999999999998,1.3401
356,2943.83,12.5302,-6316.749999999999,8.8384,-1.1173000000000002,231.79797424279784,15.86,0.04729999999999975,0.7747,7.309999999999999,0.04953914006736879,0.0003239363172424393,1.746
357,2998.18,12.5602,-5989.749999999999,8.7932,-4.814500000000001,232.18218159497172,15.960000000000003,0.04729999999999975,0.8162,8.5,0.06494075479100704,0.0005637163779563561,0.8158
358,3075.67,12.3578,-5290.0,8.7932,-1.194499999999999,230.4244,15.72,-3.591,0.5949,9.83,0.05601312187336412,0.0005,0.9396000000000001
359,3068.42,12.522,-5310.5,8.2395,5.471799999999997,230.8342,15.77,-0.3784000000000001,0.7447,8.84,0.054844149787431594,0.0006,0.54
360,2977.98,12.4578,-6368.749999999999,8.828,6.519099999999999,231.8598520901116,15.820000000000002,-0.1891999999999997,0.6492,9.44,0.05938176077254838,0.0008848702001442165,0.7954
361,2972.06,12.6037,-5520.25,8.1166,3.1764000000000014,231.65258498854118,15.820000000000002,0.04729999999999975,0.8343,6.08,0.0179,0.0005419067130022805,0.6347
362,2973.53,12.46,-6390.0,8.531,14.75,232.01933867065122,15.84,-0.2837999999999999,0.758,15.690000000000001,0.0438,0.001190632613880027,1.7394
363,3050.36,12.5535,-5611.75,8.2395,2.1918000000000006,232.1684,15.86,-0.8988000000000002,0.7402,7.1499999999999995,0.0163,0.0011999999999999997,1.2146
364,2950.18,12.4661,-5222.5,9.7484,5.080900000000002,232.14322039442328,15.790000000000001,0.23650000000000015,0.6755,12.76,0.0666,0.001591084765458788,0.8075
365,2962.27,12.4371,-6068.75,10.053779064762416,6.9918000000000005,232.37372010146018,15.7,-0.14189999999999994,0.6925,7.199999999999999,0.1185,0.0007587841051502775,1.1821
366,2973.88,12.4673,-5254.5,8.5135,-3.9318000000000013,231.73032985800512,15.85,0.7568999999999998,0.7677,5.88,0.0187,0.00023970503040195154,1.0292
367,3093.05,12.6339,-5191.5,8.7782,1.2800000000000007,231.7868644455509,15.73,-2.694,0.8376,12.04,0.030599999999999995,0.0006296247213700649,0.5019
368,2967.4,12.4278,-4173.970024424177,8.8249,-17.3591,231.50504441444357,15.76,0.048200000000000257,0.6955,10.43,0.05701310977100354,0.00040253887233277115,1.8287
369,3190.45,12.5106,-6310.5,8.8513,6.3364,231.92409668385497,15.820000000000002,0.8042000000000002,0.6518,6.879999999999999,0.04968618603063177,0.0009177087904873436,1.8924
370,2981.47,12.4896,-5469.75,8.5232,4.564499999999999,231.5305437770333,15.87,-0.23650000000000015,0.8116999999999999,12.05,0.053,0.0008853308080769542,2.3473
371,3060.0,12.6198,-5129.25,8.8356,0.1364000000000011,229.9273,15.78,0.9934,0.8435,7.159999999999999,0.040963773000886244,0.0006,1.5431
372,3059.62,12.5167,-5168.0,8.6799,-0.5954999999999987,230.735,15.71,-2.458,0.8036,3.18,0.05282395721724986,0.0004,1.3015999999999999
373,3015.41,12.4002,-5116.5,8.5889,0.3390999999999993,231.59437177192527,15.78,0.04729999999999975,0.8216,11.7,0.041843274630519345,0.00107157306173594,1.2793
374,2945.22,12.391,-5187.75,8.7373,-2.263599999999999,228.9896,15.83,-2.93,0.8145,5.09,0.0262,0.00030000000000000003,1.0089
375,3066.07,12.5106,-6295.75,8.8505,3.893599999999998,232.32098768293426,15.790000000000001,0.23650000000000015,0.6755,7.24,0.0555,0.0007386378572170962,1.1364
376,2939.59,12.4992,-5607.75,8.322,-0.007300000000000307,229.4722,15.87,-2.458,0.8454,10.03,0.06177308287807414,0.0009999999999999998,1.2126
377,3035.2,12.5506,-5753.5,8.6324,0.4836000000000004,231.7740829071727,15.74,0.7568999999999998,0.83,9.44,0.1903,0.001534660088778523,0.8832
378,2915.71,12.3858,-5418.75,8.2061,-2.3263999999999996,235.2476,15.76,0.6622999999999996,0.8307,4.89,0.04120060411557869,0.0006,1.3151
379,3070.54,12.5471,-5874.25,8.5288,1.4744999999999988,232.6670681739682,15.81,0.7568999999999998,0.7025,8.04,0.0202,0.0007922426246135417,1.5600000000000003
380,2929.93,12.6257,-5481.75,8.3588,1.2327,232.3505,15.73,-0.0946000000000002,0.6717,6.21,0.0166,0.0009999999999999998,0.8488
381,3071.05,12.4996,-5767.25,8.7401,-4.9018000000000015,231.30950749347053,15.8,0.04729999999999975,0.555,6.06,0.0185,0.000625565387463738,0.7724
382,2979.95,12.4824,-6476.999999999999,8.6706,-2.665499999999999,232.3740903731979,15.91,0.3310999999999997,0.7884,8.51,0.0876,0.0011612506270728855,0.5141
383,2991.98,12.4722,-6316.5,8.8505,2.066399999999999,231.75558494674615,15.499554321758923,0.2837999999999999,0.6421,10.54,0.0185,0.0008386479607256235,0.6813
384,2922.65,12.508,-6300.250000000001,8.5334,0.7654999999999996,231.18214369356988,15.95,-0.5203999999999996,0.7232,8.5,0.0244,0.0008690462794434146,0.9829
385,3002.85,12.4527,-5631.75,9.4043,-7.4155000000000015,231.44872547924837,15.84,0.4258000000000001,0.752,6.21,0.047,-6.640484500404843e-05,0.6359999999999999
386,2931.17,12.551,-5966.75,8.7779,-0.4500000000000007,232.7603,15.72,-3.779,0.5708,7.369999999999999,0.043162163051332886,0.0011,0.9405
387,2957.41,12.5027,-5464.75,8.7073,-0.24819999999999945,232.2861416814237,15.67,0.04729999999999975,0.7639,7.980000000000001,0.0354,0.000695236050737978,1.2209
388,3107.79,12.4322,-6393.250000000001,8.5788,17.1745,232.00821232912685,15.790000000000001,0.0,0.8187000000000001,14.03,0.0776,0.0016562248648387158,2.3927000000000005
389,2988.41,12.4729,-5469.5,8.7037,3.8881999999999994,229.1286,15.95,0.5203999999999996,0.6778,6.18,0.0208,0.0004,1.4867
390,2993.79,12.5757,-5334.0,8.7373,4.398199999999999,231.93990575542776,15.81,0.0,0.7759,4.85,0.0207,0.0007857670286642148,1.0252
391,3081.75,12.5018,-6253.5,8.531,22.693600000000004,231.8851737787772,15.74,0.5203999999999996,0.698,14.0,0.0252,0.0018102410639618868,1.053
392,3104.4,12.4069,-5426.75,8.5218,24.26,230.95667524340956,15.88,0.3784000000000001,0.8269,5.72,0.0333,0.0010035862270099964,2.421
393,3082.05,12.4692,-5671.25,8.7401,-4.236399999999999,231.29278605946988,15.84,-2.647,0.8349000000000001,5.52,0.0174,0.0006681197864132036,1.8409
394,2990.58,12.5682,-5549.25,8.287,-3.4444999999999997,229.7201,15.75,-3.4960000000000004,0.5638,6.9799999999999995,0.04493689829290663,0.0004,1.0947
395,2957.77,12.6278,-5609.5,8.3808,3.137299999999998,230.6661,15.78,0.9934,0.8435,7.839999999999999,0.044706193877880135,0.0006,1.4327
396,3012.3,12.4386,-6499.0,8.4509,5.934499999999997,234.0278,15.7,-0.8515,0.6102,4.93,0.04851556972729328,0.0004,1.1921
397,2934.01,12.448,-6260.749999999999,8.4092,0.909100000000001,232.34382925424222,15.649999999999999,-0.2837999999999999,0.5438,5.21,0.05215470722709618,0.0007909771462884309,0.9092000000000001
398,3093.57,12.5106,-5335.0,8.8548,2.4844999999999993,231.48641394004036,15.92,-1.1349999999999998,0.8390999999999998,5.9,0.0175,0.0009713333502080583,0.9037
399,2963.97,12.4582,-4173.970024424177,9.2007,17.6382,231.17125956740983,15.77,0.0,0.7661,7.6499999999999995,0.1785,0.0007912921658039946,1.4406
400,3230.1250333219655,12.3235,-5569.0,8.5615,-1.3326999999999996,230.5068,15.53,-0.7568999999999998,0.7076,13.06,0.04969448058489989,0.0004,1.1524
401,2930.42,12.5031,-5319.25,8.5135,1.1681999999999997,231.76838116886415,15.84,-0.14189999999999994,0.6764,7.04,0.0162,0.0007245335899872912,0.5412
402,3043.49,12.5896,-6385.75,8.4896,-1.3726999999999998,232.08058525006837,15.85,-0.5203999999999996,0.7909999999999999,7.419999999999999,0.0302,0.0007992400852510818,1.3462
403,2933.89,12.4998,-6406.25,8.6439,8.144499999999999,231.38784147192135,15.76,-0.4730999999999999,0.6645,12.0,0.148,0.0007719024788975116,1.1433
404,2885.72,12.4492,-5516.75,9.0622,4.999100000000002,232.01926599166342,15.914467202949027,-0.3265276418864453,0.7165441929115368,9.91,0.055127886137272035,0.0005411353384295639,0.454
405,3031.79,12.4786,-6401.25,9.4832,22.1027,231.9582115189581,15.790000000000001,0.23650000000000015,0.6755,9.65,0.0385,0.001696486817457151,2.1857
406,3018.81,12.5018,-5142.25,9.1757,25.273600000000002,231.3291806159733,15.87,0.7096,0.8387,12.53,0.0655,0.0017834418594764748,1.2893000000000001
407,3126.61,12.5422,-5115.25,8.8054,-2.541799999999999,235.2841,15.509999999999998,-1.277,0.6799,5.83,0.05821073878511773,0.0006,1.3868
408,3169.0,12.5263,-5594.75,8.8973,3.6254999999999997,234.312,15.7,0.0,0.7048,17.847436217406994,0.03166962022952061,0.0006,1.8458
409,3054.81,12.5049,-5588.0,8.287,-2.9208999999999987,232.1192,15.75,-3.4960000000000004,0.5013,3.01,0.0451,0.0006,0.9833
410,2970.86,12.5967,-5867.5,9.0447,-3.5727000000000007,230.4868,15.95,0.5203999999999996,0.6778,9.31,0.056911510764494466,9.999999999999998e-05,1.3541
411,2980.84,12.461992525903025,-5501.75,8.7495,9.049999999999999,231.6158689607706,15.81,0.0,0.7332,9.21,0.1343,0.0014461449910857657,0.8118
412,3089.31,12.4273,-5467.5,8.5266,6.343599999999998,231.7561684611741,15.84,0.4258000000000001,0.752,5.46,0.05877888763241137,0.0008862536781662765,0.6189
413,3029.16,12.4967,-5594.25,9.3851,27.6517749082342,231.7900085843662,15.75,0.0,0.771,5.06,0.1551,0.0009363795930746253,1.3617
414,3003.08,12.5065,-5305.5,9.7324,2.8745000000000007,231.8801443808296,15.81,0.7568999999999998,0.7025,14.43,0.0188,0.0010668091405533536,0.7446
415,3063.64,12.5861,-5511.5,10.053779064762416,0.9736000000000015,231.5667,15.6,-2.364,0.7865,8.06,0.055459136980472425,0.0018587623920710747,0.6305
416,3100.96,12.5382,-5418.25,8.2963,-3.182699999999999,233.4095,15.71,0.0,0.6567,6.329999999999999,0.056550575401563524,0.0004,1.5357
417,2887.33,12.46,-5461.744830877707,8.7879,5.8091,231.41301643842394,15.820000000000002,-0.0946000000000002,0.6955,6.5,0.030499999999999996,0.0018806883966733644,2.3928000000000003
418,3008.28,12.6257,-4764.0,8.3588,5.615499999999999,231.10255528751014,15.75,0.7096,0.8543,7.32,0.0155,0.0006116679658488208,1.1482
419,3024.48,12.2937,-5393.5,8.627,-3.5400000000000005,235.2595,15.790000000000001,0.0,0.7612,6.869999999999999,0.04940022854090921,0.00030000000000000003,1.6889
420,3012.56,12.5208,-5546.5,8.5251,3.9899999999999984,231.90605396481536,15.84,0.8042000000000002,0.789,5.68,0.0204,0.00032283455102144134,0.8588000000000001
421,2911.84,12.5833,-5455.25,8.8097,0.7700000000000008,229.5403,15.78,-2.553,0.8443,5.73,0.03999081542052551,0.0004,0.6902
422,2979.97,12.5743,-5605.0,9.0639,2.0672999999999986,231.6451,15.73,-3.072,0.8238000000000001,9.6,0.03516988523780384,0.0018587623920710747,0.5434
423,2991.47,12.5951,-5515.0,8.9979,-2.437300000000001,230.6319,15.86,-2.6,0.7696,5.45,0.053062626658207206,0.0008999999999999999,0.5378
424,2958.46,12.6278,-5672.0,8.897,3.152699999999998,231.51759364901292,15.930000000000001,-0.14189999999999994,0.7284,7.559999999999999,0.05295965587014745,0.0006722329355296312,1.3678999999999997
425,2996.9,12.5406,-5685.0,8.4896,-1.9890999999999999,232.25128382778126,15.59,0.2837999999999999,0.7879,8.07,0.04585725621897817,0.0007214203159676342,1.0263
426,2907.52,12.5302,-5353.0,10.053779064762416,0.9518000000000005,232.19653761693382,15.89,-0.14189999999999994,0.827,9.03,0.0174,0.0004607502985735541,1.7921
427,3230.1250333219655,12.2937,-5731.5,8.7441,-4.933600000000002,235.4864,15.64,0.0,0.6722,7.29,0.04911235286774328,0.0006,1.7352
428,2896.84,12.4002,-5545.25,8.7073,1.7073000000000007,231.395718257846,15.77,-0.3784000000000001,0.7447,8.01,0.05203249450074706,0.0008464899370736397,1.4776
429,2873.35,12.5235,-5440.5,8.7599,22.434499999999996,232.01018474231563,15.820000000000002,0.0,0.7608,8.88,0.0947,0.0015031972954769079,1.7578
430,2948.57,12.478,-5543.0,8.9833,-3.4991000000000008,231.82746368952365,15.89,-0.4258000000000001,0.7965000000000001,6.599999999999999,0.0216,0.0006596594783607364,0.9984000000000001
431,3078.17,12.6037,-5741.75,8.8105,-0.46820000000000006,229.4322,15.87,-2.647,0.8037,7.269999999999999,0.03539582342708296,0.0005,0.5358
432,3181.59,12.4694,-5333.0,8.8105,-5.709100000000001,230.3813,16.03,0.2837999999999999,0.7772,7.910000000000001,0.028848155871344965,0.00020000000000000004,1.5318
433,3047.78,12.4871,-4731.0,9.1585,8.3045,231.36655721976976,15.820000000000002,-0.4258000000000001,0.7692,7.089999999999999,0.0375,0.0011685199432931032,1.7925
434,3052.93,12.58,-5647.5,8.598,-6.045499999999998,230.8492,15.85,-1.797,0.8224,5.2,0.05106771557959329,0.0007999999999999998,0.6368
435,3063.69,12.4716,-5564.0,8.8424,-0.2627000000000001,232.15305178576787,15.87,-2.458,0.8454,4.09,0.03050323098924911,0.0011040191355868624,0.6321
436,2998.89,12.5757,-5525.25,8.7932,-3.7536000000000005,230.9564,15.85,-1.56,0.822,7.139999999999999,0.0,0.0011,1.1005
437,2948.09,12.5429,-5406.75,8.5571,-1.1836,232.22671794219198,15.77,0.04729999999999975,0.6423,6.17,0.014600000000000002,0.0006961167983499278,0.6766
438,3028.65,12.469,-4173.970024424177,8.8249,-10.1291,231.45209588877148,15.790000000000001,0.0946000000000002,0.7789999999999999,11.97,0.05830717964669807,0.0004898330250703366,2.1091
439,3014.42,12.7051,-5312.75,8.8215,-1.295500000000001,231.1461,15.88,-0.6149999999999999,0.7202,11.98,0.05063460799901494,0.00020000000000000004,0.9553
440,2999.01,12.4796,-5645.5,9.043,-12.1373,231.99463913259916,15.74,0.7568999999999998,0.83,5.1,0.06291953572853044,0.0005593123165066014,1.5056
441,2988.66,12.4869,-6345.0,9.2171,-8.608199999999998,232.1147096891947,15.820000000000002,-0.0946000000000002,0.6955,7.3999999999999995,0.049,0.00024137677506891328,1.6454
442,2925.34,12.4333,-6190.0,8.5855,-0.8045000000000003,232.05106723030642,15.960000000000003,0.04729999999999975,0.8162,5.91,0.0175,0.000756670134514784,2.741894702028713
443,2940.53,12.3351,-5648.25,8.9833,-1.5944999999999998,232.0542,15.75,-3.591,0.5882,11.01,0.05791072994841712,0.0006999999999999999,1.0037
444,2983.64,12.71961572063576,-5200.75,9.1526,-1.7381999999999986,236.5564,15.56,-1.088,0.592,12.09,0.051921795959056945,0.0005,1.6691
445,3072.2,12.5269,-5727.0,8.9605,3.068199999999999,231.9681,15.71,-0.5677000000000001,0.5887,7.5,0.050317027125125036,0.0005,1.1005
446,3008.5,12.5553,-6624.500000000001,8.7199,-2.7885199120164805,231.71412870253246,15.95,-0.6623,0.7101,8.057490532233956,0.0154,0.0009047119468289128,1.6595
447,3017.1,12.4222,-5626.25,8.6074,-2.6635999999999997,231.94169204323575,15.89,0.0946000000000002,0.8884,6.0,0.05214090282164373,0.0009543629621940383,1.9298
448,2918.9,12.5088,-6546.500000000001,9.094,24.3509,232.09043002684038,15.88,0.8042000000000002,0.8376,7.97,0.1739,0.0010834988039531614,1.7021
449,2982.1,12.4676,-5573.75,8.2395,22.4673,234.2427,15.75,-3.4960000000000004,0.5638,3.65,0.025,0.0006999999999999999,2.1645
450,3021.26,12.4222,-6033.25,9.1502,-2.4636000000000005,232.31895235992556,15.89,0.0946000000000002,0.8884,5.09,0.05762216659568361,0.0009457958518706983,1.7789000000000001
451,2959.51,12.5582,-5626.0,9.004,-3.1427000000000014,235.8434,15.54,0.0,0.6159,6.22,0.026968677251178103,0.00030000000000000003,0.9172
452,2891.17,12.4922,-5602.25,9.754,0.9409000000000014,232.17417858222998,15.95,-0.0946000000000002,0.7908,7.47,0.0165,0.0005681829771379837,0.7935
453,3062.36,12.4647,-5834.75,8.2914,-0.18909999999999996,230.0881,16.02,-0.7568999999999998,0.7403,3.5,0.04336456263244959,0.00020000000000000004,1.5394
454,3004.57,12.3543,-6347.75,9.1287,-1.1763999999999997,231.746007183511,15.83,-2.93,0.8145,4.35,0.04205123043207063,0.0006512252761199568,2.0675
455,2965.28,12.4876,-6660.249999999999,8.7696,4.0554999999999986,231.63171879100145,15.820000000000002,0.7568999999999998,0.8057,6.609999999999999,0.03938015921503879,0.0010313954064740585,0.9863000000000001
456,3074.63,12.3376,-5440.25,8.8945,-7.9627,231.8371148618899,15.76,0.048200000000000257,0.6955,5.68,0.05786066578775119,0.00042925391676364166,0.8142
457,3020.29,12.4845,-5314.5,9.3181,-1.9382000000000004,231.88685357878754,15.73,-2.694,0.8376,6.829999999999999,0.0185,0.0006758850258823857,1.2877999999999998
458,3062.47,12.5331,-5261.75,8.6149,-2.130899999999999,231.2906,15.77,-3.732,0.5524,9.44,0.0197,0.0005,0.8824
459,3026.32,12.4784,-5748.5,8.8132,16.649099999999997,231.18880493439332,15.820000000000002,0.7568999999999998,0.8057,17.847436217406994,0.033185691545878276,0.0015310454487325771,1.1737
460,3120.81,12.5031,-6350.25,8.659,1.3663999999999992,232.0441555695474,15.95,-0.6623,0.7101,9.39,0.0217,0.0009143926149312205,0.4568
461,3042.85,12.4561,-5867.0,8.2395,1.1135999999999986,231.817,15.72,-1.1349999999999998,0.6879,8.31,0.0185,0.0007999999999999998,0.7458
462,2955.33,12.452,-6475.499999999999,8.1605,2.3091,235.6382,15.71,0.0,0.6567,7.419999999999999,0.05483743468629485,0.0011999999999999997,0.9222
463,3031.39,12.4322,-6886.25,9.219,9.6564,231.6017257467519,15.72,0.7096,0.806,11.81,0.0701,0.0013021816293318379,2.3584
464,2937.77,12.5847,-5341.5,9.1141,0.553599999999999,229.672,15.930000000000001,-0.14189999999999994,0.7284,4.57,0.0206,0.0004,1.5174
465,3033.51,12.276893646641154,-5506.5,8.7326,-4.658200000000001,235.9871,15.88,-0.6149999999999999,0.7202,6.93,0.03888423530304572,0.0005,1.6627999999999998
466,2978.67,12.5218,-5733.0,8.7283,-0.34549999999999986,231.91804993982242,15.92,0.23650000000000015,0.7287,17.847436217406994,0.0211,0.000697524697152339,0.5152
467,3043.17,12.4469,-5175.5,8.6527,11.696399999999999,232.0695355293722,15.84,-0.5677000000000001,0.7025,11.09,0.0225,0.0019858465132909873,1.4633
468,2910.77,12.6012,-5149.0,8.2061,-1.7818000000000005,231.2544,15.820000000000002,1.6550000000000002,0.8137,6.02,0.05152866509377905,0.00030000000000000003,0.9923
469,2962.79,12.481,-5472.75,9.2047,0.16639999999999933,231.8076195831934,15.91,-0.5203999999999996,0.7586,12.37,0.014799999999999999,0.0005695932476360682,1.174
470,2881.1,12.276893646641154,-5487.0,8.2061,-3.9927000000000006,233.1021,15.78,-0.8042000000000002,0.7348,3.79,0.033070912393626896,0.0005,1.8398
471,2981.04,12.4363,-6370.000000000001,8.9607,-0.2799999999999998,234.3072,15.72,0.3784000000000001,0.8741000000000001,12.57,0.0558600192919767,0.00030000000000000003,1.5461
472,3046.97,12.502,-5248.25,8.8519,-2.117300000000001,231.6735374417986,15.619999999999997,0.14189999999999994,0.7697,9.3,0.029900000000000003,0.0008140564345764552,0.5554
473,3060.16,12.3858,-6496.75,8.9607,-3.8691000000000004,235.29,15.78,-0.8042000000000002,0.7348,7.449999999999999,0.05655295914950846,0.0005,1.5425
