,feature_66,feature_427,feature_442,feature_3
612,22.7338,0.9691,0.6641,2181.1555
613,28.3474,0.8104,0.6641,2192.5556
614,44.783769805205026,1.8646,0.7747,2244.1111
615,21.5576,2.4909,0.5066,2205.2555
616,35.7993,1.2441,0.8532,2206.7999
617,26.2719,2.741894702029184,0.815,2208.9778
618,29.0235,0.9998,0.8184,2217.4111
619,17.1276,0.7518,1.0338,2180.7
620,33.8496,1.5756,0.8007,2220.4444
621,24.8005,1.0833,0.7015,2224.6222
622,24.1109,0.6707,0.7719,2213.2111
623,29.1406,1.0045,0.5779,2194.9556
624,17.5921,1.3788,0.8435,2231.4889
625,16.9061,1.8942,1.2771,2195.1222
626,27.5479,1.1287,0.8163,2226.3111
627,29.8969,0.7478,1.0803,2202.7111
628,32.8478,1.5639,1.0407,2242.2444
629,24.6661,1.3132,0.8571,2173.2778
630,23.6096,1.0146,0.8595,2182.6222
631,26.1512,1.6072,0.8807,2196.0889
632,25.9589,1.7343,0.6335,2171.8556
633,25.7407,1.8646,0.4685,2202.5556
634,26.4206,1.2824,0.5317,2190.7666
635,17.0797,1.2446,0.8446,2183.4556
636,28.121,1.4479,0.7593,2184.8889
637,24.5978,0.5786,0.587,2187.4111
638,29.4636,1.2286,0.4254,2203.1667
639,27.4876,0.8443,0.7954,2223.9
640,26.3835,1.2587,1.0186,2276.4556
641,36.5432,0.6901,0.6268,2209.4667
642,23.1901,1.272,0.4129,2191.8445
643,32.4142,2.3757,1.0047,2177.3222
644,36.6135,2.0235,0.8222,2179.0778
645,33.9056,1.6959,0.7642,2187.6667
646,24.9563,2.741894702029184,1.1638,2167.9444
647,9.011966403999327,0.4843,0.9444,2200.2333
648,25.2503,1.694,0.7681,2189.5777
649,25.8222,0.5011,0.8345,2243.7778
650,29.185,0.6689,1.0323,2218.5778
651,25.0963,0.9105,0.6066,2194.5889
652,31.6501,1.1152,0.8595,2211.6
653,23.6254,1.033,1.0216,2187.8111
654,19.064,1.2166,0.565,2203.1667
655,28.777,1.6289,0.4722,2204.6667
656,15.0708,1.4003,0.8446,2265.1889
657,22.7427,0.7664,0.8752,2201.8222
658,44.783769805205026,1.2968,0.4749,2192.1889
659,28.0999,0.5651,0.9143,2231.6111
660,30.2922,2.1936,1.1086,2183.4556
661,29.453,0.5452,0.7337,2153.9778
662,22.9589,0.8849,0.9588,2233.1556
663,42.2686,0.507,0.8384,2192.6889
664,22.23,1.1377,0.745,2221.3667
665,23.5906,1.0448,0.8007,2242.2444
666,29.6501,1.0646,0.6927,2258.2778
667,24.1854,1.1405,0.768,2207.8111
668,23.1949,1.2783,0.8716,2215.3889
669,22.5384,1.9299,0.9251,2197.6778
670,15.3094,1.6483,0.9753,2248.9
671,17.1419,0.6092,0.9812,2180.5556
672,19.6579,0.9899,0.5377,2173.6444
673,25.2303,1.7408,0.6987,2233.1556
674,25.4763,0.8475,0.6927,2201.8666
675,29.871,2.0216,0.9109,2202.4333
676,30.7097,0.5184,0.9072,2227.2444
677,26.247,1.7231,0.8716,2189.8111
678,28.7982,0.4254,1.0393,2242.8555
679,27.2628,0.7156,0.7719,2211.4334
680,30.9212,0.571,0.8427,2181.0444
681,28.9871,1.0703,0.6335,2200.0666
682,26.1735,1.4174,0.9725,2227.2444
683,21.3926,0.4864,0.8235,2197.6444
684,31.0753,0.8944,0.9072,2168.7333
685,31.3031,0.8722,0.7032,2171.5
686,16.1776,0.4302,1.062,2233.7666
687,14.606,1.2249,0.8571,2253.3444
688,33.3616,1.5465,0.573,2255.5222
689,26.3387,0.6476,0.8229,2200.2
690,21.8416,2.2819,0.7139,2195.6667
691,26.4617,0.9152,0.9143,2249.2556
692,28.0488,0.451,0.9109,2214.0556
693,37.4506,0.9416,0.7584,2246.4889
694,24.0609,1.6572,0.7392,2200.2111
695,26.0373,1.2411,1.026,2191.3556
696,25.7529,1.3811,0.7852,2215.8111
697,26.5409,0.9138,1.0135,2178.6889
698,31.4736,1.2261,0.757,2223.5333
699,25.2418,1.4465,0.5329,2205.5
700,28.6132,0.853,0.7558,2171.5
701,29.8709,1.0448,0.7053,2189.9667
702,23.9411,0.8713,1.0631,2215.5111
703,25.1003,0.427,1.0541,2191.1333
704,29.8753,0.5207,0.7724,2231.9555
705,22.1373,1.9653,0.9059,2183.5777
706,24.7459,0.8462,0.6335,2229.3333
707,27.3317,1.4497,0.7674,2217.0
708,44.783769805205026,1.2177,1.0459,2222.3222
709,27.2848,0.9256,0.8041,2218.0555
710,28.2487,0.9117,1.0189,2172.4
711,17.7128,1.0873,0.8469,2187.3444
712,21.7888,1.2189,1.1638,2141.0667
713,24.5276,0.5596,0.7664,2228.9445
714,26.3457,1.9412,0.9683,2196.8
715,30.6968,1.8981,0.4722,2182.5555
716,26.6224,1.0795,0.8705,2198.2667
717,17.8138,1.2409,0.9075,2241.1778
718,40.4031,1.4428,0.6163,2226.5444
719,21.5935,1.9286,0.9794,2244.1111
720,29.5367,1.7275,0.8693,2187.7333
721,20.2216,0.8934,0.746,2210.3556
722,24.3127,0.7916,1.0338,2180.0556
723,27.2606,1.7824,0.8297,2195.9778
724,24.8064,0.6138,0.6605,2175.1222
725,21.7197,1.4921,0.9048,2214.7889
726,17.8882,0.608,0.4817,2215.0222
727,30.5699,1.1231,0.6373,2206.1444
728,19.8754,1.5908,0.9361,2201.8222
729,29.5773,0.7839,1.1086,2202.7111
730,29.6268,0.9888,0.4184,2222.3222
731,40.0125,2.0087,1.1815,2230.0333
732,39.7935,1.0869,1.0551,2221.9444
733,31.0771,0.9706,1.1255,2217.8667
734,14.1161,1.7093,0.9725,2201.676662166208
735,31.3539,1.1157,0.4996,2191.6667
736,22.9765,2.4264,1.062,2201.5889
737,28.1353,0.4526,0.8659,2194.9555
738,25.8855,0.4961,0.3963,2233.1556
739,30.6359,1.4533,0.5669,2206.4
740,22.698,0.8611,0.5799,2242.4333
741,16.9701,0.3632,1.0697,2285.905176053787
742,39.6517,1.7361,0.7574,2224.4778
743,21.0896,1.7296,1.0147,2197.6444
744,22.1809,1.8384,1.062,2170.5444
745,18.7066,0.9103,0.713,2220.0445
746,23.9037,1.0226,0.5066,2209.1
747,28.3055,1.2477,0.6259,2211.4
748,33.6765,1.4739,0.573,2198.8556
749,25.1014,0.5151,1.0359,2216.5
750,24.218,1.3416,0.7534,2167.0889
751,27.2003,1.5019,0.6257,2188.7222
752,26.0981,1.0044,0.8638,2175.9667
753,23.8576,1.1798,0.9143,2178.4667
754,31.6736,0.6107,0.8469,2192.1889
755,27.1504,0.3697,1.0147,2191.1111
756,27.8596,0.7818,0.6242,2191.8445
757,24.7969,1.1493,0.6787,2187.3444
758,30.1789,0.5818,0.6259,2182.5555
759,29.1744,0.5546,0.7447,2190.7666
760,24.4,0.7867,0.6641,2221.9778
761,24.6599,1.0019,0.7153,2141.0667
762,16.2643,1.1213,1.0959,2197.8445
763,27.6834,0.5832,0.9059,2197.2333
764,35.4672,1.7907,0.714,2200.697543079827
765,31.7389,1.0353,0.7053,2189.9667
766,23.9783,0.5327,0.9329,2177.4333
767,29.572,1.1769,0.8387,2202.3556
768,28.5052,1.1026,0.9163,2231.6111
769,32.4414,2.741894702029184,1.1525,2196.8
770,26.565,0.928,0.9826,2171.3222
771,21.8375,0.6964,0.8735,2181.1555
772,21.9494,0.5683,0.9812,2170.0666
773,27.8925,1.3328,0.4685,2204.5445
774,31.9128,1.4638,0.9965,2207.3889
775,29.9815,0.376,1.0407,2206.5112
776,22.6667,1.9672,0.9735,2201.0667
777,22.1827,2.073,0.7928,2244.1111
778,22.0115,1.5213,0.5329,2217.0
779,39.091,0.5578,0.764,2234.6111
780,24.5151,1.0584,0.6066,2211.4334
781,20.9109,1.3329,0.9729,2233.1556
782,28.1237,0.9661,0.6066,2250.7445
783,27.1912,0.7033,0.9916,2162.7556
784,28.7462,0.6693,0.6796,2162.1333
785,23.3521,1.1999,0.6163,2197.2001
786,33.7563,1.2322,0.7643,2230.7555
787,24.4754,0.4344,0.604,2124.8444
788,16.6703,1.6729,0.7408,2244.1111
789,37.2145,2.2383,0.9836,2190.4889
790,23.9934,2.0182,0.8556,2186.9889
791,21.9064,1.158,0.8133,2219.3445
792,29.6873,0.9602,0.6254,2192.7889
793,33.4282,1.1947,0.5765,2184.7222
794,25.0247,2.1312,1.062,2211.3889
795,28.709,1.1634,0.9091,2169.8334
796,33.016,1.5415,0.7392,2200.2111
797,19.7445,1.0579,0.7511,2189.3556
798,19.4166,0.6101,0.684,2200.9556
799,25.9831,0.9338,0.8787,2174.7555
800,36.9278,1.9899,1.1815,2185.9333
801,25.5696,1.3153,0.4817,2162.1333
802,24.4002,1.5328,0.684,2200.2
803,22.2081,1.2782,0.5478,2218.9445
804,25.9046,0.8379,0.8076,2226.4667
805,25.1884,0.6141,0.832,2210.9778
806,33.0295,0.5747,0.656,2178.5889
807,32.9674,1.1593,0.8089,2206.7999
808,16.218,2.741894702029184,0.4221,2209.9222
809,23.5939,1.3863,0.7584,2212.6334
810,29.4088,1.5687,0.466,2215.5111
811,23.7232,1.0274,1.0135,2217.3777
812,24.1852,0.6021,0.78,2242.8555
813,34.6714,1.6938,0.9715,2215.3889
814,30.5174,0.6513,0.8532,2173.2778
815,30.4154,1.4902,0.7898,2223.8
816,31.5354,2.649,0.5593,2214.7111
817,20.3804,0.5617,0.8571,2221.3667
818,24.0994,0.7087,0.9729,2163.5889
819,27.041,1.4171,0.9193,2231.4889
820,28.1049,0.8352,0.7677,2169.9444
821,23.4616,0.7117,0.74,2158.7
822,20.2052,1.4986,0.5279,2169.4667
823,30.4948,1.2635,0.8595,2206.1444
824,34.3528,0.6164,0.5677,2213.7556
825,28.6955,1.1005,0.8007,2202.7111
826,22.4489,1.7554,1.1404,2198.609707513156
827,27.6111,0.6592,0.6857,2165.0333
828,23.8805,2.2218,0.7121,2238.5444
829,29.9623,0.4345,0.8163,2172.3111
830,29.4042,0.6509,0.7506,2172.8111
831,24.0135,0.5295,1.0404,2249.2556
832,20.6354,1.0894,0.7534,2212.3
833,30.6311,1.2487,0.745,2209.9555
834,29.0827,1.3807,0.8076,2173.4889
835,22.4415,1.4611,0.8041,2218.0555
836,25.9834,0.6311,0.6259,2223.5333
837,19.4876,1.458,0.8446,2265.1889
838,25.2876,1.2277,0.5765,2263.3222
839,25.0576,1.375,0.9873,2207.0444
840,24.6272,2.4973,0.7059,2194.6444
841,19.3468,2.2649,0.9251,2180.9666
842,44.783769805205026,0.5459,0.7681,2172.9667
843,20.9566,1.7536,0.7574,2217.3777
844,29.0043,1.1457,0.6815,2168.7
845,40.4755,2.3008,0.7808,2184.8778
846,28.1907,1.5398,0.7162,2177.3222
847,34.2167,1.1707,0.573,2172.8111
848,18.3685,1.0841,0.7384,2233.3667
849,26.1779,0.9143,0.9332,2249.2556
850,16.9553,1.1304,0.8638,2225.0222
851,29.827,1.1935,1.0338,2167.2
852,23.4114,1.12,0.7121,2205.2222
853,25.0919,0.7895,0.9715,2159.0556
854,27.2235,0.5129,1.0404,2219.7667
855,24.9871,0.5589,0.587,2189.3556
856,23.6578,0.4674,0.7663,2164.2667
857,31.52,0.6646,0.7258,2168.7
858,24.5446,2.741894702029184,0.8089,2189.6778
859,24.4248,0.9424,0.4221,2227.2444
860,36.5743,0.9487,0.9383,2179.2
861,26.0093,1.6577,1.1255,2229.3333
862,26.7765,0.958,0.8145,2151.6889
863,26.1124,0.5415,1.0478,2136.4111
864,44.783769805205026,1.843,0.8926,2184.8778
865,24.5136,0.4541,0.9588,2124.8444
866,22.7626,1.256,0.8161,2197.5222
867,23.5333,1.2828,1.0404,2190.7666
868,20.4622,0.6899,0.9143,2185.1
869,19.5942,0.5734,0.7664,2240.8666
870,27.5514,0.5609,0.6179,2187.6667
871,23.7545,0.7595,0.8231,2124.8444
872,31.3745,1.3182,0.6385,2236.1111
873,29.1587,1.8773,0.8231,2205.7222
874,29.9794,0.924,0.7584,2212.8445
875,16.5512,1.3858,0.8435,2234.5222
876,26.3681,0.5657,0.8638,2136.4111
877,20.3988,1.7694,1.0323,2201.5777
878,23.4987,1.2219,1.0216,2187.8111
879,28.057,1.9185,1.0189,2236.0667
880,20.636,0.7519,0.3973,2183.0556
881,26.5653,1.2467,0.8336,2213.5111
882,36.222,1.081,0.6163,2209.1
883,23.9156,0.8154,0.647,2191.2111
884,31.4614,2.3585,0.9683,2185.8111
885,26.6104,1.7504,0.6257,2190.1555
886,20.8865,2.0529,0.7664,2228.9445
887,32.0705,1.668,1.0644,2225.1777
888,30.1427,1.2867,0.9368,2221.5778
889,22.8296,1.8404,0.5677,2197.2333
890,27.9956,1.2987,0.8229,2256.6
891,17.7568,1.3212,0.8735,2222.3222
892,32.9711,1.1722,0.5742,2202.4556
893,24.6959,1.9612,0.481,2207.9555
894,22.6227,0.6467,1.2771,2222.6778
895,26.1586,1.416,0.9251,2207.0444
896,24.7587,1.1737,0.6066,2210.9778
897,21.4764,0.6601,0.8235,2211.3889
898,20.4859,1.871,1.2672,2251.8222
899,28.3815,0.7954,0.8263,2169.9444
900,23.4619,1.477,1.0765,2204.2889
901,40.3963,0.666,1.0323,2197.2667
902,32.1743,1.3407,0.8532,2172.8111
903,29.8097,1.934,0.8345,2198.7222
904,33.4962,2.3983,1.1869,2201.8222
905,25.7896,1.7427,0.604,2184.8889
906,27.717,0.5211,0.9359,2204.1555
907,21.9517,0.8868,0.7159,2180.5556
908,36.5543,0.7779,0.4996,2220.5445
909,25.252,1.3864,0.604,2171.3222
910,17.925,0.6001,0.7852,2206.4
911,33.2787,1.9192,0.5779,2184.7222
912,21.1546,1.6462,0.5279,2172.9778
913,26.6434,0.9274,0.7832,2192.7889
914,27.0626,0.5398,0.6927,2249.2556
915,29.7881,0.968,0.6179,2231.9555
916,25.8665,1.3115,0.832,2201.0667
917,20.0429,0.4796,0.8133,2189.8778
918,32.237,2.1957,0.7747,2201.5777
919,21.3459,1.5155,1.0959,2178.1444
920,27.7028,0.499,0.811,2198.7222
921,29.1572,1.0049,0.7032,2203.4445
922,19.4363,1.146,0.9274,2195.4444
923,30.0404,2.19,0.8345,2244.1111
924,18.5633,1.7835,0.596,2273.7556
925,25.2665,1.1393,1.0644,2220.7111
926,36.6103,1.3234,1.0459,2166.5222
927,33.0104,0.8079,0.4254,2206.4
928,21.1961,2.1538,0.8146,2150.5889
929,16.5255,0.655,0.7655,2210.7778
930,27.456,0.7481,0.5888,2171.8556
931,26.3724,0.5678,0.4722,2217.4111
932,23.0469,1.143,0.8133,2189.8778
933,31.3079,1.3588,0.4749,2164.2667
934,23.1487,1.7385,0.9396,2214.9333
935,21.4005,0.6503,1.0199,2260.7333
936,23.9262,1.9224,0.9193,2173.6444
937,25.1262,2.0403,1.0918,2180.7
938,28.6008,1.0939,0.5669,2206.4
939,23.7265,0.9148,0.5066,2231.0555
940,21.0153,0.7498,0.4382,2224.6778
941,24.4144,0.6283,0.6815,2188.5111
942,21.5763,1.6653,0.7162,2195.5333
943,24.2157,0.9649,0.7642,2201.3556
944,30.3514,1.1721,1.0135,2163.5778
945,20.6329,2.3045,0.8556,2195.5333
946,34.0617,0.498,0.9163,2197.3222
947,29.6803,0.5795,0.7258,2233.6334
948,23.5176,2.5328,0.8263,2210.8556
949,21.7279,1.3136,0.565,2211.4
950,23.9437,0.6009,0.8427,2190.1555
951,31.5295,0.4704,0.8387,2147.1111
952,22.4441,1.2535,0.8304,2170.0666
953,21.2791,1.3959,0.7162,2246.4889
954,32.7516,0.6557,0.8159,2162.8445
955,29.9044,1.4141,0.5669,2212.3
956,30.7746,0.9351,0.8934,2266.8333
957,29.1767,0.9894,0.815,2213.9111
958,20.7358,1.6721,0.9251,2187.4444
959,38.0327,1.5905,0.7898,2191.6667
960,21.5151,0.7009,0.811,2208.4444
961,14.5322,0.9007,0.4389,2204.2889
962,21.2935,1.8965,0.8161,2204.5445
963,28.2871,1.0534,0.9163,2168.7333
964,26.0554,0.6165,0.5799,2205.7222
965,22.3321,0.6136,0.8384,2218.0555
966,23.7805,0.5854,0.7193,2231.0555
967,35.0053,0.5621,0.6605,2246.0666
968,34.0436,2.2697,0.9413,2238.5444
969,21.6323,1.1324080983278852,0.7584,2212.6334
970,18.1451,1.3733,0.869,2172.1223
971,27.4383,0.6944,0.8263,2226.4667
972,19.1247,1.2645,0.9066,2179.7333
973,23.5831,0.5823,0.4685,2254.7111
974,18.5996,0.6245,0.9725,2127.9555
975,15.6295,1.3839,0.4389,2177.0222
976,23.4736,1.5441,1.1054,2199.0333
977,21.1934,0.6449,0.5066,2206.4
978,23.4847,1.8212,0.8007,2197.8667
979,38.1045,1.7585,0.9794,2171.8111
980,34.0855,1.3003,0.8227,2270.2556
981,44.783769805205026,1.0494,0.647,2215.8111
982,35.1195,1.9967,0.8041,2217.3777
983,29.3734,0.738,0.4685,2170.7444
984,26.3291,0.9714,0.6066,2250.7445
985,33.3483,0.9766,1.0918,2191.5
986,31.0334,1.0913,0.6254,2204.2889
987,20.8271,1.525,1.1086,2174.8666
988,35.8454,0.781,0.7663,2180.7
989,19.162,1.4441,0.7747,2205.2222
990,31.4433,0.6264,1.1213,2213.5111
991,23.4628,0.6244,1.0199,2256.6
992,38.5498,2.0226,0.8384,2204.9223
993,34.5138,1.7213,1.0891,2172.3666
994,33.4591,2.0904,1.1638,2194.2889
995,23.7345,0.5356,1.0186,2222.0111
996,23.39899811309996,1.3015,0.5836,2216.7333
997,34.9236,0.8285,0.5888,2171.8556
998,27.9032,1.6864,0.7558,2214.2889
999,32.3627,0.5582,0.5888,2208.2334
1000,25.3399,0.7741,0.7663,2197.2333
1001,31.317,1.4108,0.5329,2200.2111
1002,17.8135,2.1254,0.596,2196.6889
1003,24.6239,0.6124,0.8217,2223.2778
1004,22.0459,1.6051,0.3512,2210.7333
1005,32.4053,0.4547,0.9072,2206.5777
1006,33.8834,0.4397,1.1623,2153.9778
1007,31.1484,0.6073,0.604,2216.4778
1008,25.076,1.5762,0.7316,2146.1111
1009,23.5717,1.1654,0.8198,2175.2556
1010,27.5268,1.84,0.57,2171.3222
1011,29.9713,1.8239,0.7053,2213.2111
1012,21.199,1.2699,0.6302,2197.3111
1013,31.4125,1.659,1.0644,2199.3334
1014,9.011966403999327,1.4331,0.7849,2182.6222
1015,22.5685,0.9108,0.604,2165.8666
1016,27.3648,2.2588,0.8735,2213.7667
1017,29.3803,0.6906,0.8883,2233.1556
1018,24.9604,0.7204,0.9735,2167.2
1019,27.0072,0.5851,0.7506,2185.1
1020,17.8522,1.8677,0.596,2243.7778
1021,31.0876,0.8337,0.5858,2207.9555
1022,25.6798,1.4986,0.9186,2221.5667
1023,28.9358,0.6556,1.0186,2179.1111
1024,26.7568,0.7438,1.0199,2147.1111
1025,23.0596,0.8567,0.8231,2199.6334
1026,25.0179,1.3827,0.6987,2208.2334
1027,24.9344,1.0606,0.6805,2197.5222
1028,31.7791,1.9672,0.7747,2185.8111
1029,32.1132,1.2538,1.1623,2254.7111
1030,25.7279,0.9145,0.7558,2114.9905673821168
1031,23.9811,1.1355,0.4685,2153.9778
1032,18.891,0.7698,0.6257,2204.2333
1033,37.1656,1.2526,0.7574,2177.1667
1034,31.2285,1.2386,0.5765,2114.9905673821168
1035,25.518,1.2046,0.9873,2208.2667
1036,22.3699,0.5344,0.9639,2213.7556
1037,21.6739,0.9634,1.1248,2164.3
1038,38.8044,0.9988,0.662,2246.4889
1039,24.25,0.8584,0.7593,2167.9444
1040,25.0342,0.7148,0.9059,2201.5777
1041,22.5295,1.3515,0.9726,2197.5222
1042,24.1484,0.4001,0.7681,2167.2
1043,13.7855,1.4371,0.7316,2163.5889
1044,19.5172,0.5785,1.0199,2231.0555
1045,31.2819,1.4069,0.6373,2165.5333
1046,24.5728,0.8468,0.3963,2233.1556
1047,23.8531,0.8476,0.687,2197.2333
1048,24.3304,1.3535,0.9238,2194.5889
1049,31.3699,1.7301,0.6787,2150.0556
1050,28.7252,1.2604,0.5858,2209.8
1051,32.5683,0.6222,0.5329,2192.1889
1052,25.2206,2.242,0.8343,2218.5778
1053,28.8298,0.5656,0.8297,2191.3556
1054,29.5218,0.8541,0.565,2209.1
1055,26.9312,1.0682,0.7593,2242.8555
1056,30.5276,0.818,0.8758,2223.5333
1057,23.7857,1.1093,0.7990374221235845,2235.0556
1058,27.0214,1.6538,0.5836,2171.8222
1059,27.4474,1.1415,1.0644,2232.5889
1060,25.5062,0.9824,1.0631,2224.6778
1061,21.7509,0.7401,0.4744,2223.0444
1062,18.6261,1.129,1.0959,2202.7111
1063,24.2367,0.6141,0.9735,2205.7222
1064,26.2118,0.6087,0.7139,2175.3445
1065,27.0205,1.7945,0.7524,2214.7111
1066,16.8014,1.3395,1.0959,2248.4222
1067,28.0697,0.5225,0.9072,2169.8334
1068,29.4663,1.0598,0.7719,2168.7333
1069,30.2138,0.5285,1.0359,2240.8666
1070,21.725,1.2414,0.5284,2169.1111
1071,21.5957,2.0111,0.6641,2178.1444
1072,27.1259,1.1263,0.6987,2126.6555
1073,20.2521,1.2645,0.6641,2171.9
1074,22.3967,1.0654,0.7558,2212.8667
1075,25.0267,1.6568,1.0359,2194.3778
1076,24.0673,0.687,0.9276,2173.4889
1077,29.2941,1.5741,0.6605,2195.9778
1078,44.783769805205026,1.1383,0.9075,2236.1111
1079,21.9235,1.307,1.0891,2220.7111
1080,22.4191,1.9681,0.8638,2204.2333
1081,23.8671,1.4002,0.9873,2180.8333
1082,28.539,1.7232,0.57,2167.9444
1083,28.9468,1.1099,0.9836,2220.5445
1084,20.874,0.8943,1.0407,2191.6667
1085,23.5298,0.6856,0.8787,2130.0556
1086,24.3568,2.741894702029184,0.7663,2213.9333
1087,24.1247,1.4949,0.9725,2233.7666
1088,29.8481,0.4986,0.5888,2151.2
1089,28.6167,0.5396,0.6242,2195.3
1090,29.9163,0.6878,0.9136,2269.2556
1091,31.4849,0.9147,0.9332,2188.7222
1092,20.1964,1.8719,1.0918,2159.0556
1093,28.349,2.3927,0.7193,2217.5778
1094,32.8848,1.6027,0.4996,2221.8445
1095,44.783769805205026,1.5684,0.7507,2184.8778
1096,25.3075,1.7746,0.7642,2172.5333
1097,32.5465,1.2689,0.7954,2276.4556
1098,38.574,1.0673,0.7532,2207.1
1099,42.1115,2.5063,0.7898,2246.4889
1100,19.9461,0.5787,0.8532,2228.4778
1101,27.729,0.5172,0.7681,2235.0556
1102,24.9395,1.1992,1.0459,2191.6667
1103,28.9236,1.2252,1.1525,2213.7556
1104,27.4813,0.9833,1.0765,2186.9
1105,28.4165,1.1899,0.74,2260.2222
1106,19.545,0.883,0.6257,2181.0444
1107,27.2417,1.4523,0.6259,2172.8111
1108,33.006,1.729,1.0143,2172.3111
1109,25.1431,0.8479,0.8263,2210.8556
1110,22.4925,1.2764,0.8047,2187.6667
1111,26.2175,0.8597,0.7159,2211.4334
1112,22.6844,2.741894702029184,0.8721,2220.4778
1113,33.171,1.0355,0.5765,2185.2111
1114,30.4731,0.9797,0.6254,2155.8556
1115,26.2905,1.5615,1.0323,2205.2889
1116,28.9557,1.4678,0.8159,2216.5111
1117,30.6344,0.621,0.8336,2223.9
1118,23.9232,1.1351,0.4782,2217.0
1119,27.9067,0.9599,0.6161,2200.2
1120,26.5755,0.737,1.1638,2230.7555
1121,35.4979,0.9687,0.8934,2222.0111
1122,27.8836,1.2611,0.6857,2175.1222
1123,24.7756,0.8834,0.8595,2206.1444
1124,20.187,1.7338,0.9361,2214.9333
1125,32.4481,0.4739,0.815,2206.1444
1126,29.8238,1.6621,0.8387,2146.7778
1127,27.1064,1.3244,0.932,2209.8
1128,22.3245,0.6774,0.9359,2231.6111
1129,25.4548,1.7897,1.1248,2202.2889
1130,35.0597,1.6698,1.0803,2205.2889
1131,35.9269,1.9028,0.8384,2231.9556
1132,19.0935,0.4635,0.8345,2204.2667
1133,23.9068,0.4517,1.1638,2180.7
1134,19.7605,1.4541,0.4221,2183.4556
1135,29.627,1.0896,0.7053,2189.9667
1136,35.1566,1.4398,0.8469,2223.5333
1137,21.9399,1.2056,0.57,2221.5333
1138,23.2014,1.0352,0.9873,2178.6889
1139,14.9671,1.5714,0.9251,2185.9333
1140,30.0506,1.2665,0.5317,2192.7889
1141,31.3063,1.4992,0.6901,2221.9444
1142,25.3772,0.9545,0.8231,2217.8111
1143,34.0215,1.4726,0.932,2209.1
1144,18.9827,1.331,0.7613,2171.9
1145,24.2607,2.741894702029184,0.8987,2184.4333
1146,29.3585,1.574,0.8229,2147.1111
1147,39.2802,1.2508,0.4996,2191.6667
1148,29.6804,0.881,0.8469,2191.3556
1149,30.0456,0.993,0.9048,2247.3666
1150,24.9991,1.3943,0.7139,2202.1222
1151,28.0456,0.6263,0.5836,2160.6
1152,30.1688,1.2404,0.466,2211.4334
1153,29.1971,0.6944,0.9079,2233.1556
1154,14.0352,0.5844,0.7093,2204.5445
1155,29.2308,0.5352,0.7516,2176.8
1156,39.5532,1.3012,0.9393,2191.6667
1157,36.8645,1.3085,0.7574,2219.8222
1158,33.4431,1.4308,1.0199,2254.8667
1159,25.1118,1.5998,0.9329,2168.5111
1160,40.4495,0.5029,0.7015,2232.5889
1161,15.8496,2.5527,0.9413,2218.5778
1162,26.7301,0.5357,0.9255,2177.3222
1163,24.2792,1.4292,0.8595,2231.6111
1164,26.3692,0.6625,0.7593,2165.8666
1165,26.8975,1.7329,0.5593,2205.2889
1166,34.1662,0.6934,1.0765,2218.7778
1167,25.9181,1.332,1.2471,2213.9333
1168,23.9246,1.3008,0.6815,2281.5667
1169,21.7509,1.4517,1.0199,2169.9444
1170,31.2129,1.2288,0.6605,2175.2556
1171,21.7987,1.2295,0.6644,2183.0556
1172,26.0194,0.5882,0.8161,2155.3111
1173,28.7966,0.8581,0.7681,2171.8556
1174,30.0519,1.0636,0.932,2202.4556
1175,22.0985,2.0404,0.7663,2218.7333
1176,29.1042,1.4735,0.5377,2207.0444
1177,18.2293,1.3276,0.8834,2114.9905673821168
1178,23.6314,0.428,1.0478,2136.4111
1179,28.8654,1.2955,0.9136,2233.6334
1180,22.1592,2.0198,0.7613,2172.3666
1181,24.5324,0.4747,0.8859,2179.1111
1182,28.577,0.5947,0.9812,2212.8667
1183,28.4429,2.3062,0.3973,2209.1
1184,27.7146,1.3096,0.9873,2114.9905673821168
1185,24.5541,0.5896,0.9715,2162.8445
1186,17.2615,0.7407,0.9489,2241.1778
1187,29.7411,1.7657,1.0959,2213.9111
1188,17.1233,1.6145,0.4389,2204.2889
1189,23.6088,0.5936,0.7928,2178.7333
1190,25.7113,1.9957,1.0803,2238.5444
1191,30.6162,1.442,0.9274,2206.9667
1192,20.979,0.7763,0.8184,2223.0444
1193,24.3925,0.5016,0.6644,2185.1
1194,44.1498,1.2943,0.6672,2233.3667
1195,28.769,1.2348,0.8859,2201.8666
1196,27.8665,1.5652,0.7663,2211.0667
1197,24.0019,1.0579,0.5194,2239.7222
1198,31.5768,1.4053,0.932,2209.8
1199,21.1738,1.0165,0.8758,2184.9889
1200,38.2357,1.8717,0.7524,2201.5777
1201,43.6071,1.8688,0.5677,2206.4222
1202,34.9855,0.7944,0.7162,2221.9444
1203,31.5349,1.4926,0.7674,2205.5
1204,26.8251,0.7423,0.8532,2173.4889
1205,22.9026,1.5329,0.7747,2197.6444
1206,27.401,0.8311,0.5669,2231.0555
1207,28.9642,0.4624,0.8336,2171.5
1208,26.9872,1.6172,0.7445,2218.0555
1209,19.9475,1.5571,0.5955,2248.9
1210,23.8213,0.6672,0.7233,2199.6556
1211,30.3218,0.5442,0.5765,2187.4111
1212,29.5,2.1742,0.6901,2242.2444
1213,22.9914,2.3661,1.1086,2246.4889
1214,33.5962,0.3813,1.0459,2203.9
1215,27.218,1.9706,0.8962,2198.7222
