,feature_66,feature_427,feature_442,feature_133,feature_3,feature_124,feature_299
378,29.7843,1.3151,0.4744,2.2858,2196.1111,15.8,0.0649
379,25.9662,1.56,0.9361,2.2909,2183.3111,15.89,0.016
380,21.6796,0.8488,0.713,2.3036,2218.8778,15.8,0.0651
381,31.879,0.7724,0.7159,2.2756,2200.9889,15.85,0.0361
382,28.1985,0.5141,0.5836,2.3378,2164.3,15.96,0.0418
383,23.7087,0.6813,0.687,2.3144,2197.2333,15.52223904106658,0.0617
384,25.2115,0.9829,0.9826,2.2771,2201.8222,16.01,0.0468
385,35.2757,0.636,0.5677,2.2948,2197.6778,15.7,0.0506
386,30.013,0.9405,0.466,2.2472,2206.1444,15.72,0.0898
387,28.6157,1.2209,0.6066,2.4073,2203.4556,15.72,0.1077
388,31.0321,2.3927,0.9683,2.4,2280.8222,15.79,0.0608
389,18.7085,1.4867,0.6242,2.212,2173.2778,15.98,0.0497
390,21.9055,1.0252,0.587,2.4012,2211.7778,15.87,0.0649
391,24.0673,1.053,1.0323,2.3865,2196.6889,15.78,0.0525
392,18.2764,2.421,1.0323,2.3805,2205.4667,15.9,0.0582
393,32.176,1.8409,0.7159,2.3883,2210.2778,15.91,0.0207
394,31.3396,1.0947,1.0541,2.2564,2194.3778,15.81,0.0476
395,23.4301,1.4327,0.8076,2.2717,2199.6556,15.85,0.0996
396,17.8357,1.1921,0.9232,2.2555,2217.4111,15.74,0.0322
397,20.5351,0.9092,0.9251,2.3244,2168.7222,15.69,0.0408
398,23.3895,0.9037,0.6903,2.2588,2210.2778,15.95,0.0647
399,28.1392,1.4406,0.7015,2.3262,2224.6222,15.81,0.12570988867962482
400,31.7755,1.1524,0.8297,2.3058,2201.2889,15.59,0.0455
401,26.8972,0.5412,1.0393,2.3044,2235.0556,15.9,0.0696
402,29.1464,1.3462,0.9735,2.3708,2205.7222,15.89,0.0483
403,17.3399,1.1433,1.0135,2.3087,2189.6555,15.81,0.0508
404,22.588,0.454,0.8343,2.3078,2218.5778,15.972692285107803,0.0553
405,25.0401,2.1857,0.7507,2.3099,2186.9889,15.84,0.0572
406,21.2359,1.2893,0.7059,2.3808,2197.2333,15.84,0.0675
407,30.2702,1.3868,0.5967,2.3025,2204.2889,15.54,0.0611
408,22.6626,1.8458,0.6796,2.2959,2187.9889,15.73,0.0885
409,28.8106,0.9833,1.0541,2.2725,2114.990567295772,15.82,0.0713
410,30.7204,1.3541,0.7534,2.212,2236.1111,15.98,0.1096
411,39.683,0.8118,1.1086,2.3348,2187.5222,15.84,0.0574
412,19.3697,0.6189,0.9725,2.2948,2208.4444,15.7,0.026
413,18.6476,1.3617,0.4221,2.3592,2265.1889,15.78,0.0415
414,22.8489,0.7446,0.8752,2.2909,2183.3111,15.89,0.039
415,22.9832,0.6305,0.8229,2.4723,2231.6111,15.67,0.0393
416,29.8057,1.5357,0.8136,2.3021,2205.5,15.77,0.0926
417,38.9877,2.3928,0.8556,2.3167,2201.5777,15.87,0.05422174450189035
418,14.8409,1.1482,0.713,2.2802,2202.2556,15.8,0.0379
419,32.7742,1.6889,0.5742,2.2737,2207.9555,15.84,0.0394
420,23.6925,0.8588,0.869,2.2622,2180.7,15.85,0.008
421,22.8057,0.6902,0.9136,2.2927,2176.4667,15.8,0.0632
422,24.3585,0.5434,0.9091,2.2563,2227.9778,15.75,0.0128
423,30.59,0.5378,0.7258,2.416,2276.4556,15.89,0.0888
424,22.7886,1.3679,0.4685,2.2216,2171.8556,16.0,0.0363
425,30.3824,1.0263,0.9735,2.4201,2162.7556,15.56,0.0693
426,26.3334,1.7921,0.7681,2.3406,2159.0556,15.9,0.0759
427,30.9695,1.7352,0.6056,2.2799,2217.0,15.68,0.038
428,25.4819,1.4776,0.6066,2.3275,2190.1555,15.84,0.0548
429,25.4333,1.7578,1.0407,2.3221,2220.5445,15.88,0.046
430,31.3826,0.9984,0.815,2.2805,2216.5,15.92,0.0542
431,20.2022,0.5358,0.4817,2.3867,2260.7333,15.89,0.0726
432,33.6506,1.5318,0.4817,2.1996,2171.8556,16.09,0.0569
433,41.5512,1.7925,0.9368,2.3248,2166.5222,15.9,0.12570988867962482
434,33.9495,0.6368,0.6161,2.3914,2260.7333,15.81,0.0438
435,24.7094,0.6321,0.5284,2.4201,2244.5,15.9,0.0417
436,31.3918,1.1005,1.0631,2.3936,2189.3556,15.87,0.0618
437,22.97,0.6766,0.7032,2.2757,2200.9889,15.86,0.0802
438,39.6821,2.1091,0.6302,2.3505,2228.0555,15.85,0.12570988867962482
439,25.4943,0.9553,0.573,2.2674,2212.3,15.85,0.0767
440,41.9354,1.5056,0.7574,2.4067,2217.7556,15.75,0.041
441,38.5841,1.6454,0.9255,2.3167,2194.6444,15.87,0.0357
442,28.8009,2.741894708146578,0.9588,2.3323,2184.8889,15.97,0.0594
443,27.2525,1.0037,0.815,2.2474,2206.1444,15.77,0.0447
444,29.9212,1.6691,0.4254,2.2915,2182.4111,15.54,0.0703
445,20.6576,1.1005,0.9274,2.2868,2195.4444,15.78,0.0819
446,31.789289709083924,1.6595,0.714,2.2689,2173.6444,16.04,0.0261
447,30.0241,1.9298,1.2223,2.3416,2180.3778,15.85,0.043
448,23.1757,1.7021,0.7613,2.3313,2183.4333,15.91,0.0499
449,44.78379717997183,2.1645,1.0216,2.2564,2200.7956706852124,15.81,0.12570988867962482
450,30.3538,1.7789,0.7162,2.3416,2180.3778,15.85,0.0272
451,29.0454,0.9172,0.6254,2.3308,2195.1,15.58,0.0483
452,26.7098,0.7935,0.577,2.3306,2171.8556,15.97,0.0086
453,25.4798,1.5394,0.6385,2.1911,2173.2778,16.1,0.1074
454,27.984,2.0675,0.8163,2.2569,2166.2111,15.84,0.0479
455,18.277,0.9863,0.3963,2.3391,2205.7222,15.83,0.0398
456,30.2755,0.8142,0.8384,2.3026,2223.4,15.81,0.0541
457,32.4807,1.2878,0.6611,2.2671,2241.1778,15.73,0.0349
458,26.0868,0.8824,1.0359,2.2668,2168.7333,15.81,0.0714
459,21.9792,1.1737,0.8146,2.3391,2205.7222,15.83,0.028
460,25.688,0.4568,0.9873,2.2689,2126.6555,16.04,0.0549
461,23.1136,0.7458,1.0216,2.3331,2204.5445,15.75,0.0867
462,23.8511,0.9222,0.9175,2.3021,2187.9889,15.77,0.0352
463,39.4515,2.3584,0.9109,2.3911,2280.8222,15.75,0.0455
464,24.5095,1.5174,0.7193,2.2216,2198.8556,16.0,0.0459
465,29.2938,1.6628,0.6259,2.2674,2207.9555,15.85,0.0528
466,28.4793,0.5152,0.604,2.2728,2253.5111,15.99,0.0813
467,32.0454,1.4633,1.1869,2.3038,2195.7666,15.91,0.0545
468,28.9752,0.9923,0.4744,2.2797,2212.3,15.86,0.0708
469,26.1038,1.174,0.7153,2.2967,2155.6333,15.94,0.0775
470,31.3727,1.8398,0.4744,2.2809,2209.6667,15.79,0.0369
471,27.9706,1.5461,0.7392,2.2732,2215.8111,15.71,0.0429
472,27.0478,0.5554,0.6927,2.4214,2151.6889,15.62,0.1252
473,29.0537,1.5425,0.7392,2.2809,2207.1444,15.79,0.0272
474,18.8532,1.6463,0.6242,2.2826,2164.3666,15.79,0.07
475,29.4926,0.8503,1.1255,2.3257,2183.5,16.01,0.0487
476,33.4081,1.9569,0.8041,2.3978,2218.0555,15.76,0.0399
477,23.1861,1.5723,0.7506,2.2717,2175.2556,15.85,0.05
478,21.1535,2.0322,0.6641,2.3596,2171.9,15.79,0.0531
479,31.5545,0.621,0.8705,2.4044,2210.9778,15.67,0.0659
480,31.016,1.0689,0.8231,2.3414,2171.3222,15.97,0.058
481,29.7545,0.498,0.8163,2.2588,2200.9889,15.95,0.0326
482,31.3313,0.8767,0.4996,2.3397,2223.1667,15.96,0.12570988867962482
483,31.0165,0.496,0.656,2.4023,2219.7667,16.04,0.0481
484,32.4059,1.2528,0.9136,2.2674,2223.0444,15.85,0.038
485,26.3006,0.6162,0.9588,2.3312,2167.9444,15.94,0.0466
486,33.0615,1.3776,0.687,2.3735,2185.3334,15.8,0.0437
487,24.3206,1.5383,0.5279,2.3326,2169.4667,16.01,0.0692
488,26.2879,0.7163,0.7849,2.2737,2207.9555,15.84,0.0725
489,32.3378,1.7486,0.6901,2.4035,2246.4889,15.78,0.0397
490,36.343,1.8977,0.5858,2.2757,2210.7333,15.71,0.0338
491,27.6705,1.0303,0.7337,2.2954,2182.0222,15.71,0.0361
492,30.3892,0.5448,0.768,2.3375,2167.9444,15.99,0.0346
493,23.0468,1.1893,1.0407,2.3417,2206.5112,15.84,0.035
494,21.0027,1.0161,0.6576,2.3672,2178.6889,15.87,0.0438
495,25.849,1.0662,0.8716,2.3297,2217.8667,15.97,0.036
496,27.6462,1.163,0.7719,2.4196,2200.2,15.86,0.0419
497,26.3116,0.5544,0.7663,2.2793,2171.8556,15.74,0.0388
498,28.803,1.7661,1.0631,2.2646,2192.0,15.89,0.0893
499,28.6912,1.4001,0.9186,2.2563,2244.9778,15.75,0.0704
500,22.6504,1.5858,0.7613,2.3313,2199.3334,15.91,0.0474
501,28.1993,2.1399,0.5742,2.2809,2209.4667,15.79,0.0332
502,28.189,0.9768,0.9049,2.3058,2204.6667,15.59,0.0712
503,30.0565,1.4319,0.5377,2.3259,2183.3111,15.75,0.0521
504,18.2111,1.2562,0.7613,2.3712,2191.9,15.75,0.0473
505,26.0425,0.6287,0.7643,2.3495,2159.0556,15.81,0.0794
506,23.7055,0.5642,1.0478,2.3793,2189.8778,15.94,0.0667
507,26.2629,0.5072,0.8571,2.2826,2199.6556,15.79,0.0511
508,34.1725,0.9274,0.4443,2.2729,2206.4,15.79,0.061
509,24.7718,0.6388,0.7611,2.4201,2137.6111,15.9,0.0897
510,27.8252,0.5889,1.0143,2.2864,2219.7667,15.79,0.042
511,16.3432,1.1453,0.5284,2.4237,2228.9445,15.94,0.0527
512,26.0317,0.963,0.6335,2.4025,2285.90517613088,15.84,0.0277
513,21.2711,0.9534,0.8231,2.349,2204.5445,15.71,0.0486
514,27.2483,0.5779,1.0631,2.3938,2196.0,15.84,0.0611
515,31.416,2.1505,1.1815,2.3971,2185.9333,15.79,0.0267
516,25.3309,1.2665,0.9186,2.292,2178.5889,15.79,0.0498
517,24.3465,0.4508,1.0189,2.3063,2216.4778,15.96,0.0604
518,23.5304,1.8714,0.9725,2.3625,2173.6222,15.8,0.0372
519,28.6582,0.9273,0.6144,2.2474,2210.8556,15.92,0.0604
520,22.3822,0.3971,0.6987,2.3162,2219.1333,15.75,0.0513
521,32.6465,2.1512,0.6901,2.3583,2222.3333,15.89,0.0677
522,23.2779,1.4487,0.9725,2.3128,2180.9666,15.91,0.0624
523,27.0988,0.9407,1.0918,2.2689,2155.6333,16.04,0.048
524,24.2974,1.169,0.8616,2.2732,2196.1111,15.71,0.0777
525,25.7166,0.7974,0.7663,2.3144,2205.2222,15.52223904106658,0.021
526,25.3734,0.5985,0.5799,2.3495,2242.8555,15.81,0.076
527,25.1013,0.6081,0.8883,2.2965,2235.0556,15.96,0.0657
528,18.3175,1.7144,0.9251,2.4,2185.9333,15.79,0.0447
529,30.7458,1.3106,0.8076,2.2732,2217.5778,15.71,0.0958
530,30.6953,1.3522,0.5284,2.2671,2188.5111,15.73,0.086
531,37.6915,1.4197,0.6783,2.3243,2270.2556,15.85,0.0584
532,26.4193,0.5811,0.6163,2.1995,2164.2667,16.09,0.065
533,19.1895,0.8821,0.746,2.3124,2210.3556,15.93,0.0909
534,25.6003,0.5732,0.832,2.3406,2159.0556,15.9,0.0789
535,20.6151,1.1259,0.8705,2.3124,2216.7333,15.87,0.0429
536,26.166,1.2276,0.7316,2.3044,2146.1111,15.9,0.0391
537,22.8211,1.2161,0.7664,2.3042,2200.9556,15.76,0.0643
538,20.7242,0.9775,0.8834,2.2831,2114.990567295772,15.8,0.0811
539,18.784,0.956,0.8758,2.3301,2177.4333,15.9,0.12570988867962482
540,26.4708,1.653,0.6161,2.4196,2219.7667,15.86,0.075
541,18.9734,1.7646,0.5765,2.3195,2200.2333,15.73,0.0626
542,19.6859,1.5655,1.1869,2.2689,2219.1333,16.04,0.0243
543,18.0095,1.1074,0.7093,2.2802,2204.2333,15.8,0.0724
544,33.0758,0.5952,0.7408,2.3865,2238.5444,15.78,0.0282
545,27.5177,0.9656,1.0765,2.4241,2186.9,15.88,0.0717
546,26.8806,1.0294,0.9916,2.3991,2216.6778,15.72,0.033
547,33.6192,2.2207,0.662,2.2931,2180.3778,16.04,0.0662
548,28.0695,1.143,0.7162,2.3403,2181.6111,15.85,0.061
549,23.4873,0.4977,0.8883,2.2937,2163.8667,15.98,0.0507
550,44.78379717997183,1.3704,0.7516,2.2982,2181.1889,15.57,0.1111
551,23.7193,0.9529,0.78,2.3991,2242.4333,15.72,0.0748
552,28.9017,0.5774,0.9276,2.4253,2147.1111,15.77,0.0936
553,32.6374,1.2101,0.7233,2.2678,2200.9470388898517,15.75,0.0486
554,41.8842,0.5712,1.148,2.3408,2234.6111,15.85,0.0586
555,21.9792,2.1467,0.8235,2.3194,2214.7111,15.9,0.0406
556,20.5025,0.9215,0.7093,2.3817,2205.7445,15.85,0.0409
557,26.0917,0.7553,0.4254,2.2779,2201.3553726858954,15.74,0.0424
558,23.7806,0.5063,0.8752,2.3177,2213.7556,15.8,0.0479
559,27.527,1.5008,0.9186,2.2927,2178.4667,15.8,0.077
560,27.6476,1.0674,0.9726,2.4073,2136.4111,15.72,0.0606
561,26.8797,2.0131,0.9413,2.3865,2196.6889,15.78,0.037
562,24.7298,1.4905,0.5194,2.3138,2244.5,15.71,0.063
563,21.0446,0.9001,0.647,2.2949,2208.9778,15.7,0.0642
564,27.6301,1.4857,1.2364,2.2932,2230.4222,15.91,0.0502
565,40.5205,0.5697,1.0551,2.3403,2196.6555,15.85,0.047
566,21.3671,1.5248,0.7532,2.319,2207.1,15.69,0.017
567,26.7021,1.079,0.7153,2.3162,2114.990567295772,15.75,0.0884
568,31.4439,0.8458,0.5355,2.3289,2200.0666,15.94,0.031
569,28.7752,0.5645,0.4382,2.4284,2155.3111,15.52223904106658,0.07
570,30.6289,1.205,0.6783,2.3416,2197.3111,15.85,0.0152
571,26.1855,2.2394,0.7408,2.3796,2197.6778,15.74,0.0531
572,22.3374,0.6183,1.1815,2.3177,2202.1222,15.8,0.0319
573,29.3844,1.3993,0.7584,2.3006,2174.8666,15.95,0.0486
574,21.7381,1.6741,1.062,2.3704,2225.5889,15.85,0.0508
575,20.2979,1.662,0.5632,2.2948,2167.5,15.7,0.0301
576,26.7245,0.7625,0.8263,2.3867,2169.9444,15.89,0.0711
577,24.3275,0.6021,1.1525,2.3715,2214.7111,15.81,0.0407
578,30.2505,2.0058,1.0803,2.3167,2178.7333,15.87,0.0466
579,23.4325,1.065,0.5799,2.3414,2229.3333,15.97,0.04
580,24.1601,0.6534,0.4782,2.2797,2199.4821906623456,15.84,0.04
581,23.7913,0.896,0.7808,2.3725,2197.6778,15.81,0.0289
582,31.9933,1.5624,0.5377,2.2689,2183.3111,16.04,0.0703
583,20.9755,0.4549,0.8336,2.2647,2114.990567295772,15.83,0.0584
584,18.5294,0.8581,1.0478,2.3938,2211.7778,15.84,0.0235
585,28.1426,1.1776,0.5742,2.2809,2209.4667,15.79,0.0492
586,22.6375,0.5981,0.9826,2.3063,2216.4778,15.96,0.0521
587,22.519,2.3637,0.7121,2.3132,2198.7222,15.84,0.0357
588,24.3769,1.5979,0.6222,2.4044,2218.6333,15.67,0.0796
589,24.1465,0.4919,0.9729,2.3805,2151.6889,15.75,0.0199
590,23.6178,1.1828,0.5066,2.2732,2208.9778,15.73,0.0574
591,20.0445,0.5803,0.5836,2.3378,2164.3,15.96,0.0442
592,22.969,0.6342,1.1869,2.3167,2214.7111,15.87,0.062
593,28.252,1.2874,0.7942,2.3308,2207.1,15.58,0.0651
594,39.9438,1.3188,0.4184,2.3695,2183.4556,15.73,0.0487
595,19.6185,0.7779,0.7677,2.3867,2169.9444,15.89,0.0536
596,26.3122,1.9099,0.7121,2.3038,2243.7778,15.85,0.0565
597,23.0148,1.4308,0.8735,2.3524,2171.9,15.74,0.0563
598,27.8256,1.0753,0.8569,2.2982,2201.2889,15.57,0.0738
599,29.2883,0.808,0.8304,2.3207,2127.9555,15.83,0.0838
600,26.977,1.507,0.8089,2.2939,2189.6778,15.83,0.0248
601,19.9565,2.0754,0.8007,2.3524,2222.3222,15.74,0.0556
602,28.6558,0.7991,0.9163,2.2805,2200.9889,15.92,0.0472
603,26.9974,0.8728,0.832,2.3654,2165.8666,15.85,0.078
604,31.0075,0.6604,0.7159,2.2757,2171.5,15.86,0.0528
605,27.5901,1.7093,0.8122,2.2869,2217.4111,15.76,0.0185
606,28.8518,1.2873,0.8807,2.3044,2202.2889,15.9,0.0334
607,23.6405,1.3873,0.7674,2.2797,2239.4111,15.84,0.0318
608,22.9785,0.9634,1.0393,2.3654,2217.8111,15.85,0.0527
609,26.0408,0.7595,0.8159,2.3991,2216.5111,15.72,0.0534
610,22.3489,2.2069,0.7015,2.3179,2166.5222,15.92,0.12570988867962482
611,29.6544,0.5782,0.4782,2.2392,2191.6445,15.83,0.0379
612,22.7338,0.9691,0.6641,2.3403,2181.1555,15.85,0.0327
613,28.3474,0.8104,0.6641,2.2527,2192.5556,15.91,0.0412
614,44.78379717997183,1.8646,0.7747,2.298,2244.1111,15.86,0.0379
615,21.5576,2.4909,0.5066,2.2474,2205.2555,15.92,0.0819
616,35.7993,1.2441,0.8532,2.2949,2206.7999,15.7,0.0597
617,26.2719,2.741894708146578,0.815,2.1919,2208.9778,16.07,0.0778
618,29.0235,0.9998,0.8184,2.2555,2217.4111,15.74,0.0373
619,17.1276,0.7518,1.0338,2.2771,2180.7,16.01,0.0862
620,33.8496,1.5756,0.8007,2.3583,2220.4444,15.89,0.0704
621,24.8005,1.0833,0.7015,2.3243,2224.6222,15.85,0.12570988867962482
622,24.1109,0.6707,0.7719,2.2588,2213.2111,15.95,0.0291
623,29.1406,1.0045,0.5779,2.2647,2194.9556,15.83,0.0539
624,17.5921,1.3788,0.8435,2.2728,2231.4889,15.99,0.0483
625,16.9061,1.8942,1.2771,2.3715,2195.1222,15.73,0.12570988867962482
626,27.5479,1.1287,0.8163,2.2596,2226.3111,15.74,0.0765
627,29.8969,0.7478,1.0803,2.3221,2202.7111,15.88,0.0684
628,32.8478,1.5639,1.0407,2.3613,2242.2444,15.71,0.0187
629,24.6661,1.3132,0.8571,2.212,2173.2778,15.98,0.0186
630,23.6096,1.0146,0.8595,2.3283,2182.6222,15.69,0.0632
631,26.1512,1.6072,0.8807,2.3695,2196.0889,15.79,0.0191
632,25.9589,1.7343,0.6335,2.3308,2171.8556,15.95,0.0502
633,25.7407,1.8646,0.4685,2.2756,2202.5556,15.85,0.0633
634,26.4206,1.2824,0.5317,2.3301,2190.7666,15.9,0.0618
635,17.0797,1.2446,0.8446,2.3592,2183.4556,15.78,0.0603
636,28.121,1.4479,0.7593,2.3341,2184.8889,15.98,0.0532
637,24.5978,0.5786,0.587,2.4012,2187.4111,15.87,0.0615
638,29.4636,1.2286,0.4254,2.2434,2203.1667,15.78,0.1137
639,27.4876,0.8443,0.7954,2.2445,2223.9,15.79,0.0492
640,26.3835,1.2587,1.0186,2.2563,2276.4556,15.75,0.0725
641,36.5432,0.6901,0.6268,2.2539,2209.4667,15.78,0.0806
642,23.1901,1.272,0.4129,2.3106,2191.8445,15.74,0.0216
643,32.4142,2.3757,1.0047,2.307,2177.3222,15.9,0.047
644,36.6135,2.0235,0.8222,2.3162,2179.0778,15.75,0.0602
645,33.9056,1.6959,0.7642,2.3573,2187.6667,15.87,0.0277
646,24.9563,2.741894708146578,1.1638,2.3375,2167.9444,15.99,0.0299
647,9.011943949022974,0.4843,0.9444,2.3984,2200.2333,15.92,0.0966
648,25.2503,1.694,0.7681,2.2802,2189.5777,15.8,0.0505
649,25.8222,0.5011,0.8345,2.2928,2243.7778,15.91,0.0612
650,29.185,0.6689,1.0323,2.3078,2218.5778,15.88,0.092
651,25.0963,0.9105,0.6066,2.3499,2194.5889,15.61,0.031
652,31.6501,1.1152,0.8595,2.2474,2211.6,15.77,0.0908
653,23.6254,1.033,1.0216,2.3331,2187.8111,15.75,0.0974
654,19.064,1.2166,0.565,2.2377,2203.1667,15.89,0.091
655,28.777,1.6289,0.4722,2.319,2204.6667,15.69,0.0824
656,15.0708,1.4003,0.8446,2.3592,2265.1889,15.78,0.0445
657,22.7427,0.7664,0.8752,2.2965,2201.8222,15.96,0.0827
658,44.78379717997183,1.2968,0.4749,2.2858,2192.1889,15.8,0.0751
659,28.0999,0.5651,0.9143,2.4172,2231.6111,15.86,0.0431
660,30.2922,2.1936,1.1086,2.3583,2183.4556,15.89,0.0281
661,29.453,0.5452,0.7337,2.4023,2153.9778,16.04,0.063
662,22.9589,0.8849,0.9588,2.3604,2233.1556,15.86,0.0446
663,42.2686,0.507,0.8384,2.3171,2192.6889,15.77,0.0728
664,22.23,1.1377,0.745,2.2892,2221.3667,15.69,0.0444
665,23.5906,1.0448,0.8007,2.3497,2242.2444,15.77,0.07
666,29.6501,1.0646,0.6927,2.2927,2258.2778,15.8,0.0544
667,24.1854,1.1405,0.768,2.3573,2207.8111,15.87,0.0469
668,23.1949,1.2783,0.8716,2.3402,2215.3889,15.88,0.0454
669,22.5384,1.9299,0.9251,2.2948,2197.6778,15.7,0.0355
670,15.3094,1.6483,0.9753,2.3437,2248.9,15.86,0.0663
671,17.1419,0.6092,0.9812,2.3883,2180.5556,15.91,0.1071
672,19.6579,0.9899,0.5377,2.2773,2173.6444,15.97,0.0712
673,25.2303,1.7408,0.6987,2.3323,2233.1556,15.97,0.0601
674,25.4763,0.8475,0.6927,2.2527,2201.8666,15.81,0.058
675,29.871,2.0216,0.9109,2.3704,2202.4333,15.85,0.0432
676,30.7097,0.5184,0.9072,2.2668,2227.2444,15.81,0.0667
677,26.247,1.7231,0.8716,2.3817,2189.8111,15.85,0.0194
678,28.7982,0.4254,1.0393,2.3063,2242.8555,15.96,0.0551
679,27.2628,0.7156,0.7719,2.3883,2211.4334,15.91,0.0878
680,30.9212,0.571,0.8427,2.3275,2181.0444,15.84,0.0582
681,28.9871,1.0703,0.6335,2.2793,2200.0666,15.74,0.0271
682,26.1735,1.4174,0.9725,2.3708,2227.2444,15.89,0.0254
683,21.3926,0.4864,0.8235,2.3834,2197.6444,15.83,0.0479
684,31.0753,0.8944,0.9072,2.2472,2168.7333,15.72,0.0293
685,31.3031,0.8722,0.7032,2.2631,2171.5,15.81,0.0899
686,16.1776,0.4302,1.062,2.3704,2233.7666,15.85,0.0615
687,14.606,1.2249,0.8571,2.2216,2253.3444,16.0,0.0395
688,33.3616,1.5465,0.573,2.1911,2255.5222,16.1,0.0943
689,26.3387,0.6476,0.8229,2.4196,2200.2,15.86,0.0423
690,21.8416,2.2819,0.7139,2.4012,2195.6667,15.87,0.0518
691,26.4617,0.9152,0.9143,2.2821,2249.2556,15.8,0.0846
692,28.0488,0.451,0.9109,2.3834,2214.0556,15.83,0.1146
693,37.4506,0.9416,0.7584,2.3415,2246.4889,15.9,0.0444
694,24.0609,1.6572,0.7392,2.3056,2200.2111,15.75,0.0398
695,26.0373,1.2411,1.026,2.2453,2191.3556,15.8,0.0345
696,25.7529,1.3811,0.7852,2.2732,2215.8111,15.71,0.12570988867962482
697,26.5409,0.9138,1.0135,2.3672,2178.6889,15.87,0.0393
698,31.4736,1.2261,0.757,2.2604,2223.5333,15.76,0.0496
699,25.2418,1.4465,0.5329,2.3021,2205.5,15.77,0.0904
700,28.6132,0.853,0.7558,2.2564,2171.5,15.81,0.0505
701,29.8709,1.0448,0.7053,2.2616,2189.9667,15.86,0.0602
702,23.9411,0.8713,1.0631,2.2445,2215.5111,15.79,0.0564
703,25.1003,0.427,1.0541,2.2757,2191.1333,15.86,0.0648
704,29.8753,0.5207,0.7724,2.3932,2231.9555,15.81,0.0522
705,22.1373,1.9653,0.9059,2.3052,2183.5777,15.89,0.0452
706,24.7459,0.8462,0.6335,2.3604,2229.3333,15.86,0.0488
707,27.3317,1.4497,0.7674,2.2539,2217.0,15.78,0.0342
708,44.78379717997183,1.2177,1.0459,2.3505,2222.3222,15.85,0.12570988867962482
709,27.2848,0.9256,0.8041,2.3025,2218.0555,15.81,0.0488
710,28.2487,0.9117,1.0189,2.3323,2172.4,15.97,0.0346
711,17.7128,1.0873,0.8469,2.2604,2187.3444,15.76,0.0442
712,21.7888,1.2189,1.1638,2.2967,2141.0667,15.94,0.0498
713,24.5276,0.5596,0.7664,2.4151,2228.9445,15.84,0.0601
714,26.3457,1.9412,0.9683,2.3025,2196.8,15.81,0.0647
715,30.6968,1.8981,0.4722,2.3308,2182.5555,15.58,0.0657
716,26.6224,1.0795,0.8705,2.3991,2198.2667,15.72,0.0595
717,17.8138,1.2409,0.9075,2.2726,2241.1778,15.76,0.0508
718,40.4031,1.4428,0.6163,2.3479,2226.5444,15.58,0.0341
719,21.5935,1.9286,0.9794,2.3038,2244.1111,15.85,0.0861
720,29.5367,1.7275,0.8693,2.2967,2187.7333,15.94,0.0373
721,20.2216,0.8934,0.746,2.3124,2210.3556,15.93,0.0623
722,24.3127,0.7916,1.0338,2.3177,2180.0556,15.8,0.0596
723,27.2606,1.7824,0.8297,2.2959,2195.9778,15.73,0.0804
724,24.8064,0.6138,0.6605,2.2726,2175.1222,15.76,0.0328
725,21.7197,1.4921,0.9048,2.4025,2214.7889,15.84,0.0618
726,17.8882,0.608,0.4817,2.3193,2215.0222,15.66,0.0559
727,30.5699,1.1231,0.6373,2.2527,2206.1444,15.91,0.0782
728,19.8754,1.5908,0.9361,2.3044,2201.8222,15.9,0.0868
729,29.5773,0.7839,1.1086,2.3221,2202.7111,15.88,0.0455
730,29.6268,0.9888,0.4184,2.3403,2222.3222,15.85,0.0892
731,40.0125,2.0087,1.1815,2.3704,2230.0333,15.85,0.0522
732,39.7935,1.0869,1.0551,2.3997,2221.9444,15.77,0.0596
733,31.0771,0.9706,1.1255,2.3341,2217.8667,15.98,0.0523
734,14.1161,1.7093,0.9725,2.2564,2201.435457845802,15.81,0.0587
735,31.3539,1.1157,0.4996,2.3532,2191.6667,15.83,0.0622
736,22.9765,2.4264,1.062,2.3194,2201.5889,15.9,0.0298
737,28.1353,0.4526,0.8659,2.292,2194.9555,15.79,0.0554
738,25.8855,0.4961,0.3963,2.3604,2233.1556,15.86,0.053
739,30.6359,1.4533,0.5669,2.2674,2206.4,15.85,0.0636
740,22.698,0.8611,0.5799,2.3604,2242.4333,15.86,0.0349
741,16.9701,0.3632,1.0697,2.2805,2285.90517613088,15.92,0.0476
742,39.6517,1.7361,0.7574,2.3407,2224.4778,15.84,0.0505
743,21.0896,1.7296,1.0147,2.3834,2197.6444,15.83,0.045
744,22.1809,1.8384,1.062,2.2881,2170.5444,15.87,0.0267
745,18.7066,0.9103,0.713,2.2802,2220.0445,15.8,0.0314
746,23.9037,1.0226,0.5066,2.2337,2209.1,15.91,0.0773
747,28.3055,1.2477,0.6259,2.1911,2211.4,16.1,0.0588
748,33.6765,1.4739,0.573,2.2216,2198.8556,16.0,0.0764
749,25.1014,0.5151,1.0359,2.2757,2216.5,15.86,0.0794
750,24.218,1.3416,0.7534,2.1996,2167.0889,16.09,0.0699
751,27.2003,1.5019,0.6257,2.3331,2188.7222,15.75,0.0972
752,26.0981,1.0044,0.8638,2.3907,2175.9667,15.7,0.0132
753,23.8576,1.1798,0.9143,2.2927,2178.4667,15.8,0.0344
754,31.6736,0.6107,0.8469,2.2732,2192.1889,15.71,0.0847
755,27.1504,0.3697,1.0147,2.3235,2191.1111,15.89,0.0431
756,27.8596,0.7818,0.6242,2.2717,2191.8445,15.85,0.0806
