,feature_60,feature_478,feature_65,feature_349,feature_299,feature_442,feature_34,feature_332,feature_22,feature_118
805,-0.2718,8.4926,20.2718,0.018,0.0911,0.832,8.5615,0.0626,-5549.25,58.0806
806,-5.9682,3.8774,25.9682,0.0193,0.062,0.656,8.9132,0.0861,-5598.75,57.9343
807,-6.0636,4.5022,26.0636,0.02,0.0585,0.8089,8.9036,0.1045,-5517.75,58.4738
808,27.6182,6.3688,12.3818,0.04999362581099474,0.0253,0.4221,9.3851,0.0529,-5668.0,58.7707
809,2.9545,5.7415,17.0455,0.016065496043080024,0.0465,0.7584,8.1728,0.1002,-6457.75,59.7619
810,-2.9182,5.7046,22.9182,0.0247,0.0594,0.466,8.7779,0.1017,-5707.0,59.5532
811,2.75,3.8384,17.25,0.022,0.0574,1.0135,8.6439,0.0813,-6313.25,57.8299
812,0.7227,3.6395,19.2773,0.0141,0.041,0.78,8.7867,0.0858,-6585.75,58.9889
813,-8.64,8.846,28.64,0.0295,0.0149,0.9715,8.5788,0.0625,-5336.0,58.1534
814,-3.0909,7.2454,23.0909,0.021,0.0219,0.8532,8.7556,0.1124,-5248.75,59.1113
815,15.9527,3.614,24.0473,0.0397,0.12570988867962482,0.7898,9.1784,0.0947,-4490.5,55.9712
816,14.9018,7.8561,25.0982,0.0175,0.0368,0.5593,9.5642,0.0246,-5143.5,58.803
817,2.8727,5.1336,17.1273,0.0209,0.0647,0.8571,8.8355,0.1003,-5662.0,58.704
818,3.1191,4.7727,16.8809,0.0191,0.044,0.9729,9.6938,0.0915,-5474.75,56.8481
819,-1.1255,6.3446,21.1255,0.0137,0.0538,0.9193,8.7418,0.0825,-6539.75,57.6715
820,-2.9727,5.8586,22.9727,0.0179,0.0512,0.7677,9.0942,0.0326,-5615.75,58.4606
821,2.2727,5.0108,17.7273,0.0203,0.0718,0.74,8.3159,0.0363,-5569.5,58.4311
822,25.0382,12.044054218287883,14.9618,0.0235,0.0973,0.5279,10.053810884229684,0.0769,-5300.25,58.0644
823,-0.0045,7.5303,20.0045,0.0269,0.0341,0.8595,8.1161,0.0861,-5327.5,58.6568
824,14.7345,5.0284,25.2655,0.023,0.0434,0.5677,9.4043,0.0823,-5313.5,58.0372
825,19.8,7.0096,20.2,0.0137,0.0462,0.8007,9.2658,0.077,-5349.0,59.1295
826,3.97,6.5183,16.03,0.0268,0.034,1.1404,8.6572,0.0883,-5441.0,58.8213
827,-0.5045,2.8381,20.5045,0.0242,0.0662,0.6857,8.2776,0.0851,-5438.75,58.3899
828,3.3055,12.044054218287883,16.6945,0.044,0.0327,0.7121,8.9416,0.0994,-5394.75,59.898
829,0.4382,5.5751,19.5618,0.0168,0.041,0.8163,9.1287,0.0858,-6403.0,58.6096
830,-2.0309,3.7989,22.0309,0.0149,0.0589,0.7506,8.322,0.1124,-5912.0,57.963
831,0.5364,4.1514,19.4636,0.021,0.0421,1.0404,8.7609,0.1003,-5588.25,57.8447
832,4.7282,5.44,15.2718,0.0242,0.1022,0.7534,9.0447,0.0323,-5464.5,58.0124
833,0.2355,5.5748,19.7645,0.0157,0.0725,0.745,8.7782,0.045,-5050.25,58.8242
834,-1.9727,2.7865,21.9727,0.0175,0.0628,0.8076,8.3808,0.1,-5597.75,56.4178
835,2.9964,4.3328,17.0036,0.0164,0.0562,0.8041,9.2328,0.0998,-6449.25,59.4345
836,-0.3773,5.0724,20.3773,0.0251,0.0755,0.6259,8.7326,0.0336,-5468.5,56.4055
837,24.8064,7.1654,15.1936,0.0426,0.0521,0.8446,8.7947,0.0529,-5443.0,58.9434
838,0.4782,5.2546,19.5218,0.0437,0.0803,0.5765,8.3591,0.0881,-5415.0,57.2318
839,2.5964,6.0507,17.4036,0.0222,0.022,0.9873,8.659,0.0782,-5879.75,58.1903
840,1.4218,5.4321,18.5782,0.0275,0.0818,0.7059,9.1757,0.086,-5429.0,57.2372
841,1.4036,2.7193,18.5964,0.0257,0.0547,0.9251,8.4092,0.1019,-6224.75,57.9937
842,27.651775678753342,12.044054218287883,34.62823879222262,0.023,0.0558,0.7681,10.053810884229684,0.0944,-6405.75,58.3686
843,4.7864,3.9746,15.2136,0.0253,0.0373,0.7574,9.043,0.086,-6381.5,58.6295
844,-1.8827,3.4658,21.8827,0.03,0.0515,0.6815,8.8909,0.1061,-5169.25,58.2697
845,9.8418,4.8133,30.1582,0.0411,0.0445,0.7808,8.3754,0.0952,-5501.0,60.3448
846,18.63,3.6188,21.37,0.0221,0.055,0.7162,9.2433,0.0943,-6267.75,59.6983
847,-6.6464,4.6056,26.6464,0.0168,0.0448,0.573,8.8215,0.1037,-5441.25,58.4327
848,27.651775678753342,8.5143,11.7045,0.0166,0.0279,0.7384,9.6484,0.0789,-6058.0,58.656
849,-1.9827,3.8989,21.9827,0.015,0.0622,0.9332,8.5862,0.0842,-6171.0,56.7738
850,4.8127,2.9198,15.1873,0.0122,0.0238,0.8638,8.5003,0.101,-6469.5,59.0538
851,-1.3227,11.7319,21.3227,0.0172,0.0397,1.0338,8.5232,0.0623,-6424.75,58.8705
852,1.4355,6.3172,18.5645,0.0374,0.0455,0.7121,8.9416,0.0977,-5046.25,59.9394
853,0.1155,5.1901,19.8845,0.0128,0.0573,0.9715,8.5788,0.0652,-5646.25,58.7816
854,-0.0509,3.5047,20.0509,0.0203,0.0587,1.0404,8.7609,0.1003,-5650.5,57.9173
855,1.89,3.255,18.11,0.0171,0.0318,0.587,8.7373,0.0932,-5632.75,56.9124
856,2.6991,6.2357,17.3009,0.0285,0.0531,0.7663,8.1409,0.1017,-5400.25,58.7298
857,-2.9355,4.0987,22.9355,0.03,0.034,0.7258,8.9979,0.0381,-5357.5,58.8815
858,1.5273,6.2217,18.4727,0.014,0.0548,0.8089,8.9036,0.1016,-5421.75,57.8852
859,1.5527,4.471,18.4473,0.0224,0.0396,0.4221,9.3851,0.0272,-5618.75,58.6073
860,-8.6982,6.9142,28.6982,0.0233,0.0533,0.9383,8.441,0.0636756942413867,-6417.75,58.7867
861,0.1491,5.4108,19.8509,0.0201,0.0523,1.1255,8.5891,0.0868,-6288.25,57.7526
862,-1.89,6.5694,21.89,0.0232,0.0452,0.8145,8.4855,0.1071,-6351.25,59.2941
863,1.0518,7.4639,18.9482,0.0144,0.0536,1.0478,8.8889,0.0662,-5617.75,58.3793
864,-1.5664,3.686,34.62823879222262,0.04999362581099474,0.0337,0.8926,9.2436,0.0938,-5599.5,57.1943
865,2.2518,4.0085,17.7482,0.0239,0.0584,0.9588,8.5855,0.0924,-6235.25,58.2197
866,3.9027,9.1554,16.0973,0.0217,0.0549,0.8161,8.3006,0.0662,-5892.25,58.4541
867,5.6382,7.1516,14.3618,0.0277,0.0531,1.0404,8.7609,0.0312,-5685.5,58.7891
868,4.8791,3.1537,15.1209,0.0185,0.0471,0.9143,8.942,0.0335,-5684.5,57.4107
869,4.4409,4.7966,15.5591,0.0162,0.0839,0.7664,8.2832,0.0895,-5477.5,59.0061
870,-2.2409,5.1201,22.2409,0.0138,0.0202,0.6179,8.8562,0.0807,-5411.0,58.172
871,1.4464,4.7955,18.5536,0.0284,0.0406,0.8231,8.7812,0.0929,-5666.25,59.6185
872,-3.4191,4.1054,23.4191,0.0281,0.0323,0.6385,8.2914,0.1,-5412.75,59.2586
873,-2.3391,4.2557,22.3391,0.023,0.022,0.8231,8.7812,0.0868,-5442.75,59.4098
874,-2.4436,5.0766,22.4436,0.02474420528758901,0.0754,0.7584,8.1728,0.0706,-5056.25,58.2191
875,9.2827,4.1834,10.7173,0.0244,0.0752,0.8435,8.7994,0.0835,-5234.5,59.8385
876,1.0673,4.879,18.9327,0.0169,0.0569,0.8638,8.5003,0.1047,-5714.25,56.6221
877,22.4382,6.1088,17.5618,0.0176,0.0696,1.0323,8.5218,0.0943,-5278.0,59.4586
878,1.3009,5.1379,18.6991,0.0226,0.0485,1.0216,8.2395,0.0621,-5143.5,57.6795
879,0.23,7.5804,19.77,0.0257,0.0518,1.0189,8.5779,0.0623,-6470.25,57.1332
880,3.3882,3.9686,16.6118,0.022,0.0418,0.3973,9.7137,0.1011,-5490.5,58.9962
881,-0.5336,5.1598,20.5336,0.0213,0.0835,0.8336,8.7015,0.0881,-5138.75,58.5492
882,-7.6655,4.0743,27.6655,0.0209,0.0425,0.6163,8.6556,0.0989,-5186.25,59.8266
883,0.67,3.9365,19.33,0.0188,0.0522,0.647,9.0402,0.0864,-5432.0,59.1841
884,15.6791,8.6597,24.3209,0.0145,0.0534,0.9683,8.5788,0.0823,-6350.5,58.7322
885,0.4855,6.8579,19.5145,0.0243,0.0666,0.6257,8.3179,0.0622,-5160.0,58.9799
886,0.3209,3.7579,19.6791,0.0271,0.0658,0.7664,8.2832,0.0851,-5501.25,58.3648
887,17.5473,4.4298,22.4527,0.0433,0.0248,1.0644,8.9336,0.0241,-6010.25,56.4963
888,15.1509,5.1087,24.8491,0.0428,0.0835,0.9368,9.1585,0.0247,-5085.25,57.5651
889,2.8355,3.5958,17.1645,0.0431,0.0431,0.5677,9.4043,0.086,-6487.25,59.8067
890,-3.3455,5.7818,23.3455,0.0205,0.0338,0.8229,10.053810884229684,0.0807,-5345.75,57.7125
891,27.651775678753342,7.5726,10.8836,0.0208,0.0351,0.8735,10.053810884229684,0.0778,-6352.0,57.9104
892,-3.1382,3.4336,23.1382,0.0175,0.0518,0.5742,8.627,0.0567,-5529.25,58.6019
893,1.7036,4.4746,18.2964,0.0267,0.0798,0.481,9.088,0.0803,-5483.0,57.0841
894,24.9027,6.9238,15.0973,0.0433,0.0428,1.2771,8.659,0.0243,-5493.75,59.4302
895,0.8018,5.6521,19.1982,0.04999362581099474,0.0488,0.9251,8.4092,0.0969,-6253.5,59.222
896,-0.2418,6.9587,20.2418,0.0193,0.051,0.6066,8.7073,0.0868,-6489.25,60.0756
897,5.5782,4.5757,14.4218,0.0329,0.0432,0.8235,8.6406,0.0803,-6434.75,58.8901
898,3.8164,9.7437,16.1836,0.0162,0.059144980861294855,1.2672,8.7144,0.0865,-5544.740290122602,58.6991
899,-3.4964,6.2188,23.4964,0.0173,0.0655,0.8263,8.7646,0.0326,-5404.0,58.5661
900,3.4827,2.4138,16.5173,0.025538327119293523,0.0403,1.0765,8.436,0.0805,-6424.25,58.7007
901,-11.9682,7.0926,31.9682,0.0259,0.0891,1.0323,8.5218,0.0248,-5423.0,58.3673
902,-7.1518,3.2322,27.1518,0.0168,0.0608,0.8532,8.7556,0.0822,-5545.25,58.4912
903,-2.9973,6.1033,22.9973,0.0224,0.0532,0.8345,8.828,0.0969,-6382.0,57.4276
904,15.3073,5.9828,24.6927,0.0232,0.0896,1.1869,8.6527,0.0823,-5518.75,58.6987
905,-0.0555,11.0059,20.0555,0.0307,0.0682,0.604,8.7283,0.0652,-5701.0,58.3544
906,-2.6364,3.7718,22.6364,0.0167,0.0971,0.9359,8.8331,0.1112,-5623.5,58.8696
907,1.0309,5.1741,18.9691,0.0182,0.0557,0.7159,8.7401,0.0892,-4971.75,58.324
908,13.8118,4.9417,26.1882,0.04999362581099474,0.12570988867962482,0.4996,8.7588,0.0224,-4173.969634289816,59.5812
909,2.4673,2.8374,17.5327,0.0233,0.0151,0.604,8.7283,0.087,-5597.5,59.1388
910,6.2636,8.6184,13.7364,0.0186,0.093,0.7852,9.7571,0.1016,-5673.5,57.9514
911,-5.9573,5.1833,25.9573,0.024,0.043,0.5779,8.3663,0.1053,-5501.0,57.2868
912,23.9555,4.3641,16.0445,0.012,0.0705,0.5279,10.053810884229684,0.0816,-5394.0,58.3318
913,1.5118,5.0366,18.4882,0.0226,0.0399,0.7832,8.4597,0.0769,-5455.75,59.3408
914,0.0327,2.5159,19.9673,0.0141,0.0751,0.6927,8.8519,0.1112,-5760.0,58.2501
915,-2.5027,4.6539,22.5027,0.028,0.0273,0.6179,8.8562,0.1092,-5160.5,57.9909
916,2.0336,4.4464,17.9664,0.032,0.0306,0.832,8.5615,0.0252,-5520.25,58.0149
917,5.4964,6.2816,14.5036,0.0248,0.1041,0.8133,8.2823,0.0401,-5422.25,59.841
918,10.3745,6.9014,29.6255,0.0135,0.0416,0.7747,9.2655,0.1004,-5421.5,58.3608
919,25.9591,8.6352,14.0409,0.0418,0.0398,1.0959,8.6667,0.0754,-6353.5,58.6701
920,-2.7936,5.9309,22.7936,0.04999362581099474,0.0408,0.811,9.2291,0.0939,-6457.75,58.2242
921,-1.5991,6.0422,21.5991,0.0257,0.0809,0.7032,8.5571,0.0861,-5159.75,59.3038
922,4.7545,6.2911,15.2455,0.0254,0.0267,0.9274,8.9605,0.0315,-5592.25,56.7563
923,-0.84,7.4516,20.84,0.0235,0.0515,0.8345,8.828,0.027,-6346.0,58.2193
924,25.5282,5.6325,14.4718,0.0232,0.0547,0.596,9.3998,0.0968,-6511.5,56.1472
925,20.6,4.3662,19.4,0.0113,0.0638,1.0644,8.9336,0.0792,-5409.0,57.818
926,12.0945,5.2191,27.9055,0.0165,0.12570988867962482,1.0459,8.7487,0.0768,-4173.969634289816,57.648
927,-4.9627,5.8746,24.9627,0.0255,0.0633,0.4254,9.1526,0.0306,-5238.0,58.2179
928,3.4827,6.8368,16.5173,0.0368,0.0231,0.8146,8.8132,0.0911,-5573.25,55.364556183216706
929,7.0273,3.7146,12.9727,0.0224,0.0468,0.7655,8.8624,0.085,-5515.5,57.9215
930,-2.0555,5.2289,22.0555,0.0176,0.0542,0.5888,9.0776,0.0643,-5640.0,59.2783
931,-1.1627,3.975,21.1627,0.0255,0.1092,0.4722,9.193,0.0953,-5526.75,57.8267
932,2.1645,6.8985,17.8355,0.0247,0.0361,0.8133,8.2823,0.1071,-5428.75,58.4223
933,-5.8855,2.5985,25.8855,0.0225,0.0617,0.4749,8.9541,0.1017,-5295.25,58.957
934,2.5055,6.3005,17.4945,0.0196,0.0919,0.9396,8.3331,0.0283,-5249.25,58.9346
935,3.1645,3.11,16.8355,0.0142,0.0695,1.0199,8.9818,0.0851,-5161.5,58.771
936,0.7064,6.7658,19.2936,0.0179,0.037,0.9193,8.7418,0.105,-6506.5,58.9724
937,0.1618,9.6091,19.8382,0.0176,0.0474,1.0918,8.5459,0.1012,-5697.5,59.0236
938,-1.2164,10.9187,21.2164,0.0234,0.12570988867962482,0.5669,9.6515,0.0989,-5274.25,57.2403
939,1.1891,6.2608,18.8109,0.0446,0.0713,0.5066,9.2064,0.0374,-5414.25,59.3973
940,3.4482,5.2947,16.5518,0.0201,0.0845,0.4382,8.5407,0.0685,-5644.0,57.976
941,2.0909,4.8154,17.9091,0.0243,0.1013,0.6815,8.8909,0.0381,-5398.25,58.0284
942,24.4791,7.7394,15.5209,0.0146,0.0529,0.7162,9.2433,0.0942,-6380.0,59.9678
943,-0.3236,3.596,20.3236,0.028,0.0574,0.7642,9.3335,0.0658,-6375.75,57.9302
944,-1.5118,6.4179,21.5118,0.0259,0.0483,1.0135,8.6439,0.0828,-6225.75,59.6698
945,23.2655,5.8803,16.7345,0.0319,0.0332,0.8556,8.7879,0.1013,-5523.75,58.5803
946,-2.6355,6.1127,22.6355,0.0162,0.0288,0.9163,9.0606,0.1062,-5409.0,58.0251
947,-1.9291,4.0911,21.9291,0.0195,0.0897,0.7258,8.9979,0.0381,-5490.25,58.2456
948,1.3255,7.4533,18.6745,0.0201,0.0812,0.8263,8.7646,0.1016,-5440.5,57.5303
949,1.7909,5.1569,18.2091,0.0226,0.1018,0.565,9.534,0.0326,-5224.25,59.4253
950,3.0791,4.4853,16.9209,0.0295,0.0262,0.8427,8.3006,0.0615,-5183.0,57.3599
951,-5.76,3.5226,25.76,0.0237,0.065,0.8387,9.6136,0.1014,-5301.75,58.1487
952,4.6209,5.9706,15.3791,0.0186,0.0419,0.8304,8.5801,0.08479174472722506,-5714.25,58.6659
953,3.8509,3.3876,16.1491,0.0189,0.0335,0.7162,9.1502,0.0816,-5527.0,58.6585
954,-6.6055,6.0071,26.6055,0.0139,0.0595,0.8159,8.7932,0.0643,-5242.25,57.7331
955,-4.8609,6.2351,24.8609,0.0308,0.0844,0.5669,9.6515,0.084,-4977.5,61.2474
956,-3.2155,2.7452,23.2155,0.0132,0.0662,0.8934,8.8597,0.0861,-5360.5,57.4271
957,-1.67,6.8634,21.67,0.0433,0.0816,0.815,8.9833,0.0858,-5648.25,58.3601
958,23.9018,8.4806,16.0982,0.0318,0.0512,0.9251,8.8287,0.0949,-5466.5,58.1861
959,12.0627,5.309,27.9373,0.0286,0.0504,0.7898,9.1784,0.0366,-5652.0,57.2713
960,3.1418,4.4095,16.8582,0.04999362581099474,0.0388,0.811,9.2291,0.1019,-6378.5,57.9969
961,8.8173,8.7428,11.1827,0.0195,0.0406,0.4389,8.7851,0.0841,-6554.75,57.3758
962,5.5318,5.0629,14.4682,0.0196,0.0743,0.8161,8.3006,0.0615,-5553.0,59.1953
963,-1.4564,3.5747,21.4564,0.0209,0.0568,0.9163,9.0606,0.0858,-6351.0,58.877
964,-0.7782,3.9458,20.7782,0.0256,0.0334,0.5799,8.7568,0.0786,-6048.5,57.8749
965,0.4591,4.2411,19.5409,0.0342,0.0307,0.8384,8.5177,0.0909,-6501.5,56.5119
966,1.8109,5.9964,18.1891,0.0273,0.0621,0.7193,9.1141,0.089,-5043.5,56.7229
967,-6.3845,5.1659,26.3845,0.027,0.0414,0.6605,8.662,0.1037,-5316.25,59.0025
968,13.5955,8.3351,26.4045,0.026,0.046,0.9413,9.7484,0.0968,-6470.0,55.364556183216706
969,4.6227,3.6709,15.3773,0.023530300191693738,0.0446,0.7584,8.1728,0.1002,-5357.0,59.7028
970,7.9373,3.0303,12.0627,0.0118,0.0222,0.869,8.5251,0.0856,-5411.5,59.2458
971,-0.6818,4.6431,20.6818,0.0154,0.0574,0.8263,8.7646,0.0333,-5215.5,59.368
972,4.4209,5.5992,15.5791,0.0188,0.0591,0.9066,8.7552,0.0329,-5337.0,56.0862
973,1.4609,5.8149,18.5391,0.0208,0.0531,0.4685,8.897,0.1092,-5663.5,60.1502
974,6.0773,3.9105,13.9227,0.0212,0.0494,0.9725,8.3436,0.108,-5543.0,57.1918
975,7.7727,9.7235,12.2273,0.0164,0.0475,0.4389,8.7851,0.0774,-6467.25,59.0096
976,24.3791,6.4746,15.6209,0.0407,0.0285,1.1054,8.6789,0.0243,-5468.25,58.6635
977,3.7555,7.5153,16.2445,0.027,0.0639,0.5066,9.2064,0.0374,-5206.0,57.5861
978,23.9945,3.61,16.0055,0.0397,0.0646,0.8007,9.2658,0.0768,-5301.0,58.0752
979,10.0236,8.1842,29.9764,0.0289,0.027,0.9794,8.5155,0.0964,-5500.0,59.0444
980,-5.5327,4.2575,25.5327,0.0225,0.0148,0.8227,8.5762,0.0914,-5612.5,58.6493
981,3.1427,4.1328,16.8573,0.0235,0.0927,0.647,9.0402,0.0306,-5313.5,58.3477
982,-8.3955,6.2134,28.3955,0.0392,0.0753,0.8041,9.2328,0.0969,-5474.25,58.1165
983,-1.3127,4.3131,21.3127,0.0273,0.0502,0.4685,8.897,0.0353,-5863.0,58.7308
984,-1.5764,5.4363,21.5764,0.0158,0.0488,0.6066,8.7073,0.0658,-6492.25,59.1691
985,-2.6591,6.2544,22.6591,0.0264,0.0719,1.0918,7.606924722813452,0.0272,-5304.75,58.2359
986,-2.8845,2.406,22.8845,0.0222,0.0612,0.6254,9.004,0.0791,-4821.5,59.6879
987,23.3109,4.9295,16.6891,0.0217,0.0494,1.1086,8.7495,0.0779,-5553.0,58.3569
988,-6.0545,6.0601,26.0545,0.0187,0.0516,0.7663,8.7219,0.0921,-6624.0,59.0359
989,26.1536,7.7496,13.8464,0.0285,0.0492,0.7747,9.2655,0.0942,-6250.25,58.1258
990,-4.6109,6.1402,24.6109,0.0188,0.02,1.1213,9.0811,0.0733,-6521.5,58.8545
991,0.1982,2.5177,19.8018,0.0223,0.0694,1.0199,8.9818,0.0838,-5289.0,58.7877
992,-12.0473,10.8564,32.0473,0.0251,0.054,0.8384,8.5177,0.094,-6417.25,57.6475
993,-6.4836,4.0269,26.4836,0.0106,0.0594,1.0891,8.6942,0.08843027904267747,-5491.5,57.7407
994,-5.6018,5.7121,25.6018,0.03,0.0605,1.1638,8.3324,0.0969,-5558.25,58.0148
995,-0.0236,5.4204,20.0236,0.0191,0.068,1.0186,8.7383,0.0839,-5132.0,58.1441
996,-0.6067692233624697,5.622678455830501,20.25069096606779,0.0234,0.0548,0.5836,8.6706,0.0909,-6616.0,59.0306
997,-6.0445,9.3679,26.0445,0.0161,0.0465,0.5888,9.0776,0.0664,-6474.25,58.3078
998,-2.1555,3.9525,22.1555,0.0365,0.054,0.7558,8.4278,0.0881,-5494.75,58.2507
999,-3.8982,3.6575,23.8982,0.0222,0.0593,0.5888,9.0776,0.0643,-6344.25,58.1124
1000,2.0009,7.7429,17.9991,0.0413,0.0482,0.7663,8.7219,0.0782,-5750.5,59.8375
1001,-2.3109,7.9419,22.3109,0.0112,0.0911,0.5329,8.6024,0.0315,-6553.5,61.0082
1002,27.4627,4.4594,12.5373,0.04999362581099474,0.046,0.596,9.3998,0.0942,-6312.25,59.4917
1003,2.7582,7.593,17.2418,0.0206,0.0213,0.8217,9.1156,0.1062,-6482.75,58.3374
1004,3.1727,3.742,16.8273,0.024,0.0365,0.3512,9.9095,0.0356,-5694.25,58.0533
1005,-1.2427,5.5738,21.2427,0.0234,0.0243,0.9072,9.2016,0.1062,-6471.25,59.1449
1006,-6.0845,5.4246,26.0845,0.0198,0.0477,1.1623,9.4336,0.0686,-5291.0,59.6397
1007,-1.7609,11.0497,21.7609,0.0191,0.0495,0.604,8.7283,0.0868,-5962.0,58.0641
1008,3.3655,3.9414,16.6345,0.0139,0.0334,0.7316,8.8043,0.0828,-5723.5,59.2147
1009,0.8527,5.5495,19.1473,0.021,0.0239,0.8198,9.3868,0.0328,-5475.5,58.7259
1010,1.54,9.366,18.46,0.0256,0.0505,0.57,8.7662,0.0283,-6656.5,57.7936
1011,-2.7845,2.6974,22.7845,0.0256,0.0585,0.7053,8.7635,0.0699,-5345.25,60.5249
1012,4.4036,4.6098,15.5964,0.027,0.12570988867962482,0.6302,8.8249,0.077,-4173.969634289816,58.4853
1013,-5.3055,3.6862,25.3055,0.0173,0.0476,1.0644,8.9336,0.15596533270297572,-5432.5,58.2233
1014,1.63,6.7438,18.37,0.0274,0.1065,0.7849,8.324,0.1068,-5690.25,57.9062
1015,3.19,7.8401,16.81,0.0286,0.0399,0.604,8.7283,0.0871,-5699.75,57.806
1016,20.5864,4.7979,19.4136,0.0428,0.0562,0.8735,10.053810884229684,0.0778,-6274.75,57.9568
1017,-1.1582,4.9308,21.1582,0.0331,0.0409,0.8883,8.9546,0.0849,-6449.25,59.011
1018,-0.95,3.4077,20.95,0.0218,0.0584,0.9735,8.4896,0.0868,-6341.25,59.2654
1019,-1.86,4.7955,21.86,0.0179,0.0879,0.7506,8.322,0.0363,-5631.75,58.5841
1020,26.6136,4.4058,13.3864,0.0329,0.0496,0.596,9.3998,0.0968,-6454.5,58.4718
1021,-3.2436,5.7353,23.2436,0.0351,0.0697,0.5858,9.1637,0.0306,-5395.5,57.5174
1022,0.59,2.3731,19.41,0.0232,0.033,0.9186,8.4537,0.0353,-5343.75,58.111
1023,-3.6155,2.9962,23.6155,0.0135,0.0444,1.0186,8.7383,0.0861,-5303.5,58.5777
1024,-1.6045,3.8038,21.6045,0.0155,0.0529,1.0199,8.9818,0.0939,-5768.0,58.433
1025,3.0945,1.6872,16.9055,0.0285,0.036,0.8231,8.3542,0.0916,-5603.75,60.4254
1026,0.5755,8.1897,19.4245,0.0176,0.0666,0.6987,9.7836,0.0806,-6736.0,58.1685
1027,1.2882,8.2318,18.7118,0.0212,0.0828,0.6805,8.5596,0.0751,-5197.5,58.4638
1028,16.8445,9.8085,23.1555,0.0151,0.0513,0.7747,9.2655,0.1013,-6198.5,58.7409
1029,-1.0545,9.2151,21.0545,0.0207,0.0638,1.1623,9.4336,0.0684,-5693.75,58.7911
1030,-0.1918,3.0794,20.1918,0.0195,0.0888,0.7558,8.4278,0.0903,-5215.5,58.4119
1031,2.6227,4.3681,17.3773,0.0294,0.0697,0.4685,8.897,0.0847,-5984.0,58.0099
1032,2.1973,3.7115,17.8027,0.0222,0.086,0.6257,8.3179,0.0909,-5517.75,58.9915
1033,-9.4964,4.1991,29.4964,0.0173,0.0491,0.7574,9.043,0.0938,-6377.0,60.179
1034,-5.1255,3.6831,25.1255,0.031,0.0536,0.5765,8.3591,0.0881,-5476.25,57.2919
1035,0.2573,8.6821,19.7427,0.0196,0.0359,0.9873,8.659,0.105,-5232.25,57.0785
1036,3.3955,6.8737,16.6045,0.0158,0.0649,0.9639,8.6915,0.097,-5468.0,59.0527
1037,2.6873,3.6244,17.3127,0.0168,0.0894,1.1248,8.6005,0.0263,-5761.0,57.6372
1038,11.6818,6.6665,28.3182,0.04999362581099474,0.0353,0.662,8.8033,0.0366,-5597.0,59.4921
1039,2.5336,4.8187,17.4664,0.0401,0.0557,0.7593,8.77,0.0278,-6454.5,57.4956
1040,22.3736,9.6886,17.6264,0.027,0.0535,0.9059,8.5405,0.0969,-6294.25,58.4948
1041,2.3855,6.7805,17.6145,0.0307,0.0283,0.9726,8.2638,0.0751,-5335.5,58.7566
1042,0.9991,4.7485,19.0009,0.022,0.0486,0.7681,10.053810884229684,0.0932,-6233.5,57.1635
1043,11.4855,5.4073,8.5145,0.0153,0.0477,0.7316,8.8043,0.0835,-6329.75,58.3253
1044,1.2109,3.1765,18.7891,0.0273,0.0427,1.0199,8.9818,0.0851,-5547.5,58.7296
1045,-0.5455,5.4201,20.5455,0.0248,0.066,0.6373,8.8581,0.0859,-5711.75,59.5656
1046,2.74,4.2038,17.26,0.0262,0.0582,0.3963,8.7696,0.0278,-6453.0,59.2515
1047,-0.2173,3.1175,20.2173,0.0273,0.0682,0.687,8.8505,0.0938,-6214.5,58.1394
1048,0.7355,4.7399,19.2645,0.0231,0.0193,0.9238,8.572,0.086,-4386.0,58.8753
1049,-2.8245,2.9356,22.8245,0.0124,0.0714,0.6787,8.3845,0.0324,-5552.25,60.1442
1050,-3.7073,3.3667,23.7073,0.0326,0.0398,0.5858,9.1637,0.1017,-5194.75,58.5713
1051,-5.1645,4.42,25.1645,0.0156,0.1038,0.5329,8.6024,0.0956,-6333.25,58.3392
1052,-0.2618,12.044054218287883,20.2618,0.0236,0.0387,0.8343,9.0622,0.0937,-5227.0,57.6611
1053,-2.3127,4.7977,22.3127,0.0387,0.0714,0.8297,8.5615,0.0324,-5300.5,59.5424
1054,-1.99,6.1495,21.99,0.0215,0.0712,0.565,9.534,0.0924,-5526.5,61.0155
1055,-0.2173,5.3996,20.2173,0.0225,0.0561,0.7593,8.77,0.0855,-5409.25,58.7883
1056,-3.9073,6.9496,23.9073,0.0233,0.1109,0.8758,9.152,0.1005,-6247.0,56.7643
1057,2.0609,3.9852,17.9391,0.0124,0.0352,0.7990622918153593,8.892859300634656,0.0791,-5353.25,59.1346
1058,-1.9573,9.1321,21.9573,0.0238,0.0567,0.5836,8.6706,0.0639,-5541.75,59.0052
1059,17.6864,6.5423,22.3136,0.0134,0.0516,1.0644,8.9336,0.0779,-5261.75,59.6378
1060,2.1145,5.1912,17.8855,0.0289,0.0738,1.0631,8.7932,0.0878,-5617.5,58.1372
1061,5.17,6.4886,14.83,0.015,0.0625,0.4744,8.2061,0.0319,-5285.0,57.6087
1062,27.651775678753342,2.6817,11.3645,0.0188,0.0399,1.0959,8.6667,0.0754,-6518.25,56.3047
1063,0.9827,6.454,19.0173,0.0188,0.0431,0.9735,8.4896,0.0652,-6331.25,59.1158
1064,2.3182,8.4018,17.6818,0.0267,0.0407,0.7139,9.131,0.0631,-5502.0,58.4722
