,feature_60,feature_478,feature_133,feature_65,feature_349,feature_435,feature_124,feature_34,feature_563,feature_118,feature_442,feature_148
759,-2.5382,6.2289,2.2785,22.5382,0.025,14.374,15.77,9.2189,264.272,58.4712,0.7447,0.0069
760,1.47,5.7143,2.2749,18.53,0.0168,11.8385,15.79,8.6544,264.272,58.816,0.6641,0.0113
761,0.1691,12.050161098801356,2.2967,19.8309,0.0282,9.1255,15.94,9.2047,262.38418370693256,57.7984,0.7153,0.0147
762,27.651944607378546,9.2718,2.3596,10.2491,0.016,11.0101,15.79,8.6667,265.14,58.3584,1.0959,0.0143
763,18.4,8.9202,2.3099,21.6,0.0257,14.1548,15.84,8.5405,253.04,57.1909,0.9059,0.0239
764,-5.9336,6.0378,2.2564,25.9336,0.0238,6.4177,15.81,8.7199,266.948,59.1439,0.714,0.0148
765,-5.9273,5.2422,2.2725,25.9273,0.0181,12.1653,15.82,8.7635,266.248,61.3327,0.7053,0.0141
766,0.0627,2.6068,2.2877,19.9373,0.021067761345421845,15.8597,15.91,8.3267,264.272,56.5933,0.9329,0.0091
767,-2.6655,2.2386,2.2474,22.6655,0.015,9.7506,15.77,9.6136,264.272,57.9272,0.8387,0.0148
768,-1.0409,4.9073,2.4439,21.0409,0.019,8.6439,15.57,9.0606,263.0854673143984,58.3517,0.9163,0.0131
769,-5.3355,5.6449,2.3073,25.3355,0.0347,9.3385,15.76,8.536,267.316,57.67,1.1525,0.037782954220831
770,-1.9682,10.2046,2.3401,21.9682,0.0163,5.6556,15.94,8.5334,252.824,58.7098,0.9826,0.0087
771,23.7136,8.0391,2.3596,16.2864,0.0471,9.7837,15.79,10.056017592522666,261.8924543868085,59.2643,0.8735,0.0097
772,3.2273,6.132,2.3331,16.7727,0.0252,9.5665,15.75,8.6068,264.272,58.4036,0.9812,0.0119
773,0.3491,4.672,2.349,19.6509,0.0235,12.9186,15.71,8.897,264.466,59.1559,0.4685,0.0254
774,-3.6564,4.4621,2.3124,23.6564,0.0315,6.6298,15.91,8.6397,265.688,58.9384,0.9965,0.0282
775,18.3209,2.2849,2.3903,21.6791,0.04999901438308338,6.3174,15.71,8.7599,246.422,58.1062,1.0407,0.0062
776,2.6218,5.5797,2.3391,17.3782,0.0199,10.9589,15.83,8.4896,272.5,58.009,0.9735,0.0181
777,2.5027,7.8622,2.3052,17.4973,0.0187,7.2854,15.89,9.5713,262.5937817960658,58.2938,0.7928,0.0212
778,1.8318,4.2518,2.2757,18.1682,0.026,7.6665,15.71,8.6024,264.272,58.585,0.5329,0.0187
779,-11.4709,3.3268,2.3408,31.4709,0.0242,8.1297,15.85,9.8481,245.686,59.0736,0.764,0.009
780,1.0145,3.6118,2.2553,18.9855,0.0185,12.7767,15.76,8.7073,269.896,57.7032,0.6066,0.0129
781,2.5718,6.2216,2.3654,17.4282,0.024,11.1287,15.85,9.6938,263.0337628519455,57.9423,0.9729,0.0137
782,0.2527,12.050161098801356,2.3991,19.7473,0.0157,8.375,15.72,8.7073,248.144,57.9063,0.6066,0.0128
783,-3.1518,4.6772,2.4201,23.1518,0.0171,5.9819,15.56,9.22,263.106,57.9328,0.9916,0.0047
784,-1.8736,4.2324,2.2826,21.8736,0.0212,8.4814,15.79,8.8973,264.272,59.1915,0.6796,0.0092
785,1.5882,5.4022,2.2949,18.4118,0.0266,3.2361,15.7,8.6556,273.128,58.9044,0.6163,0.0164
786,-7.5073,6.2009,2.3162,27.5073,0.0267,11.2751,15.75,8.9635,261.57625455111287,55.9967,0.7643,0.0192
787,2.4718,6.6471,2.2771,17.5282,0.0155,6.3065,16.01,8.7283,250.886,58.244,0.604,0.0094
788,26.8609,6.0001,2.3038,13.1391,0.0162,16.8906,15.85,8.6211,264.13,59.6506,0.7408,0.0215
789,13.1136,5.8357,2.2931,26.8864,0.04999901438308338,9.4356,16.04,8.8388,261.806,58.0546,0.9836,0.0238
790,22.7636,5.2072,2.3025,17.2364,0.0426,14.5221,15.81,8.7879,262.2795318505894,59.8306,0.8556,0.0215
791,5.9491,6.4118,2.3881,14.0509,0.0242,6.1321,15.85,8.2823,263.072,57.7631,0.8133,0.0225
792,-1.65,4.5493,2.2453,21.65,0.0209,11.7115,15.8,9.004,264.376,60.2503,0.6254,0.0106
793,-6.6618,5.7503,2.2445,26.6618,0.0215,8.6924,15.79,8.3591,265.304,56.8642,0.5765,0.015
794,-0.3327,6.2662,2.3632,20.3327,0.0265,6.9297,15.92,8.8513,263.484,58.5221,1.062,0.0272
795,-2.67,7.8399,2.2634,22.67,0.0257,5.3615,15.76,9.0639,264.272,57.9271,0.9091,0.013
796,-4.5718,6.4959,2.2539,24.5718,0.0172,7.775,15.78,8.9607,280.656,57.7583,0.7392,0.0171
797,4.9082,3.0357,2.4025,15.0918,0.0132,3.6114,15.84,8.8836,259.738,57.1484,0.7511,0.0133
798,5.4209,7.0153,2.3042,14.5791,0.0222,16.6222,15.76,8.58,245.676,58.4981,0.684,0.0122
799,1.5218,4.3655,2.3207,18.4782,0.0281,11.8547,15.83,8.6074,261.706,58.4395,0.8787,0.0193
800,9.2082,9.6042,2.3834,30.7918,0.0375,6.8115,15.83,8.6013,265.1,59.9297,1.1815,0.0323
801,1.1655,3.6022,2.1995,18.8345,0.0206,9.4326,16.09,8.8105,272.014,58.5606,0.4817,0.016
802,-2.8727,3.7156,2.2954,22.8727,0.0188,14.6796,15.71,8.58,264.272,56.9176,0.684,0.0203
803,4.5918,3.8241,2.2989,15.4082,0.0262,14.4172,15.84,9.0145,264.952,59.0598,0.5478,0.0237
804,0.2236,3.3124,2.212,19.7764,0.019,12.4243,15.98,8.3808,255.872,58.2492,0.8076,0.0083
805,-0.2718,8.4926,2.4044,20.2718,0.018,17.2427,15.67,8.5615,253.366,58.0806,0.832,0.0112
806,-5.9682,3.8774,2.3914,25.9682,0.0193,10.3345,15.81,8.9132,255.022,57.9343,0.656,0.0063
807,-6.0636,4.5022,2.2392,26.0636,0.02,9.3076,15.83,8.9036,274.838,58.4738,0.8089,0.0185
808,27.6182,6.3688,2.362,12.3818,0.04999901438308338,5.5833,15.7,9.3851,260.506,58.7707,0.4221,0.0264
809,2.9545,5.7415,2.2886,17.0455,0.015884097273481213,10.2515,15.73,8.1728,264.272,59.7619,0.7584,0.0186
810,-2.9182,5.7046,2.2527,22.9182,0.0247,10.3584,15.81,8.7779,266.93,59.5532,0.466,0.0201
811,2.75,3.8384,2.3573,17.25,0.022,13.8104,15.87,8.6439,262.05788244374315,57.8299,1.0135,0.0171
812,0.7227,3.6395,2.2967,19.2773,0.0141,9.5046,15.94,8.7867,262.11642939171577,58.9889,0.78,0.0053
813,-8.64,8.846,2.3654,28.64,0.0295,2.6692,15.85,8.5788,261.98301206115764,58.1534,0.9715,0.0189
814,-3.0909,7.2454,2.3106,23.0909,0.021,4.1618,15.74,8.7556,264.272,59.1113,0.8532,0.008
815,15.9527,3.614,2.3351,24.0473,0.0397,23.283439254242147,15.7,9.1784,264.334,55.9712,0.7898,0.0196
816,14.9018,7.8561,2.3128,25.0982,0.0175,6.5315,15.91,9.5642,262.4305141262298,58.803,0.5593,0.0229
817,2.8727,5.1336,2.2726,17.1273,0.0209,10.1587,15.76,8.8355,258.188,58.704,0.8571,0.0066
818,3.1191,4.7727,2.3162,16.8809,0.0191,7.338,15.75,9.6938,248.496,56.8481,0.9729,0.0062
819,-1.1255,6.3446,2.3244,21.1255,0.0137,13.2822,15.69,8.7418,262.51609336047494,57.6715,0.9193,0.0163
820,-2.9727,5.8586,2.3867,22.9727,0.0179,8.9655,15.89,9.0942,264.272,58.4606,0.7677,0.0119
821,2.2727,5.0108,2.2458,17.7273,0.0203,12.436,15.79,8.3159,247.216,58.4311,0.74,0.0093
822,25.0382,12.050161098801356,2.3326,14.9618,0.0235,16.1365,16.01,10.056017592522666,261.338,58.0644,0.5279,0.0214
823,-0.0045,7.5303,2.2527,20.0045,0.0269,5.8286,15.81,8.1161,266.932,58.6568,0.8595,0.0159
824,14.7345,5.0284,2.3737,25.2655,0.023,7.0865,15.87,9.4043,263.3562442452197,58.0372,0.5677,0.0096
825,19.8,7.0096,2.3221,20.2,0.0137,8.4153,15.88,9.2658,262.2,59.1295,0.8007,0.0166
826,3.97,6.5183,2.3122,16.03,0.0268,6.135,15.87,8.6572,266.526,58.8213,1.1404,0.023
827,-0.5045,2.8381,2.3797,20.5045,0.0242,10.0917,15.88,8.2776,264.272,58.3899,0.6857,0.0086
828,3.3055,12.050161098801356,2.3149,16.6945,0.044,6.1081,15.88,8.9416,261.2440498375029,59.898,0.7121,0.03
829,0.4382,5.5751,2.2569,19.5618,0.0168,9.3806,15.84,9.1287,262.35195382429447,58.6096,0.8163,0.0221
830,-2.0309,3.7989,2.2247,22.0309,0.0149,9.0161,15.96,8.322,256.85,57.963,0.7506,0.0098
831,0.5364,4.1514,2.416,19.4636,0.021,7.5516,15.89,8.7609,254.844,57.8447,1.0404,0.0055
832,4.7282,5.44,2.2718,15.2718,0.0242,17.9477,15.9,9.0447,272.998,58.0124,0.7534,0.0183
833,0.2355,5.5748,2.3797,19.7645,0.0157,13.3436,15.88,8.7782,264.272,58.8242,0.745,0.0178
834,-1.9727,2.7865,2.1996,21.9727,0.0175,11.1132,16.09,8.3808,264.272,56.4178,0.8076,0.0213
835,2.9964,4.3328,2.3073,17.0036,0.0164,12.946,15.76,9.2328,264.272,59.4345,0.8041,0.0178
836,-0.3773,5.0724,2.3187,20.3773,0.0251,13.9517,15.8,8.7326,253.024,56.4055,0.6259,0.0066
837,24.8064,7.1654,2.3596,15.1936,0.0426,8.8526,15.79,8.7947,263.03321760308444,58.9434,0.8446,0.0181
838,0.4782,5.2546,2.3234,19.5218,0.0437,13.926,15.67,8.3591,264.272,57.2318,0.5765,0.0167
839,2.5964,6.0507,2.3735,17.4036,0.0222,3.6986,15.8,8.659,262.2855719217238,58.1903,0.9873,0.0216
840,1.4218,5.4321,2.3128,18.5782,0.0275,14.056,15.91,9.1757,265.4,57.2372,0.7059,0.0314
841,1.4036,2.7193,2.3132,18.5964,0.0257,13.1282,15.91,8.4092,268.266,57.9937,0.9251,0.0281
842,27.651944607378546,12.050161098801356,2.3312,34.62861705988786,0.023,13.5645,15.94,10.056017592522666,246.288,58.3686,0.7681,0.0097
843,4.7864,3.9746,2.3737,15.2136,0.0253,8.647,15.87,9.043,266.674,58.6295,0.7574,0.0232
844,-1.8827,3.4658,2.2726,21.8827,0.03,9.9252,15.76,8.8909,269.964,58.2697,0.6815,0.0124
845,9.8418,4.8133,2.4067,30.1582,0.0411,6.4831,15.75,8.3754,259.262,60.3448,0.7808,0.0234
846,18.63,3.6188,2.307,21.37,0.0221,12.4431,15.9,9.2433,262.3951651329817,59.6983,0.7162,0.0249
847,-6.6464,4.6056,2.2247,26.6464,0.0168,7.9556,15.96,8.8215,269.226,58.4327,0.573,0.0168
848,27.651944607378546,8.5143,2.2932,11.7045,0.0166,7.2788,15.91,9.6484,254.006,58.656,0.7384,0.0141
849,-1.9827,3.8989,2.4349,21.9827,0.015,11.8362,15.77,8.5862,264.272,56.7738,0.9332,0.0117
850,4.8127,2.9198,2.2802,15.1873,0.0122,5.2934,15.8,8.5003,264.272,59.0538,0.8638,0.0188
851,-1.3227,11.7319,2.2937,21.3227,0.0172,9.3718,15.98,8.5232,262.96463156823324,58.8705,1.0338,0.0232
852,1.4355,6.3172,2.3132,18.5645,0.0374,8.5025,15.84,8.9416,275.79,59.9394,0.7121,0.0134
853,0.1155,5.1901,2.3406,19.8845,0.0128,10.1315,15.9,8.5788,262.37465082105194,58.7816,0.9715,0.0106
854,-0.0509,3.5047,2.4253,20.0509,0.0203,10.3845,15.77,8.7609,257.408,57.9173,1.0404,0.0067
855,1.89,3.255,2.3936,18.11,0.0171,5.2652,15.87,8.7373,247.658,56.9124,0.587,0.0104
856,2.6991,6.2357,2.1995,17.3009,0.0285,8.9749,16.09,8.1409,264.272,58.7298,0.7663,0.0053
857,-2.9355,4.0987,2.3797,22.9355,0.03,6.5213,15.88,8.9979,252.756,58.8815,0.7258,0.0097
858,1.5273,6.2217,2.2939,18.4727,0.014,8.8089,15.83,8.9036,284.73166352931474,57.8852,0.8089,0.0319
859,1.5527,4.471,2.3391,18.4473,0.0224,9.0256,15.83,9.3851,263.406,58.6073,0.4221,0.0135
860,-8.6982,6.9142,2.3402,28.6982,0.0233,11.9858,15.88,8.441,250.694,58.7867,0.9383,0.0082
861,0.1491,5.4108,2.3323,19.8509,0.0201,12.7542,15.97,8.5891,270.398,57.7526,1.1255,0.0215
862,-1.89,6.5694,2.4201,21.89,0.0232,10.9896,15.56,8.4855,264.272,59.2941,0.8145,0.0151
863,1.0518,7.4639,2.3793,18.9482,0.0144,10.0078,15.94,8.8889,264.272,58.3793,1.0478,0.0079
864,-1.5664,3.686,2.3997,34.62861705988786,0.04999901438308338,5.3904,15.77,9.2436,258.524,57.1943,0.8926,0.02
865,2.2518,4.0085,2.3044,17.7482,0.0239,14.5067,15.9,8.5855,252.686,58.2197,0.9588,0.012
866,3.9027,9.1554,2.3481,16.0973,0.0217,8.6892,15.74,8.3006,264.272,58.4541,0.8161,0.0232
867,5.6382,7.1516,2.2604,14.3618,0.0277,9.9701,15.76,8.7609,248.652,58.7891,1.0404,0.007
868,4.8791,3.1537,2.2927,15.1209,0.0185,7.2152,15.8,8.942,264.272,57.4107,0.9143,0.0075
869,4.4409,4.7966,2.3936,15.5591,0.0162,14.3156,15.87,8.2832,248.304,59.0061,0.7664,0.007
870,-2.2409,5.1201,2.2821,22.2409,0.0138,3.7001,15.8,8.8562,254.818,58.172,0.6179,0.009
871,1.4464,4.7955,2.2771,18.5536,0.0284,6.0477,16.01,8.7812,262.70504840057197,59.6185,0.8231,0.0088
872,-3.4191,4.1054,2.3079,23.4191,0.0281,5.6883,15.71,8.2914,264.272,59.2586,0.6385,0.0214
873,-2.3391,4.2557,2.3402,22.3391,0.023,3.4169,15.88,8.7812,271.98,59.4098,0.8231,0.024
874,-2.4436,5.0766,2.2886,22.4436,0.0247242442619478,13.1569,15.73,8.1728,254.424,58.2191,0.7584,0.0118
875,9.2827,4.1834,2.2773,10.7173,0.0244,11.4351,15.97,8.7994,263.06077547962394,59.8385,0.8435,0.0188
876,1.0673,4.879,2.3805,18.9327,0.0169,9.522,15.75,8.5003,248.712,56.6221,0.8638,0.0066
877,22.4382,6.1088,2.298,17.5618,0.0176,12.5659,15.86,8.5218,262.6177925309258,59.4586,1.0323,0.0287
878,1.3009,5.1379,2.3331,18.6991,0.0226,9.0139,15.75,8.2395,264.272,57.6795,1.0216,0.0241
879,0.23,7.5804,2.3323,19.77,0.0257,11.9012,15.97,8.5779,262.5793996237034,57.1332,1.0189,0.0236
880,3.3882,3.9686,2.3797,16.6118,0.022,7.3437,15.88,9.7137,264.272,58.9962,0.3973,0.0093
881,-0.5336,5.1598,2.2757,20.5336,0.0213,13.8143,15.86,8.7015,264.272,58.5492,0.8336,0.0237
882,-7.6655,4.0743,2.2407,27.6655,0.0209,7.6482,15.75,8.6556,264.272,59.8266,0.6163,0.0138
883,0.67,3.9365,2.1919,19.33,0.0188,8.7827,16.07,9.0402,253.614,59.1841,0.647,0.0087
884,15.6791,8.6597,2.303,24.3209,0.0145,12.7017,15.84,8.5788,264.296,58.7322,0.9683,0.0299
885,0.4855,6.8579,2.3207,19.5145,0.0243,11.2084,15.83,8.3179,268.968,58.9799,0.6257,0.0148
886,0.3209,3.7579,2.3797,19.6791,0.0271,11.4555,15.88,8.2832,272.62,58.3648,0.7664,0.0244
887,17.5473,4.4298,2.3397,22.4527,0.0433,6.6372,15.96,8.9336,260.862,56.4963,1.0644,0.0064
888,15.1509,5.1087,2.3397,24.8491,0.0428,13.7931,15.96,9.1585,260.078,57.5651,0.9368,0.0052
889,2.8355,3.5958,2.3025,17.1645,0.0431,10.2145,15.81,9.4043,267.21,59.8067,0.5677,0.0237
890,-3.3455,5.7818,2.2563,23.3455,0.0205,6.063,15.75,10.056017592522666,264.272,57.7125,0.8229,0.0202
891,27.651944607378546,7.5726,2.3403,10.8836,0.0208,7.5703,15.85,10.056017592522666,265.82,57.9104,0.8735,0.0176
892,-3.1382,3.4336,2.2407,23.1382,0.0175,8.1112,15.75,8.627,268.664,58.6019,0.5742,0.0202
893,1.7036,4.4746,2.2737,18.2964,0.0267,12.547,15.84,9.088,264.272,57.0841,0.481,0.0266
894,24.9027,6.9238,2.3397,15.0973,0.0433,7.1001,15.96,8.659,263.5671259446738,59.4302,1.2771,0.017
895,0.8018,5.6521,2.3796,19.1982,0.04999901438308338,9.7212,15.74,8.4092,262.43336499777183,59.222,0.9251,0.0237
896,-0.2418,6.9587,2.4214,20.2418,0.0193,12.5191,15.62,8.7073,259.954,60.0756,0.6066,0.0188
897,5.5782,4.5757,2.3646,14.4218,0.0329,10.2907,15.97,8.6406,253.376,58.8901,0.8235,0.0091
898,3.8164,9.7437,2.4214,16.1836,0.0162,10.772369252575926,15.62,8.7144,263.928,58.6991,1.2672,0.0253
899,-3.4964,6.2188,2.3867,23.4964,0.0173,11.1697,15.89,8.7646,250.764,58.5661,0.8263,0.012
900,3.4827,2.4138,2.2555,16.5173,0.025567235170576613,7.5507,15.74,8.436,264.272,58.7007,1.0765,0.0238
901,-11.9682,7.0926,2.2928,31.9682,0.0259,14.4853,15.91,8.5218,261.86873245087384,58.3673,1.0323,0.0091
902,-7.1518,3.2322,2.2247,27.1518,0.0168,10.8108,15.96,8.7556,264.272,58.4912,0.8532,0.0194
903,-2.9973,6.1033,2.3161,22.9973,0.0224,13.0785,15.89,8.828,268.87,57.4276,0.8345,0.0318
904,15.3073,5.9828,2.2771,24.6927,0.0232,16.485,16.01,8.6527,262.12114001127844,58.6987,1.1869,0.0282
905,-0.0555,11.0059,2.3654,20.0555,0.0307,11.4983,15.85,8.7283,262.0265254646537,58.3544,0.604,0.0224
906,-2.6364,3.7718,2.2474,22.6364,0.0167,16.5112,15.77,8.8331,257.296,58.8696,0.9359,0.01
907,1.0309,5.1741,2.2631,18.9691,0.0182,10.4938,15.81,8.7401,261.094,58.324,0.7159,0.016
908,13.8118,4.9417,2.3903,26.1882,0.04999901438308338,23.283439254242147,15.71,8.7588,264.056,59.5812,0.4996,0.0117
909,2.4673,2.8374,2.3453,17.5327,0.0233,2.5497,15.92,8.7283,267.298,59.1388,0.604,0.0184
910,6.2636,8.6184,2.2752,13.7364,0.0186,15.1377,15.89,9.7571,264.272,57.9514,0.7852,0.0069
911,-5.9573,5.1833,2.3883,25.9573,0.024,7.6413,15.91,8.3663,268.8,57.2868,0.5779,0.0177
912,23.9555,4.3641,2.3248,16.0445,0.012,11.4286,15.9,10.056017592522666,262.5407181854189,58.3318,0.5279,0.0208
913,1.5118,5.0366,2.2604,18.4882,0.0226,6.7809,15.76,8.4597,272.544,59.3408,0.7832,0.0144
914,0.0327,2.5159,2.4196,19.9673,0.0141,12.0982,15.86,8.8519,259.566,58.2501,0.6927,0.0059
915,-2.5027,4.6539,2.416,22.5027,0.028,4.4883,15.89,8.8562,264.272,57.9909,0.6179,0.0104
916,2.0336,4.4464,2.3301,17.9664,0.032,5.7648,16.0,8.5615,263.43,58.0149,0.832,0.0162
917,5.4964,6.2816,2.4214,14.5036,0.0248,18.2726,15.62,8.2823,264.272,59.841,0.8133,0.0096
918,10.3745,6.9014,2.303,29.6255,0.0135,6.7783,15.84,9.2655,262.04942842283646,58.3608,0.7747,0.0289
919,25.9591,8.6352,2.3524,14.0409,0.0418,9.3354,15.74,8.6667,258.464,58.6701,1.0959,0.0215
920,-2.7936,5.9309,2.3796,22.7936,0.04999901438308338,10.0866,15.74,9.2291,264.272,58.2242,0.811,0.0087
921,-1.5991,6.0422,2.2569,21.5991,0.0257,14.4192,15.84,8.5571,264.272,59.3038,0.7032,0.0145
922,4.7545,6.2911,2.2982,15.2455,0.0254,4.1346,15.57,8.9605,264.272,56.7563,0.9274,0.0131
923,-0.84,7.4516,2.3038,20.84,0.0235,11.9343,15.91,8.828,265.54,58.2193,0.8345,0.0292
924,25.5282,5.6325,2.366,14.4718,0.0232,13.4194,15.91,9.3998,261.892,56.1472,0.596,0.0264
925,20.6,4.3662,2.3756,19.4,0.0113,10.6011,15.72,8.9336,266.384,57.818,1.0644,0.0142
926,12.0945,5.2191,2.3179,27.9055,0.0165,23.283439254242147,15.92,8.7487,262.2075065027251,57.648,1.0459,0.0261
927,-4.9627,5.8746,2.2797,24.9627,0.0255,10.176,15.86,9.1526,259.672,58.2179,0.4254,0.0079
928,3.4827,6.8368,2.3414,16.5173,0.0368,4.2986,15.97,8.8132,266.786,55.36440966816628,0.8146,0.0235
929,7.0273,3.7146,2.3817,12.9727,0.0224,8.7198,15.85,8.8624,250.176,57.9215,0.7655,0.0068
930,-2.0555,5.2289,2.3306,22.0555,0.0176,9.0378,15.97,9.0776,251.012,59.2783,0.5888,0.0063
931,-1.1627,3.975,2.2982,21.1627,0.0255,18.1147,15.57,9.193,264.272,57.8267,0.4722,0.006
932,2.1645,6.8985,2.4073,17.8355,0.0247,6.4815,15.72,8.2823,264.272,58.4223,0.8133,0.022
933,-5.8855,2.5985,2.1911,25.8855,0.0225,11.54,16.1,8.9541,264.272,58.957,0.4749,0.0194
934,2.5055,6.3005,2.3414,17.4945,0.0196,14.888,15.97,8.3331,270.6,58.9346,0.9396,0.0161
935,3.1645,3.11,2.2458,16.8355,0.0142,12.1733,15.79,8.9818,247.47,58.771,1.0199,0.0081
936,0.7064,6.7658,2.2967,19.2936,0.0179,8.434,15.94,8.7418,264.272,58.9724,0.9193,0.0265
937,0.1618,9.6091,2.3087,19.8382,0.0176,8.5382,15.81,8.5459,269.118,59.0236,1.0918,0.0245
938,-1.2164,10.9187,2.2674,21.2164,0.0234,21.5771,15.85,9.6515,269.728,57.2403,0.5669,0.0132
939,1.1891,6.2608,2.2809,18.8109,0.0446,12.4608,15.79,9.2064,264.272,59.3973,0.5066,0.0133
940,3.4482,5.2947,2.3817,16.5518,0.0201,14.5497,15.85,8.5407,245.836,57.976,0.4382,0.0072
941,2.0909,4.8154,2.4079,17.9091,0.0243,17.2791,15.79,8.8909,264.272,58.0284,0.6815,0.0077
942,24.4791,7.7394,2.3715,15.5209,0.0146,11.8458,15.81,9.2433,264.654,59.9678,0.7162,0.0279
943,-0.3236,3.596,2.4073,20.3236,0.028,13.4513,15.72,9.3335,263.058,57.9302,0.7642,0.0107
944,-1.5118,6.4179,2.2697,21.5118,0.0259,11.9724,15.94,8.6439,261.7137626269704,59.6698,1.0135,0.0153
945,23.2655,5.8803,2.3715,16.7345,0.0319,4.452,15.81,8.7879,266.412,58.5803,0.8556,0.0298
946,-2.6355,6.1127,2.2472,22.6355,0.0162,4.5889,15.72,9.0606,263.84505857225946,58.0251,0.9163,0.0093
947,-1.9291,4.0911,2.4723,21.9291,0.0195,16.087,15.67,8.9979,254.952,58.2456,0.7258,0.0068
948,1.3255,7.4533,2.2474,18.6745,0.0201,15.3453,15.92,8.7646,284.73166352931474,57.5303,0.8263,0.0294
949,1.7909,5.1569,2.212,18.2091,0.0226,16.1771,15.98,9.534,279.696,59.4253,0.565,0.0164
950,3.0791,4.4853,2.3207,16.9209,0.0295,4.7106,15.83,8.3006,249.176,57.3599,0.8427,0.0134
951,-5.76,3.5226,2.4023,25.76,0.0237,10.4328,16.04,9.6136,255.882,58.1487,0.8387,0.0053
952,4.6209,5.9706,2.3499,15.3791,0.0186,6.2298,15.61,8.5801,264.272,58.6659,0.8304,0.0257
953,3.8509,3.3876,2.3532,16.1491,0.0189,5.9725,15.83,9.1502,264.724,58.6585,0.7162,0.0182
954,-6.6055,6.0071,2.2937,26.6055,0.0139,10.1006,15.98,8.7932,261.19554138516037,57.7331,0.8159,0.0093
955,-4.8609,6.2351,2.2432,24.8609,0.0308,14.3189,15.9,9.6515,264.272,61.2474,0.5669,0.0165
956,-3.2155,2.7452,2.3884,23.2155,0.0132,11.9887,15.85,8.8597,264.344,57.4271,0.8934,0.012
957,-1.67,6.8634,2.2553,21.67,0.0433,13.6462,15.76,8.9833,272.33,58.3601,0.815,0.0172
958,23.9018,8.4806,2.366,16.0982,0.0318,9.6376,15.91,8.8287,262.78717656317997,58.1861,0.9251,0.0214
959,12.0627,5.309,2.3313,27.9373,0.0286,7.26,15.91,9.1784,262.988,57.2713,0.7898,0.0261
960,3.1418,4.4095,2.2948,16.8582,0.04999901438308338,8.6665,15.7,9.2291,264.272,57.9969,0.811,0.0086
961,8.8173,8.7428,2.3808,11.1827,0.0195,9.7635,15.84,8.7851,264.272,57.3758,0.4389,0.0152
962,5.5318,5.0629,2.349,14.4682,0.0196,13.663,15.71,8.3006,264.272,59.1953,0.8161,0.0169
963,-1.4564,3.5747,2.2472,21.4564,0.0209,13.6201,15.72,9.0606,264.272,58.877,0.9163,0.0138
964,-0.7782,3.9458,2.3593,20.7782,0.0256,5.5057,15.8,8.7568,252.918,57.8749,0.5799,0.0128
965,0.4591,4.2411,2.3025,19.5409,0.0342,7.0832,15.81,8.5177,251.564,56.5119,0.8384,0.0067
966,1.8109,5.9964,2.2718,18.1891,0.0273,11.2432,15.9,9.1141,264.272,56.7229,0.7193,0.0096
967,-6.3845,5.1659,2.2053,26.3845,0.027,7.9231,16.08,8.662,264.272,59.0025,0.6605,0.0082
968,13.5955,8.3351,2.3132,26.4045,0.026,11.4492,15.91,9.7484,261.884,55.36440966816628,0.9413,0.0328
969,4.6227,3.6709,2.3001243448149973,15.3773,0.02361911264606553,8.1508,15.834596776271832,8.1728,262.59404057453713,59.7028,0.7584,0.0182
970,7.9373,3.0303,2.2588,12.0627,0.0118,3.624,15.95,8.5251,264.272,59.2458,0.869,0.0156
971,-0.6818,4.6431,2.2216,20.6818,0.0154,9.3702,16.0,8.7646,256.006,59.368,0.8263,0.0098
972,4.4209,5.5992,2.2453,15.5791,0.0188,9.8076,15.8,8.7552,276.338,56.0862,0.9066,0.0203
973,1.4609,5.8149,2.4349,18.5391,0.0208,9.5776,15.77,8.897,255.008,60.1502,0.4685,0.0062
974,6.0773,3.9105,2.2831,13.9227,0.0212,9.409,15.8,8.3436,251.718,57.1918,0.9725,0.0077
975,7.7727,9.7235,2.3737,12.2273,0.0164,10.7051,15.87,8.7851,265.6,59.0096,0.4389,0.0232
976,24.3791,6.4746,2.3802,15.6209,0.0407,5.176,15.61,8.6789,268.228,58.6635,1.1054,0.019
977,3.7555,7.5153,2.2797,16.2445,0.027,10.9782,15.86,9.2064,264.272,57.5861,0.5066,0.0078
978,23.9945,3.61,2.3592,16.0055,0.0397,12.1712,15.78,9.2658,259.02,58.0752,0.8007,0.0188
979,10.0236,8.1842,2.3314,29.9764,0.0289,4.5767,15.77,8.5155,262.684,59.0444,0.9794,0.0285
980,-5.5327,4.2575,2.3243,25.5327,0.0225,3.4289,15.85,8.5762,263.682,58.6493,0.8227,0.0194
981,3.1427,4.1328,2.2539,16.8573,0.0235,16.8157,15.78,9.0402,266.062,58.3477,0.647,0.0126
982,-8.3955,6.2134,2.3737,28.3955,0.0392,14.502,15.87,9.2328,264.272,58.1165,0.8041,0.0216
983,-1.3127,4.3131,2.2892,21.3127,0.0273,9.0484,15.69,8.897,249.998,58.7308,0.4685,0.0079
984,-1.5764,5.4363,2.3991,21.5764,0.0158,12.0255,15.72,8.7073,259.97,59.1691,0.6066,0.0205
985,-2.6591,6.2544,2.2982,22.6591,0.0264,12.599,15.57,7.605136924842979,264.272,58.2359,1.0918,0.0139
986,-2.8845,2.406,2.2982,22.8845,0.0222,9.3939,15.57,9.004,265.456,59.6879,0.6254,0.0164
987,23.3109,4.9295,2.3248,16.6891,0.0217,7.9706,15.9,8.7495,262.45731037377976,58.3569,1.1086,0.0261
