,feature_124,feature_299,feature_148,feature_435,feature_349,feature_332,feature_461,feature_164,feature_206,feature_442,feature_22,feature_60,feature_66,feature_118,feature_478,feature_133,feature_34,feature_342,feature_65
278,15.73,0.048999999999999995,0.024899999999999995,9.0043,0.02306,0.0312,10.8581,0.111,4.99,0.9066,-5073.5,2.9691000000000005,24.1042,58.3444,3.4776,2.2886,8.7552,1.4025,17.0309
279,15.77,0.028,0.0143,5.074,0.0192,0.0858,36.5649,0.066,6.11,0.6903,-5949.25,-0.016400000000001237,29.7647,58.8089,4.2753,2.2474,8.8548,1.9897999999999998,20.0164
280,15.84,0.0317,0.0162,4.9943,0.03270000000000001,0.1257,28.713100000000004,0.066,5.61,0.8089,-5211.0,2.986399999999998,19.930399999999995,58.4186,3.95,2.2673999999999994,8.9036,1.4522000000000002,17.0136
281,15.98,0.0517,0.020200000000000003,12.0598,0.0222,0.0283,17.0958,0.119,10.630000000000003,0.9072,-6411.499999999999,0.08549999999999901,29.085,58.884299999999996,7.3841,2.3322999999999996,9.2016,2.9734,19.9145
282,15.89,0.0693,0.0124,11.4223,0.0245,0.09,25.5239,0.157,5.97,0.8704999999999999,-5348.75,0.5763999999999989,26.0255,58.2474,4.1425,2.2646000000000006,8.3273,1.7107,19.4236
283,15.8,0.0364,0.0132,8.6737,0.0187,0.0887,14.6479,0.086,6.54,0.9735,-6394.5,3.336400000000002,24.4489,56.4198,4.5331,2.3625,8.4896,2.2584,16.6636
284,15.71,0.0512,0.0087,8.4929,0.0204,0.0336,50.7607,0.112,8.54,0.6787,-5540.0,-4.9191,27.8129,57.9331,5.667800000000001,2.2757,8.3845,2.4315,24.9191
285,15.83,0.0431,0.0183,6.7146,0.0182,0.0858,41.9054,0.091,5.93,0.8149999999999998,-5007.75,1.708200000000001,23.195,59.172999999999995,4.001,2.2647,8.9833,1.7295,18.2918
286,15.88,0.0452,0.0088,6.8322,0.0176,0.0338,36.2937,0.086,9.17,1.0765,-5463.75,-9.1,36.7408,58.7354,6.1557,2.4241,8.9857,2.3227,29.1
287,15.84,0.0705,0.0158,11.6408,0.0147,0.0779,25.8126,0.152,15.980000000000002,0.8007,-5495.75,12.430900000000001,37.4995,57.782599999999995,10.2688,2.3348,9.2658,4.3472,27.5691
288,15.87,0.077,0.0281,12.9662,0.0368,0.0985,43.942,0.166,8.93,1.1869,-5471.25,15.810000000000004,29.5935,58.0879,5.8984,2.3573,8.6527,2.5724,24.19
289,15.89,0.0499,0.0087,12.0743,0.0188,0.0819,26.571200000000005,0.11700000000000002,5.72,0.714,-6576.0,-4.1499999999999995,32.3553,59.634499999999996,3.8611,2.4160000000000004,8.7199,1.9867000000000001,24.15
290,15.73,0.0778,0.0132,13.4302,0.0168,0.09970000000000001,20.6732,0.171,10.500000000000002,0.8658999999999999,-5597.0,1.4054999999999986,21.2995,58.1892,7.1475,2.2671,8.7597,2.8657000000000004,18.5945
291,15.81,0.0436,0.0211,9.822799999999999,0.0262,0.086,23.5276,0.09699999999999999,9.42,1.0047,-6408.25,4.801799999999999,20.4284,60.00279999999999,6.4164,2.3025,8.5952,2.2829,15.1982
292,15.920000000000002,0.0682,0.0167,11.8631,0.0317,0.0895,21.7408,0.156,8.09,0.7664,-5344.25,5.9155,19.9683,58.2218,5.5662,2.3984,8.2832,2.3573,14.0845
293,15.73,0.0418,0.0068,6.6022,0.0284,0.1003,52.9556,0.08700000000000001,4.73,0.8571,-4994.25,-2.3364000000000003,25.7524,58.8595,3.2527,2.2671,8.8355,1.3171,22.3364
294,15.77,0.0762,0.0151,10.9516,0.024,0.079,18.8678,0.143,6.88,1.0918,-5138.5,-2.1154999999999986,25.8775,58.2458,4.6677,2.2785000000000006,7.6032,1.9742,22.1155
295,16.01,0.0463,0.026000000000000006,10.482599999999998,0.0161,0.1019,55.0612,0.101,11.260000000000002,0.7153,-6495.25,2.2800000000000002,23.4612,57.20150000000001,7.5564,2.2771,9.2047,3.2801,17.72
296,15.81,0.0688,0.0157,11.4422,0.0217,0.0337,24.341900000000003,0.144,5.29,0.6857,-5447.25,1.933600000000001,22.295799999999996,59.2754,3.6107000000000005,2.3932,8.2776,1.7878,18.0664
297,15.84,0.0322,0.0152,6.9778,0.0208,0.0956,41.9657,0.07400000000000001,4.42,0.7674,-6358.25,5.615500000000001,20.1338,59.1796,2.9642,2.2797,8.4891,1.4746,14.3845
298,15.77,0.0276,0.0089,5.2933,0.0155,0.0785,48.4181,0.067,5.65,0.8384,-5529.25,-10.8745,38.597,58.56600000000001,3.8138,2.3997,8.8945,1.8085,30.8745
299,15.97,0.0814,0.0151,13.3333,0.0116,0.0852,23.171500000000005,0.173,17.62,0.7316,-5229.25,13.3709,12.044600000000003,56.66470000000001,11.778,2.2773,8.8043,4.8963,6.6291
300,15.909999999999998,0.0884,0.0301,14.1398,0.0502899482824211,0.08230000000000001,43.0048,0.18,7.44,0.7059,-5613.5,13.374499999999998,35.4148,58.41259999999999,5.0984,2.3132,9.1757,2.07,26.6255
301,15.89,0.0558,0.0092,10.556,0.0259,0.1092,24.9241,0.131,11.65,1.1623,-5528.5,0.15359999999999924,26.26,58.26519999999999,7.5974,2.4160000000000004,9.4336,3.7237,19.8464
302,15.85,0.0739,0.0083,13.5528,0.017,0.1011,37.3314,0.17699999999999996,4.51,0.7724,-5523.25,4.159100000000001,20.1913,58.3864,2.9657,2.2717,8.7402,1.5198,15.840899999999998
303,15.79,0.0481,0.0317,11.4742,0.030899999999999997,0.0937,23.703900000000004,0.115,12.480000000000002,0.8962,-6443.5,-5.024499999999999,32.3293,59.218399999999995,8.7115,2.3695,9.5689,3.109,25.0245
304,15.95,0.0598,0.0178,14.464,0.0141,0.0856,15.822999999999999,0.142,8.36,0.8689999999999999,-6507.5,7.059099999999998,19.9831,57.305,5.8522,2.2588,8.5251,2.5457,12.9409
305,15.94,0.0539,0.019,13.4359,0.0308,0.07749999999999999,22.802800000000005,0.131,15.4,0.9729,-6358.25,2.1045000000000007,22.9633,57.5382,10.5022,2.2967,9.6938,4.189,17.8955
306,15.71,0.0569,0.0168,9.3205,0.0269,0.0662,20.4102,0.119,8.16,0.8160999999999999,-5549.5,2.5490999999999997,21.7752,58.7418,5.603700000000001,2.349,8.3006,2.6082,17.4509
307,15.83,0.0583,0.0155,9.7144,0.0242,0.084,21.7136,0.125,4.58,0.5066,-5424.5,0.5982000000000007,26.9923,57.9648,3.1249,2.2939,9.2064,1.5265,19.4018
308,15.62,0.0428,0.0201,7.863,0.0131,0.0658,18.032,0.101,9.54,0.6222,-5801.25,-0.1773000000000005,25.8412,58.843199999999996,6.409999999999999,2.4213999999999998,8.5889,2.7292,20.1773
309,15.77,0.0597,0.0198,8.5837,0.022399999999999996,0.0993,27.0481,0.11,5.41,1.0803,-5646.5,3.2800000000000025,44.9459616831798,60.168,3.5924999999999994,2.3314,8.6324,1.7975000000000003,34.666002787332104
310,15.89,0.0556,0.0189,13.6329,0.0263,0.0257,46.8422,0.135,12.890000000000002,0.5677,-6431.749999999999,16.015500000000003,30.1316,55.3123,8.5333,2.3052,9.4043,4.1927,23.9845
311,15.79,0.0651,0.0066,11.2843,0.0278,0.089,34.6758,0.143,7.33,0.5858,-5522.0,3.3690999999999978,22.863000000000003,59.4554,5.0427,2.2729,9.1637,2.4916,16.6309
312,15.89,0.03710000000000001,0.023600000000000003,6.2859,0.015599999999999998,0.0243,30.972099999999998,0.082,6.45,1.1054,-5521.25,22.622699999999995,25.5177,58.71999999999999,4.5258,2.3216,8.6789,1.955,17.3773
313,16.01,0.0518,0.0092,12.6761,0.0502899482824211,0.0868,18.4484,0.126,13.1,0.9826,-6238.25,1.3790999999999998,24.6273,59.3145,9.2809,2.3257,8.5334,3.8877999999999995,18.6209
314,15.760000000000002,0.0748,0.0059,13.2001,0.0239,0.0324,16.2118,0.175,9.36,0.9329000000000001,-5281.0,-3.1818,28.4535,57.58820000000001,6.16,2.2604,8.3267,3.0933,23.1818
315,15.8,0.0198,0.0169,4.293,0.0208,0.0829,19.939,0.046,7.62,0.9707000000000001,-6330.5,-4.617299999999999,30.6183,59.71619999999999,5.084099999999999,2.2453,8.886,2.3702,24.6173
316,15.96,0.1118,0.0117,19.1088,0.02,0.0924,33.4113,0.238,6.67,0.604,-5530.0,-0.8963999999999991,25.5848,58.6031,4.4311,2.2964999999999995,8.7283,2.0923,20.8964
317,15.71,0.047,0.016,11.4227,0.016,0.097,16.7414,0.112,18.421428200122122,0.687,-6334.5,27.68911468303499,30.3896,57.83180000000001,12.572534636098244,2.3296,8.8505,5.233659006424407,16.63
318,15.77,0.083,0.0206,13.9827,0.015599999999999998,0.0311,26.58,0.178,11.05,0.9329000000000001,-5689.0,-1.460900000000001,28.8331,58.11529999999999,7.3778,2.2711,8.3267,3.135,21.4609
319,15.749999999999998,0.0693,0.0068,12.0969,0.03440000000000001,0.0821,18.7042,0.15099999999999997,5.16,1.0551,-5664.0,4.9745,44.9459616831798,60.9465,3.4412,2.4066999999999994,9.0998,1.5840000000000003,34.666002787332104
320,15.760000000000002,0.0401,0.0089,9.612999999999998,0.0316,0.0909,33.5482,0.095,8.23,0.7642,-6465.0,5.907300000000001,19.9156,56.9219,5.5799,2.3073,9.3335,2.4824,14.0927
321,15.8,0.0108,0.0112,2.2341,0.0208,0.09,22.544,0.024,5.41,0.7532,-6427.500000000001,0.9026999999999988,27.118399999999998,57.5749,3.8619,2.3187,8.6384,1.7143999999999997,19.0973
322,15.77,0.0734,0.0156,12.8627,0.024699999999999996,0.0881,43.3339,0.164,4.69,0.8336,-5209.0,0.9590999999999987,25.2629,59.6589,3.1240999999999994,2.2868,8.7015,1.2959,19.0409
323,15.85,0.0394,0.018,9.3259,0.0272,0.0746,26.9323,0.092,10.79,1.148,-6290.25,-3.2509000000000006,32.6343,58.9346,7.3364,2.3505,8.6309,2.84,23.2509
324,15.760000000000002,0.0521,0.0073,12.7453,0.0264,0.0921,33.0931,0.125,18.421428200122122,1.0338,-6400.25,3.2591000000000023,25.2855,57.91899999999999,12.572534636098244,2.3073,8.5232,5.233659006424407,16.7409
325,15.760000000000002,0.0412,0.0082,6.8925,0.0195,0.0858,19.3211,0.089,6.39,1.0359,-5305.0,-0.8727000000000006,26.308,58.61449999999999,4.3145,2.2553,8.6149,2.1236,20.8727
326,15.74,0.0487,0.0089,10.5318,0.0149,0.0976,33.1717,0.102,9.98,1.0323,-6326.25,4.409100000000001,22.6131,58.7929,6.701099999999999,2.3796,8.531,2.5223,15.590900000000001
327,15.57,0.0842,0.0054,14.5314,0.020500000000000004,0.1043,33.3189,0.188,8.61,1.0478,-5358.5,-4.6591,32.7382,58.095600000000005,5.866599999999999,2.4439,8.8889,2.3036,24.6591
328,15.749999999999998,0.0454,0.0051,7.955,0.0227,0.0813,31.176299999999998,0.106,6.68,0.8435,-5459.0,2.0126999999999993,25.4566,58.8109,4.571,2.3162,8.7994,2.2085000000000004,17.9873
329,15.94,0.059,0.0196,14.1988,0.0168,0.07909999999999999,15.701799999999999,0.14,5.06,0.8807,-6347.75,1.0218000000000012,23.6862,59.2528,3.4914000000000005,2.2697,8.5987,1.6936,18.9782
330,15.96,0.0726,0.0205,11.4698,0.0179,0.07749999999999999,19.5843,0.15099999999999997,7.94,0.7643,-5320.5,4.042699999999999,23.229,58.0339,5.437399999999999,2.3063,8.9635,2.9031,15.957299999999998
331,15.85,0.13750336952302658,0.030900000000000007,38.235678500851506,0.0259,0.07589999999999998,39.9146,0.3021990244762846,4.5,1.0459,-4159.573159036706,21.389999999999997,26.658,59.0278,3.0761,2.3237,8.7487,1.3506,18.61
332,15.760000000000002,0.0361,0.0083,5.9293,0.028899999999999995,0.0909,40.5005,0.078,16.99,1.0338,-5655.25,4.456399999999998,21.1288,59.422999999999995,11.5187,2.3073,8.5232,4.5092,15.5436
333,15.909999999999998,0.0593,0.0116,10.4708,0.022099999999999998,0.1067,38.9591,0.134,9.95,0.9074999999999999,-5311.25,1.858200000000001,27.0904,58.785500000000006,6.817999999999999,2.2337,8.5735,2.5068,18.1418
334,15.89,0.0717,0.0256,9.9123,0.0266,0.085,27.403,0.13,6.76,0.8681,-5448.5,4.310900000000002,18.6087,57.4682,4.5025,2.3582999999999994,8.8741,2.0215,15.689100000000002
335,15.96,0.0293,0.0117,5.1272,0.025700000000000004,0.0848,30.4772,0.067,8.49,0.577,-5630.75,0.2536,28.3785,58.3607,5.7431,2.3063,9.754,2.5919,19.7464
336,16.09,0.0564,0.0208,10.3715,0.0242,0.035199999999999995,41.1981,0.134,10.720000000000002,0.9276000000000001,-5498.75,0.6573000000000009,26.5918,56.5661,7.1117,2.1996,8.5298,2.6159999999999997,19.3427
337,15.9,0.0427,0.0153,7.4951,0.0277,0.1005,21.6272,0.095,10.08,0.8154999999999999,-5554.75,-1.5090999999999988,28.1825,56.573800000000006,6.843100000000001,2.3301,8.3823,2.7496,21.5091
338,15.88,0.0437,0.016,7.3024,0.0242,0.0811,33.8242,0.094,3.86,0.7677,-5294.0,-5.747300000000001,34.1825,57.32399999999999,2.6227,2.3797000000000006,9.0942,1.3711,25.7473
339,15.920000000000002,0.0452,0.0326,10.7527,0.0231,0.0964,40.7589,0.105,5.0,0.7747,-6329.25,7.774499999999999,39.9106,59.5606,3.4881,2.31,9.2655,1.6249,32.2255
340,16.01,0.0647,0.0124,11.3179,0.0232,0.08550000000000002,29.449900000000003,0.149,13.300000000000002,0.8230999999999999,-5277.25,1.4373000000000007,25.7025,59.32690000000001,9.2986,2.3257,8.7812,3.529,18.5627
341,15.909999999999998,0.0368,0.027700000000000002,9.0979,0.0315,0.0257,54.1647,0.089,7.01,0.7507,-6452.5,20.711800000000004,25.5875,58.145799999999994,4.7381,2.2928,9.4832,1.7810000000000004,19.2882
342,15.749999999999998,0.0834,0.0245,13.4925,0.0232,0.0615,51.0526,0.178,8.38,0.9332,-6313.499999999999,2.4218000000000006,23.8478,58.514399999999995,5.656399999999999,2.3331,8.5862,2.5306,17.5782
343,15.77,0.0278,0.0174,5.8488,0.0305,0.036800000000000006,31.0329,0.064,6.39,0.9174999999999999,-6592.25,-3.2373000000000007,30.2685,59.7417,4.4719,2.3021,8.1605,1.8896000000000002,23.2373
344,15.88,0.056,0.0264,13.7896,0.0502899482824211,0.09420000000000002,29.2214,0.136,13.750000000000002,0.9059,-6308.75,10.770899999999997,35.7866,59.95320000000001,8.6732,2.3149,8.5405,3.7608,29.2291
345,15.95,0.0342,0.0182,7.4956,0.0131,0.105,18.591,0.07400000000000001,4.94,0.8689999999999999,-6461.000000000001,2.211799999999999,23.5681,59.563700000000004,3.3887,2.2588,8.5251,1.7119,17.7882
346,15.7,0.0466,0.0082,8.5156,0.0154,0.0321,23.4919,0.11,9.52,0.3973,-5400.0,-9.7682,40.8846,58.9029,6.416300000000001,2.2949,9.7137,2.8513999999999995,29.768199999999997
347,15.760000000000002,0.0744,0.0261,11.9006,0.0287,0.086,33.9244,0.152,3.57,0.8041,-5487.75,2.147300000000001,23.7727,59.317499999999995,2.5138,2.3978,9.2328,1.1695,17.8527
348,16.01,0.0488,0.0071,10.6256,0.0246,0.0623,15.610200000000003,0.10700000000000001,12.29,1.0189,-6470.750000000001,-3.145499999999999,31.4605,58.739799999999995,8.0986,2.3257,8.5779,3.2274,23.1455
349,15.77,0.0809,0.020200000000000003,14.6037,0.021,0.0573,33.6219,0.187,7.55,0.47439999999999993,-5264.5,-4.250000000000001,31.9995,59.682300000000005,5.000099999999999,2.3021,8.2061,2.0726,24.25
350,15.79,0.0496,0.026200000000000008,12.278,0.0144,0.07909999999999999,16.589,0.121,11.170000000000002,0.8807,-6256.5,1.063600000000001,22.5764,58.5757,7.3977,2.3695,8.5987,2.8877,18.9364
351,15.88,0.0614,0.0157,11.2687,0.0213,0.0337,30.4398,0.141,6.557999999999999,0.6644,-5561.75,-3.633639999999996,30.423460000000002,59.0441,4.42576,2.4241,8.0787,2.13584,23.633640000000003
352,15.71,0.0468,0.019300000000000005,8.0047,0.013000000000000001,0.0835,25.5808,0.103,18.421428200122122,0.8435,-5430.0,27.68911468303499,23.241,56.371100000000006,12.572534636098244,2.3296,8.7994,5.233659006424407,34.17
353,15.760000000000002,0.13750336952302658,0.024100000000000003,38.235678500851506,0.0195,0.077,24.413500000000003,0.3021990244762846,5.2,1.0891,-4159.573159036706,8.6673,18.5853,59.0693,3.5482000000000005,2.3403000000000005,8.6942,1.3513,11.3327
354,15.749999999999998,0.0219,0.0073,3.7433,0.0125,0.0851,23.154500000000002,0.049,5.79,0.685,-5357.25,-1.432700000000001,29.6922,58.66080000000001,3.8467,2.2563,8.7646,1.6205,21.4327
355,15.81,0.0417,0.0126,7.1496,0.015300000000000001,0.1043,32.6185,0.094,6.98,0.7719,-5194.75,-5.8564,33.7075,59.7055,4.6662,2.2527,8.6611,2.6277,25.8564
356,15.86,0.057,0.0187,12.9708,0.0259,0.0868,19.5079,0.13,7.31,0.768,-6316.75,-1.1173000000000004,30.1518,58.431599999999996,5.1698,2.3604,8.8384,2.0193,21.1173
357,15.97,0.0421,0.0088,6.2955,0.0238,0.0639,8.2842,0.08,8.5,0.8159,-5989.75,-4.8145,29.128499999999995,58.264399999999995,5.678,2.3322999999999996,8.7932,2.7236,24.8145
358,15.760000000000002,0.03710000000000001,0.0165,5.8892,0.021,0.0861,17.3595,0.076,9.83,1.0631,-5290.0,-1.1944999999999992,25.8642,58.32979999999999,6.4728,2.2553,8.7932,2.7953,21.1945
359,15.84,0.102,0.0107,19.0222,0.031000000000000007,0.0615,41.5583,0.249,8.84,1.0216,-5310.5,5.471799999999997,20.8541,58.32869999999999,6.0985,2.3275,8.2395,2.7504,14.528200000000002
360,15.920000000000002,0.0476,0.011,11.457800000000002,0.021,0.0976,24.2197,0.112,9.44,0.8344999999999999,-6368.75,6.519100000000001,20.1394,58.085499999999996,6.4151,2.31,8.828,2.5844,13.4809
361,15.84,0.0389,0.0067,7.3634,0.0183,0.0381,23.3287,0.093,6.08,0.8047,-5520.25,3.176400000000002,22.8619,58.25000000000001,4.0713,2.4151,8.1166,1.9033000000000002,16.8236
362,15.88,0.0571,0.026600000000000002,13.8141,0.0298,0.10130000000000002,66.37576594608113,0.136,15.69,1.0323,-6390.0,14.75,32.5387,58.446000000000005,9.9885,2.3101,8.531,4.5689,25.25
363,15.87,0.0852,0.023000000000000003,15.1666,0.021,0.062099999999999995,13.8806,0.198,7.15,1.0216,-5611.75,2.191800000000001,20.8256,58.860499999999995,4.8167,2.3124,8.2395,2.3113,17.8082
364,15.84,0.073,0.0109,11.134899999999998,0.0499,0.0946,21.525,0.143,12.760000000000002,0.9413000000000001,-5222.5,5.080899999999999,44.9459616831798,57.63219999999999,8.4171,2.3099000000000003,9.7484,3.6436,34.666002787332104
365,15.72,0.0352,0.017,8.0308,0.0441,0.0224,35.9496,0.073,7.2,0.9393,-6068.75,6.991800000000001,44.070100000000004,57.864599999999996,5.258699999999999,2.3756,10.0686,2.1536,33.0082
366,15.87,0.0498,0.0128,7.901800000000001,0.0134,0.06129999999999999,19.6902,0.103,5.88,1.0393,-5254.5,-3.9317999999999986,29.5895,57.7753,3.8097,2.3503,8.5135,2.1529,23.9318
367,15.73,0.0425,0.0058,7.8356,0.0188,0.045,37.3504,0.102,12.040000000000001,0.745,-5191.5,1.280000000000001,24.0616,58.694399999999995,8.226,2.2671,8.7782,3.091,18.72
368,15.81,0.13750336952302658,0.023999999999999997,38.235678500851506,0.0325,0.0792,45.8234,0.3021990244762846,10.43,0.6302,-4159.573159036706,-17.3591,44.9459616831798,58.3884,6.891200000000001,2.3026,8.8249,3.0397,34.666002787332104
369,15.909999999999998,0.03880000000000001,0.026000000000000006,9.2833,0.0502899482824211,0.097,25.1131,0.091,6.88,1.062,-6310.5,6.336399999999998,20.4431,58.2651,4.6662,2.3132,8.8513,2.0890000000000004,13.6636
370,15.87,0.0362,0.0067,6.328600000000001,0.0502899482824211,0.0765,28.9574,0.083,12.05,1.0338,-5469.75,4.564499999999999,23.290799999999997,59.4592,8.1722,2.3672,8.5232,3.1726,15.435500000000001
371,15.85,0.0775,0.0201,12.7731,0.0208,0.035199999999999995,48.5444,0.171,7.16,0.5194,-5129.25,0.13639999999999994,23.9046,56.35929999999999,4.6148,2.2717,8.8356,2.418,19.8636
372,15.71,0.0402,0.0142,6.6332,0.0137,0.0838,20.2996,0.086,3.18,0.593,-5168.0,-0.5955000000000004,24.8245,57.3529,2.1151,2.2954,8.6799,0.9451,20.5955
373,15.83,0.0509,0.0181,8.6303,0.0231,0.1044,21.4102,0.112,11.7,0.6222,-5116.5,0.339099999999999,26.1208,58.5714,8.6037,2.3207,8.5889,3.0586,19.6609
374,15.84,0.0253,0.0143,4.5339,0.0198,0.1065,27.1182,0.058,5.09,0.587,-5187.75,-2.263599999999999,28.0815,57.7378,3.5046000000000004,2.2569,8.7373,1.4049,22.2636
375,15.84,0.0424,0.0245,10.316599999999998,0.0493,0.0938,31.329700000000003,0.101,7.24,0.687,-6295.749999999999,3.893600000000001,23.305899999999998,59.22430000000001,4.881599999999999,2.3099000000000003,8.8505,2.4703,16.1064
376,15.9,0.1222,0.019,22.054,0.0208,0.1061,13.5783,0.284,10.03,0.7506,-5607.75,-0.007300000000000063,28.8578,58.2925,6.7336,2.4201,8.322,3.0376,20.0073
377,15.749999999999998,0.0635,0.0088,9.4136,0.04130000000000001,0.077,26.118400000000005,0.12000000000000001,9.44,1.0803,-5753.5,0.4835999999999998,44.9459616831798,58.8927,6.411,2.4066999999999994,8.6324,2.484,34.666002787332104
378,15.8,0.0649,0.0172,11.383700000000001,0.0238,0.0863,26.573500000000003,0.145,4.89,0.47439999999999993,-5418.75,-2.3263999999999996,29.7843,57.938300000000005,3.253,2.2858,8.2061,1.6017,22.3264
379,15.89,0.016,0.027400000000000004,2.5181,0.0401,0.0848,30.6632,0.033,8.04,0.9361,-5874.25,1.4745000000000006,25.966199999999997,58.945,5.6832,2.2909,8.5288,2.8348,18.5255
380,15.8,0.0651,0.015,11.8348,0.0256,0.101,27.141800000000003,0.154,6.21,0.713,-5481.75,1.2326999999999995,21.6796,58.6668,4.0468,2.3036,8.3588,2.0309,18.7673
381,15.85,0.0361,0.0103,6.4478,0.019,0.1017,19.653,0.082,6.06,0.7159,-5767.25,-4.9018,31.879,59.3096,4.0905,2.2756,8.7401,1.9194000000000004,24.9018
382,15.96,0.0418,0.0112,9.4615,0.0144,0.0764,12.5391,0.094,8.51,0.5836,-6477.000000000001,-2.665499999999999,28.198500000000003,59.4602,5.533000000000001,2.3378,8.6706,2.2718000000000003,22.6655
383,15.522198162765287,0.0617,0.0095,15.0619,0.03300000000000001,0.0938,40.4009,0.149,10.540000000000001,0.687,-6316.5,2.066399999999999,23.7087,59.3373,7.140500000000001,2.3144,8.8505,3.3398,17.9336
384,16.01,0.0468,0.0105,10.431299999999998,0.0162,0.0909,33.3539,0.104,8.5,0.9826,-6300.249999999999,0.7655000000000008,25.2115,58.89050000000001,5.7586,2.2771,8.5334,2.4422,19.2345
385,15.7,0.0506,0.0076,8.7074,0.0177,0.0248,42.8484,0.113,6.21,0.5677,-5631.75,-7.415500000000001,35.2757,58.345600000000005,4.3502,2.2948,9.4043,2.4111,27.4155
386,15.72,0.0898,0.0123,16.1892,0.0223,0.0859,18.5093,0.219,7.37,0.46599999999999997,-5966.75,-0.4499999999999993,30.013,58.45799999999999,5.1544,2.2472,8.7779,2.0055,20.45
387,15.72,0.1077,0.0152,17.5632,0.0164,0.085,27.3633,0.231,7.98,0.6066,-5464.75,-0.24819999999999942,28.6157,57.9584,5.6555,2.4073,8.7073,2.5413,20.2482
388,15.79,0.0608,0.026600000000000002,14.4529,0.039400000000000004,0.10130000000000002,66.37576594608113,0.142,14.030000000000001,0.9683,-6393.25,17.1745,31.0321,59.617700000000006,9.4912,2.4,8.5788,3.8033,22.8255
389,15.98,0.0497,0.016,9.42,0.0446,0.1067,43.7487,0.121,6.18,0.6242,-5469.5,3.8882000000000003,18.7085,56.5307,3.9965000000000006,2.212,8.7037,1.9284,16.1118
390,15.87,0.0649,0.0128,11.9586,0.0203,0.0932,30.515300000000003,0.156,4.85,0.587,-5334.0,4.398199999999999,21.9055,59.4534,3.2659,2.4012,8.7373,1.676,15.601800000000003
391,15.78,0.0525,0.0181,12.3513,0.0502899482824211,0.0969,16.7504,0.122,14.0,1.0323,-6253.500000000001,22.6936,24.0673,58.26850000000001,9.1891,2.3865,8.531,3.972,17.3064
392,15.9,0.0582,0.023800000000000005,9.1157,0.015,0.0937,26.471400000000003,0.11700000000000002,5.72,1.0323,-5426.75,24.26,18.276399999999995,59.198100000000004,3.8906,2.3805,8.5218,1.8207,15.740000000000002
393,15.909999999999998,0.0207,0.024899999999999995,3.8873,0.0249,0.1065,21.7225,0.05,5.52,0.7159,-5671.25,-4.236400000000001,32.176,59.0689,3.5871000000000004,2.3883,8.7401,1.5766999999999998,24.2364
394,15.81,0.0476,0.0206,8.8065,0.0255,0.1043,42.9653,0.114,6.98,1.0541,-5549.25,-3.444500000000001,31.3396,55.30217167498311,4.7695,2.2564,8.287,2.0821,23.4445
395,15.85,0.0996,0.0183,18.4014,0.0266,0.0851,28.859900000000003,0.24000000000000002,7.84,0.8076,-5609.5,3.1372999999999998,23.4301,56.302,5.305199999999999,2.2717,8.3808,2.3534,16.8627
396,15.74,0.0322,0.0133,6.5649,0.026417989656484224,0.09,22.3127,0.072,4.93,0.9232,-6499.000000000001,5.9345,17.8357,58.027800000000006,3.6369,2.2555,8.4509,1.5478,14.0655
397,15.69,0.0408,0.0084,10.1977,0.025,0.1019,29.296700000000005,0.098,5.21,0.9251,-6260.75,0.9090999999999997,20.5351,57.6847,3.4436000000000004,2.3244,8.4092,1.7173,19.0909
398,15.95,0.0647,0.0118,10.7268,0.013000000000000001,0.0932,13.5693,0.138,5.9,0.6903,-5335.0,2.4845,23.3895,55.78939999999999,4.0141,2.2588,8.8548,1.9941,17.5155
399,15.81,0.13750336952302658,0.021400000000000002,38.235678500851506,0.04279999999999999,0.0859,24.210100000000004,0.3021990244762846,7.65,0.7015,-4159.573159036706,17.6382,28.1392,56.5635,5.095999999999999,2.3262,9.2007,2.4251,22.3618
400,15.589999999999998,0.0455,0.0183,7.4074,0.0218,0.0272,34.2467,0.096,13.060000000000002,0.8296999999999999,-5569.0,-1.3327000000000002,31.7755,58.48599999999999,8.9143,2.3058,8.5615,4.0685,21.3327
401,15.9,0.0696,0.0087,11.5987,0.023399999999999997,0.0848,26.189400000000003,0.15,7.04,1.0393,-5319.25,1.1681999999999986,26.8972,57.31119999999999,4.783499999999999,2.3044,8.5135,2.0335,18.8318
402,15.89,0.0483,0.0142,11.1895,0.0186,0.0822,33.2929,0.111,7.42,0.9735,-6385.75,-1.372699999999999,29.1464,59.1958,5.2717,2.3708,8.4896,2.0182,21.3727
403,15.81,0.0508,0.0217,11.2093,0.0179,0.0925,19.7153,0.111,12.000000000000002,1.0135,-6406.250000000001,8.144500000000004,17.3399,58.75869999999999,8.3032,2.3087,8.6439,3.3650000000000007,11.8555
404,15.822,0.0553,0.0089,10.1325,0.025700000000000004,0.084,34.3749,0.13,9.91,0.8342999999999999,-5516.75,4.999100000000003,22.587999999999997,59.0167,6.723499999999999,2.3078,9.0622,3.0161,15.0009
405,15.84,0.0572,0.0229,13.7432,0.03790000000000001,0.0943,59.3343,0.133,9.65,0.7507,-6401.25,22.1027,25.0401,58.31029999999999,6.583599999999999,2.3099000000000003,9.4832,3.0642,17.8973
406,15.84,0.0675,0.021400000000000002,11.8192,0.03,0.0805,26.586300000000005,0.153,12.530000000000001,0.7059,-5142.25,25.2736,21.2359,60.056200000000004,8.1065,2.3808,9.1757,3.6031,14.7264
